store_name,city,latitude,longitude,review_count,price_level,primary_category,target_rating,target_is_successful,median_income,pop_density_sqkm,pct_age_20_39
Koto Izakaya,Richmond,49.1785,-123.13362,85,2,Japanese,3.0,0,30400.0,5367.22,41.04
Waffleland Cafe,Vancouver,49.2834917,-123.1050237,58,2,Waffles,4.1,1,40148.15,10727.83,45.68
Village Sushi Bar,Richmond,49.1186027526855,-123.158828735352,64,1,Sushi Bars,4.4,1,46800.0,6499.02,18.31
Empire Seafood Restaurant,Richmond,49.170860309787,-123.1370628440032,250,2,Seafood,3.3,0,29900.0,8872.56,36.87
Pearl Hot Pot,Burnaby,49.2188387,-122.964481,103,2,Hot Pot,3.3,0,36730.77,6991.83,32.62
Axum Restaurant,Vancouver,49.2814936637038,-123.07779582314,82,2,Ethiopian,4.4,1,40988.89,3524.52,36.2
IT Char Burger,New Westminster,49.222413,-122.9122126,81,1,Burgers,4.5,1,45312.5,3656.72,23.77
Waves Coffee House,Richmond,49.1241798712256,-123.182890052597,49,1,Coffee & Tea,3.0,0,43733.33,3807.65,16.21
Seasons In the Park,Vancouver,49.2416705486198,-123.112535476685,599,3,Seafood,4.0,1,43920.0,3293.94,36.83
Main Choice Chinese Restaurant,Surrey,49.1338858,-122.8518572,66,2,Chinese,3.8,0,33569.23,3024.85,30.21
Kosoo,Vancouver,49.28494,-123.12592,176,2,Korean,4.3,1,45331.51,22831.24,49.03
Guildford Station Pub,Surrey,49.18759,-122.79506,115,2,Pubs,3.5,0,36990.0,4921.09,28.28
Han Lin Noodle House,New Westminster,49.210381277082135,-122.91715603819992,143,2,Chinese,3.5,0,43654.05,7978.02,34.15
Commercial Street Cafe,Vancouver,49.2526261,-123.0681265,75,2,Cafes,3.5,0,39945.45,6613.93,36.01
The Dolar Shop - Richmond,Richmond,49.1752620984987,-123.134143498425,253,3,Hot Pot,4.1,1,29490.91,6519.45,39.95
The Sandbar Seafood Restaurant,Vancouver,49.271502,-123.134151,845,3,Seafood,3.7,0,53185.37,13765.48,41.32
Hanaya Japanese Restaurant,Surrey,49.05326,-122.80091,73,2,Japanese,4.0,1,44825.0,2830.48,22.12
White Lotus Cafe,Burnaby,49.2656111504516,-122.97883607144,98,2,Vietnamese,4.5,1,39566.67,3498.82,28.95
Excellent Ice,Surrey,49.1016051,-122.8070208,8,4,Skating Rinks,3.3,0,46560.0,2979.6,28.08
New Amsterdam Café,Vancouver,49.283004,-123.110008,79,1,Cafes,3.9,0,46207.14,11679.35,51.18
Abyssinia Ethiopian Restaurant,Burnaby,49.2224351,-122.9437792,35,2,Ethiopian,3.9,0,36028.57,6393.02,32.68
East Cafe,Vancouver,49.2812767,-123.0563278,60,1,Coffee & Tea,4.3,1,41557.89,6837.83,35.47
Japanese Bistro Kamome,Vancouver,49.2371553,-123.0327306,51,2,Japanese,3.9,0,35156.52,9446.47,36.7
Mediterranean Donair House,New Westminster,49.215202,-122.9225917,18,1,Greek,3.8,0,41381.25,7339.84,27.75
Butchers Block BBQ,Burnaby,49.28129,-123.01453,143,2,Barbeque,3.8,0,41385.71,5259.68,27.72
CRAFT Beer Market False Creek,Vancouver,49.2705604,-123.1063494,557,2,Beer Bar,3.4,0,53735.0,13077.03,49.73
Conte Food Importers,Burnaby,49.1930765013523,-122.971642618571,12,2,Specialty Food,4.4,1,38800.0,679.8,22.38
L'Artista,Burnaby,49.281231129459975,-123.0188885,60,2,Italian,4.0,1,41911.11,4951.6,27.37
The Taco Factory,New Westminster,49.22904,-122.89241,39,2,Mexican,3.4,0,47507.69,2863.2,33.38
Kokoro Tokyo Mazesoba,Vancouver,49.2833927,-123.115078,518,2,Japanese,4.1,1,48435.0,14327.25,51.32
The Greek Corner,Surrey,49.1343307,-122.8452682,91,2,Greek,3.6,0,34833.33,3353.82,28.13
Banana Leaf,Vancouver,49.26302,-123.1225,351,2,Malaysian,3.7,0,55465.71,10228.27,39.65
Taverna Greka Restaurant,New Westminster,49.2049414,-122.9043168,166,2,Greek,4.1,1,45386.67,10691.55,47.19
Encore Suite,Vancouver,49.2776420028873,-123.109174971689,3,2,Sports Bars,4.3,1,49511.76,17934.25,49.78
Banh Mi Bar Restaurant,New Westminster,49.20279527932723,-122.91101334289716,133,1,Sandwiches,4.7,1,45478.26,11258.13,40.57
Grand Chinese Restaurant,Burnaby,49.266893,-123.004262,68,2,Chinese,4.0,1,42618.18,6874.09,46.95
Steveston Pizza Company,Richmond,49.1250589553541,-123.185554660698,320,2,Pizza,4.2,1,45527.27,3850.48,16.16
Chambar,Vancouver,49.2801460007961,-123.109925328073,1668,2,Belgian,4.2,1,48120.0,13733.22,48.82
Thai By Thai,Surrey,49.1698001,-122.8900551,107,2,Thai,4.1,1,34350.0,4321.08,32.51
Gyubee Japanese Grill,Richmond,49.1712466,-123.1351984,120,3,Japanese,4.3,1,29482.35,7175.94,36.75
D Original Sausage Haus,Richmond,49.1262632,-123.1825342,22,2,Delis,4.8,1,45000.0,4072.93,16.91
Calabash Bistro,Vancouver,49.281004479966,-123.104228199529,308,2,Caribbean,4.0,1,40006.45,10966.19,44.37
South Castle Korean Restaurant,Coquitlam,49.2487155457237,-122.859535957053,26,2,Korean,4.1,1,39311.11,3830.66,27.58
Sun Sui Wah Seafood Restaurant,Richmond,49.17807135336199,-123.13554115581708,462,2,Seafood,3.5,0,29514.29,5540.4,40.65
Roundel Cafe,Vancouver,49.28129402513607,-123.055357,175,2,Breakfast & Brunch,3.5,0,42000.0,6562.69,35.54
New Mandarin Seafood Restaurant,Vancouver,49.2430789410403,-123.062085096174,282,2,Dim Sum,4.1,1,34761.11,7531.35,33.7
Basant Sweet House,Surrey,49.1509914,-122.8677853,7,2,Restaurants,4.1,1,30200.0,1142.8,33.97
El Comal,Burnaby,49.247876818077,-122.940112248954,53,1,Mexican,3.9,0,42800.0,844.53,22.86
Big Way Hot Pot,Burnaby,49.2310987,-123.0083309711633,105,2,Hot Pot,4.0,1,34411.11,8326.47,37.23
JOEY Burrard,Vancouver,49.282606,-123.1231879,687,2,Canadian (New),4.1,1,46740.28,20371.01,50.19
Starbucks,Surrey,49.1043053,-122.7393799,4,1,Cafes,4.5,1,42057.14,2721.72,28.62
Safari Snack House And Grill,Burnaby,49.239118670642895,-122.96287338465577,45,2,African,3.9,0,44600.0,2071.61,28.33
Anh and Chi,Vancouver,49.2550314422938,-123.100882202153,796,3,Vietnamese,4.0,1,51346.34,8329.22,40.74
Linh Cafe,Vancouver,49.2746716,-123.12989802,366,2,Vietnamese,3.9,0,50539.29,21215.01,44.7
Ramen DANBO,Vancouver,49.23480431478797,-123.15913584083316,31,2,Ramen,4.4,1,41843.48,4513.72,24.43
Siam Le Bien,Burnaby,49.2813,-123.01068,106,2,Thai,4.3,1,40544.0,5347.52,26.59
Hee Rae Deung,Coquitlam,49.2475518179184,-122.891984134912,70,2,Korean,4.0,1,37257.14,5940.56,35.89
Cabizerra Bistro,Surrey,49.1987463,-122.8134292,12,1,Filipino,4.8,1,35141.18,5250.95,29.44
ChongQing Restaurant,Surrey,49.15272034339086,-122.88974194707586,64,2,Chinese,3.1,0,34600.0,6083.1,32.38
Breka Bakery & Cafe,Vancouver,49.2857242811844,-123.1271553452,395,1,Cafes,3.9,0,45197.33,22271.77,48.26
Shanghai Fortune Cuisine,Burnaby,49.22954179328731,-123.0046759319506,32,1,Chinese,3.9,0,33954.29,12329.57,39.62
Sal y Limon,Surrey,49.0469347453396,-122.77867790858,111,2,Mexican,3.8,0,42577.78,4505.6,24.13
Creme de la Crumb Bakeshop & Catering,Vancouver,49.2738565,-123.0775108,16,1,Bakeries,3.3,0,43614.81,5094.65,36.22
Sushi Heaven,New Westminster,49.2306827,-122.8929216,64,1,Sushi Bars,3.8,0,47485.71,2842.66,32.88
Vault Restaurant,Surrey,49.10711,-122.73478,173,2,Steakhouses,3.9,0,41200.0,2752.94,28.74
50's Burgers,Burnaby,49.22481,-122.94043,130,2,Burgers,3.6,0,36036.36,5838.79,30.11
Barcelos Flame Grilled Chicken,Burnaby,49.19813330438935,-122.97878590283268,49,2,Portuguese,3.8,0,42400.0,151.96,24.57
Chan's Garden,New Westminster,49.2298584,-122.8930588,81,2,Chinese,3.7,0,47485.71,2842.66,32.88
Steve's Poké Bar,Surrey,49.18376,-122.80127,102,2,Hawaiian,4.5,1,36428.57,5919.43,27.62
Whole Food Market,Vancouver,49.2640495,-123.1150513,17,1,Coffee & Tea,3.9,0,55909.68,9895.18,42.86
Double Double Restaurant 老油条,Richmond,49.18038,-123.13547,193,2,Cantonese,3.4,0,29750.0,4620.35,43.33
Cafe 106,Burnaby,49.2237644468902,-122.988622382664,52,1,Coffee & Tea,4.3,1,33828.57,7022.97,41.54
Social Corner,Vancouver,49.2785831916346,-123.118480343303,335,3,Pizza,3.6,0,49698.15,20336.11,50.2
S2 Cafe House,Vancouver,49.2807503,-123.0853195,12,1,Cafes,3.8,0,33600.0,4230.74,31.81
Kiki's Restaurant,Surrey,49.03728,-122.80147,48,2,Mediterranean,3.8,0,39152.94,4433.64,15.86
Lido Restaurant,Richmond,49.18254316529722,-123.13415835841272,394,2,Hong Kong Style Cafe,3.6,0,30700.0,3407.08,48.72
Score on Davie,Vancouver,49.2823221457395,-123.134614739512,382,2,Sports Bars,4.3,1,45461.04,22773.07,48.79
Sabai Thai Restaurant,Surrey,49.1909867,-122.8065349,110,2,Thai,4.0,1,35350.0,7115.56,29.37
North Noodle House,New Westminster,49.200992,-122.913094,127,2,Chinese,3.9,0,44968.42,13227.66,41.0
Minami,Vancouver,49.2752733,-123.1207029,846,3,Japanese,4.1,1,51796.0,20869.79,47.75
Black Frog Eatery,Vancouver,49.284598,-123.108687,240,2,Pubs,3.8,0,43339.13,9906.17,48.62
Chen,Burnaby,49.28086095595619,-123.0091730738817,28,2,Vietnamese,4.1,1,39917.24,5180.7,26.93
Osteria Savio Volpe,Vancouver,49.2574913,-123.0909344,500,3,Italian,4.2,1,46455.77,9111.05,42.93
Thai New West,New Westminster,49.229001,-122.89251,95,2,Thai,3.8,0,47485.71,2842.66,32.88
Marulilu Cafe,Vancouver,49.26338,-123.11415,303,2,Cafes,4.0,1,56120.0,9816.14,42.82
Kojima Sushi,New Westminster,49.2106056213379,-122.917495727539,54,1,Sushi Bars,2.8,0,43427.03,7872.3,33.18
75 West Coast Grill,Richmond,49.170509,-123.140563,80,2,Lounges,3.8,0,29633.33,7928.77,37.0
Redbud Cafe,Richmond,49.1622807256808,-123.131702194383,35,2,Hong Kong Style Cafe,3.1,0,32077.42,11848.27,28.7
Lahori Sweets & Restaurant,Surrey,49.1484413,-122.8649063,49,2,Halal,4.0,1,29900.0,1815.89,34.93
Sapporo Kitchen,Surrey,49.03159912001535,-122.80144046744888,102,2,Japanese,3.9,0,41216.67,6358.39,14.01
Earls Kitchen + Bar,Vancouver,49.281536,-123.12368,334,2,Canadian (New),3.7,0,47422.37,23280.93,48.55
Saku,Vancouver,49.28923400821203,-123.13230361739016,525,2,Japanese,4.5,1,45545.45,22153.3,43.79
Dutch Anchor Restaurant,New Westminster,49.19446139999999,-122.9279768,56,2,Greek,3.3,0,48480.0,4484.7,31.15
Salmon n' Bannock,Vancouver,49.2631378,-123.1296705,270,2,Canadian (New),4.5,1,54507.5,10940.23,40.47
Maruhachi Ra-men,Vancouver,49.2905691,-123.1333951,809,2,Ramen,4.3,1,45147.54,23765.56,44.18
Oddfish,Vancouver,49.2708136,-123.1475237,108,3,Seafood,4.1,1,54839.47,8712.44,41.68
R & H Chinese Food,Richmond,49.17571487673434,-123.13191884109996,222,2,Food Court,4.0,1,29550.0,5670.48,39.41
Bamboo Grove,Richmond,49.163311,-123.13637,32,2,Seafood,3.4,0,31987.5,11456.1,28.24
Zhous Chinese Restaurant,Coquitlam,49.2626492660541,-122.839037613753,28,1,Chinese,3.3,0,45422.22,2021.37,20.45
Anny's Dairy Bar,New Westminster,49.214855,-122.922433,141,1,Canadian (New),4.2,1,41381.25,7339.84,27.75
European Breads,Vancouver,49.2463202,-123.0899976,26,1,Bakeries,3.7,0,44147.37,6678.9,30.92
Omega Pizza & Wings,Surrey,49.14043655771575,-122.8459367,35,1,Pizza,2.6,0,32690.91,3485.68,31.75
Tasty Donair,Surrey,49.133938,-122.842573,55,1,Donairs,4.3,1,35371.43,3494.2,28.85
The Dirty Apron Delicatessen,Vancouver,49.2805632,-123.1091772,74,2,Cafes,4.5,1,47288.24,13234.57,49.32
Hangang Korean Restaurant,Coquitlam,49.24868041062316,-122.85874128895492,12,2,Korean,4.1,1,39311.11,3830.66,27.58
Red Robin Gourmet Burgers and Brews,Surrey,49.18838300274452,-122.80139260276438,116,2,Burgers,3.6,0,35895.24,6986.41,28.96
Garden Cafe at VanDusen Garden,Vancouver,49.2383826,-123.1281484,54,2,Cafes,3.1,0,41246.15,2852.86,29.98
Crispy Falafel,Coquitlam,49.2352018438231,-122.855761778291,25,2,Falafel,3.7,0,42280.0,2925.93,28.22
La Forêt,Burnaby,49.2212819390063,-122.995836958493,590,2,Coffee & Tea,3.7,0,33271.43,8714.52,42.14
Browns Socialhouse Panorama,Surrey,49.10397,-122.798523,56,2,Pubs,3.3,0,47100.0,4730.17,27.24
Jam Cafe on Beatty,Vancouver,49.2802586,-123.1096376,1573,2,Breakfast & Brunch,4.4,1,48429.41,13454.61,48.95
The Flying Pig - Yaletown,Vancouver,49.27501,-123.122,1436,2,Canadian (New),4.0,1,51596.0,20042.06,46.94
Cactus Club Cafe,Burnaby,49.26671212,-123.01085799,176,2,Canadian (New),3.7,0,42150.0,6435.25,47.48
Crossroads Cafe,Vancouver,49.28288,-123.12191,2,1,Cafes,4.5,1,46825.76,20316.14,50.94
Parker Place Aberdeen Meat & B.B.Q,Richmond,49.1819617,-123.1364551,186,2,Meat Shops,4.2,1,29900.0,3402.03,46.29
C Market Coffee,Coquitlam,49.2338639121429,-122.8530460160252,104,2,Coffee Roasteries,4.0,1,42240.0,700.41,25.67
Sushi Mori,Surrey,49.0457580108793,-122.7973473,73,2,Japanese,3.4,0,39072.73,3339.77,18.5
Chopsticks On Pho,Surrey,49.1044634,-122.7986729,108,2,Vietnamese,3.8,0,47100.0,4730.17,27.24
The Taste of Africa,Surrey,49.196348,-122.845649,35,1,African,4.4,1,36675.0,5392.19,43.98
Red Dot Cafe,Richmond,49.1861496,-123.0807571,14,2,Cafes,3.7,0,34285.71,4352.54,25.19
Boston Pizza,Burnaby,49.2267071,-123.0039352,76,2,Pizza,2.5,0,33622.22,11232.38,39.76
No.1 Beef Noodle House,Burnaby,49.2425291,-123.004037333135,215,2,Taiwanese,3.4,0,38830.77,2617.73,27.29
Ole Ole Mexican Deli,New Westminster,49.21157,-122.93511,53,2,Mexican,3.5,0,39986.67,6841.06,29.8
Lunch Lady,Vancouver,49.27497,-123.06915,368,2,Vietnamese,4.2,1,45062.86,6833.43,36.64
Faubourg,Vancouver,49.2344771,-123.1574179,206,2,Bakeries,3.5,0,41700.0,4110.37,24.06
Tendon Kohaku,Vancouver,49.28107123873706,-123.12179426645872,216,2,Japanese,4.3,1,47770.42,21320.82,49.26
Pho Den,Burnaby,49.21985466539446,-122.970256331213,47,2,Vietnamese,3.9,0,36936.36,5314.99,33.49
Cafe Ami,Vancouver,49.260803,-123.123994,10,1,Cafes,3.6,0,53817.95,9712.11,40.89
Nordel Sushi,Surrey,49.1609149,-122.8885017,69,2,Japanese,3.3,0,34563.64,3792.44,31.75
Afghan Chopan Restaurant,Richmond,49.16996743188082,-123.13302061349331,72,2,Afghan,4.3,1,30231.58,9843.9,36.09
Super Stars Cafe,Richmond,49.17951542639547,-123.1350582,30,1,Cafes,3.1,0,29750.0,4620.35,43.33
Afghan Chopan Restaurant,Surrey,49.147471095003574,-122.86530131592922,113,2,Afghan,3.9,0,30028.57,1684.04,35.37
Sushi U,Burnaby,49.2654624429451,-122.978147623681,67,2,Japanese,4.5,1,39566.67,3498.82,28.95
LA Grill & Bistro,Richmond,49.1536432938359,-123.158798217773,103,1,American,3.3,0,29600.0,3920.29,24.19
Prado Cafe,Vancouver,49.2818961,-123.1074141,96,2,Cafes,3.9,0,42937.5,12267.04,47.81
Harvest Community Foods,Vancouver,49.277781,-123.0980624,76,2,Grocery,3.6,0,38103.45,9891.2,41.78
Caveman Cafe,Vancouver,49.280802324947445,-123.10703500282293,313,2,Organic Stores,4.4,1,42812.5,12649.65,47.28
Amelia Restaurant,New Westminster,49.20876,-122.93227,22,1,American,4.3,1,40554.84,6391.15,30.74
Gyu-Kaku Japanese BBQ,Richmond,49.1774949,-123.1372648,155,2,Japanese,3.7,0,29466.67,5393.95,41.45
Malaysian Hut,Surrey,49.1989290068985,-122.814328819513,47,1,Malaysian,4.0,1,35425.0,5108.61,29.8
Cactus Club Cafe,Burnaby,49.22775581945971,-123.00329214418927,173,2,Cocktail Bars,3.9,0,33473.68,10719.99,39.53
Their There,Vancouver,49.2679649501648,-123.151158941154,161,2,Breakfast & Brunch,4.2,1,55439.58,9783.32,41.05
Great Canadian Casino Vancouver,Coquitlam,49.2276116,-122.8378131,48,1,Casinos,2.5,0,43200.0,386.3,23.87
Fresh Sushi Roll,New Westminster,49.2133039,-122.9207809,11,1,Sushi Bars,2.8,0,42321.21,7765.07,28.96
Cuchillo,Vancouver,49.283262611469,-123.098110155039,314,2,Latin American,4.2,1,37579.31,8625.43,38.62
Fresh Donair,Vancouver,49.2792016361722,-123.12335201658,59,2,Donairs,4.7,1,48877.14,23774.53,48.39
Westcoast Poke,Richmond,49.13223459520562,-123.09558136751669,48,2,Hawaiian,3.9,0,37828.57,4089.25,25.57
Prabu Sweets,Surrey,49.13036,-122.86825,41,2,Desserts,3.9,0,30181.82,5994.8,35.86
The Dolar Shop - Station Square,Burnaby,49.2277884925998,-123.00316795158996,169,3,Hot Pot,4.3,1,33473.68,10719.99,39.53
España Restaurant,Vancouver,49.2880552,-123.1404114,269,2,Spanish,4.2,1,45482.76,24653.96,43.57
Skye Avenue Kitchen & Lounge,Surrey,49.1876994453086,-122.84848282640564,21,3,Canadian (New),4.1,1,35314.29,7314.44,44.8
To Live For Bakery,Vancouver,49.27121199258215,-123.0565958,65,2,Bakeries,4.6,1,42724.32,6058.1,31.87
Ki Cafe,Burnaby,49.2208272,-122.9884543,125,2,Desserts,3.9,0,34466.67,6205.02,40.29
Sushi Tree,Coquitlam,49.28064321231323,-122.79281080583212,42,1,Sushi Bars,4.4,1,36905.88,5750.39,28.53
Broyé Cafe & Bakery,Vancouver,49.22632,-123.09036,51,2,Bakeries,4.0,1,35315.15,6713.46,32.08
Seaport City Seafood Restaurant,Vancouver,49.263921119674905,-123.115152,116,3,Dim Sum,4.2,1,55909.68,9895.18,42.86
Uno Beef Noodle,Richmond,49.193218109957115,-123.12980856746434,129,2,Noodles,4.4,1,31666.67,3529.54,47.86
Sushi Jin,Vancouver,49.2795794102629,-123.123817518353,154,3,Japanese,4.6,1,48797.18,23263.66,48.41
Dynasty Seafood Restaurant,Vancouver,49.2635999,-123.12138,375,2,Dim Sum,3.6,0,55503.03,10655.59,39.25
John 3:16 Malaysian Delights,Richmond,49.1641317,-123.1362195,296,2,Malaysian,4.1,1,32036.36,11901.2,28.93
Birdies,Burnaby,49.2655537242762,-123.01959240000002,80,2,Salad,4.0,1,35860.0,4277.68,40.35
Finch's Market,Vancouver,49.2785699636665,-123.093410391164,47,2,Cafes,4.0,1,35550.0,6360.24,34.6
Miku,Vancouver,49.28691298612272,-123.11304877258942,2600,3,Japanese,4.4,1,45590.91,10902.6,48.6
Mango Mama Cafe,Richmond,49.18257822582507,-123.1341600423283,78,2,Desserts,2.1,0,30700.0,3407.08,48.72
Paradise Donair and Coffee Mania,New Westminster,49.2102203,-122.9331284,37,1,Cafes,3.4,0,40373.33,7381.89,30.8
Silver Tower Cafe Restaurant,Richmond,49.1781781,-123.1291034,131,1,Hong Kong Style Cafe,3.3,0,30763.64,5710.95,41.04
Park Crest Diner,Burnaby,49.26536,-122.97789,35,1,Cafes,3.8,0,39566.67,3498.82,28.95
Boston Pizza,New Westminster,49.200572324849,-122.918331664376,51,2,Pizza,2.3,0,44127.27,12205.78,40.26
Apna Chaat House,Surrey,49.138979,-122.889138,155,2,Indian,3.7,0,32663.64,5375.16,32.0
Atlas Steak + Fish,Burnaby,49.256747,-123.006931,189,3,Steakhouses,4.0,1,38457.14,1059.86,24.93
Nagano Japanese Restaurant,Coquitlam,49.2819484741704,-122.799879881647,148,2,Japanese,3.6,0,36185.71,6493.74,28.08
Mr Shawarma,Vancouver,49.28526,-123.12075,227,1,Middle Eastern,4.4,1,46052.0,17582.68,49.67
La La Island,Vancouver,49.26435443750349,-123.171443449561,12,2,Bakeries,4.6,1,49588.24,6490.37,36.63
Neptune Palace Seafood Restaurant,Surrey,49.18693877584426,-122.8461404527314,122,2,Dim Sum,3.1,0,35761.9,7598.55,44.49
Stefanos Restaurant,New Westminster,49.2054199,-122.90424,105,2,Greek,3.0,0,46200.0,10105.08,46.28
Pho Super Bowl,Coquitlam,49.261720508586464,-122.89092417221092,49,2,Vietnamese,4.2,1,39423.53,5388.09,39.96
The Meat Up,Burnaby,49.2254546362785,-122.98992646931154,62,3,Barbeque,4.1,1,32742.86,7153.16,41.13
Hart House Restaurant,Burnaby,49.23804,-122.96671,154,3,Seafood,3.6,0,43120.0,1371.52,27.41
Sahota's Live Grill,Surrey,49.1399565,-122.88953034710508,29,2,Indian,3.0,0,32670.0,5530.59,32.94
Bacchus Restaurant & Lounge,Vancouver,49.28229823003116,-123.12255606127432,231,3,Lounges,4.1,1,47168.92,21175.6,50.42
Denji Sushi,Surrey,49.1266,-122.70143,59,2,Sushi Bars,4.0,1,47882.35,4508.3,29.63
A&W,Surrey,49.1343815,-122.88677929,49,1,Fast Food,4.6,1,32129.41,5176.0,33.42
Samsoonie Noodle & Rice,Richmond,49.1707688466573,-123.133460687081,146,2,Korean,3.8,0,30044.44,9612.83,36.71
Leaf Tea,Surrey,49.031406,-122.800901,27,2,Cafes,4.4,1,41107.69,6167.51,13.94
X-Site Grill & Bistro,Burnaby,49.2811349,-122.9993576,173,1,Bars,3.8,0,38533.33,4488.77,27.64
Scarlet Tapas Lounge,Vancouver,49.2768837,-123.126335,6,2,Cafes,2.2,0,49603.17,25755.58,47.86
Pakwan,Surrey,49.1406884,-122.8611251,10,2,Indian,4.1,1,31177.78,2266.59,35.53
Chettinad Dosa Palace,Burnaby,49.23933,-122.96364,83,2,Indian,3.2,0,44600.0,2071.61,28.33
Anatolia's Gate Restaurant,Burnaby,49.2183151,-122.9579254,155,2,Halal,3.8,0,36696.3,9483.63,34.69
Milestones,Coquitlam,49.2784,-122.80925,93,2,Canadian (New),3.2,0,39430.77,4861.0,28.46
La Belle Patate,Vancouver,49.2820547306569,-123.133442922354,610,2,Poutineries,4.2,1,45473.08,24198.29,48.94
Pizza Garden,Burnaby,49.2252262,-123.0037541,44,2,Pizza,4.0,1,33366.67,11336.84,40.83
Fung May,Burnaby,49.2288939318384,-123.004783375498,30,1,Chinese,3.4,0,34248.65,8985.11,39.16
Browns Socialhouse Semiahmoo,Surrey,49.03143295501853,-122.80147612331338,40,2,Canadian (New),3.1,0,41392.0,6321.44,14.06
Angus T Bakery,Vancouver,49.20539421938929,-123.03085358154756,5,2,Bakeries,4.2,1,45400.0,4401.3,37.09
Thierry - Mount Pleasant,Vancouver,49.262040137647766,-123.09941897473132,55,2,Desserts,4.0,1,51134.21,8607.22,46.31
Bread Garden Urban Cafe,Richmond,49.1945454,-123.1747399,3,1,Cafes,3.0,0,48000.0,45.6,23.81
Galiano Cafe,Richmond,49.1806507736516,-123.170255156663,4,2,Airport Lounges,3.3,0,,,
Kook Korean BBQ,Vancouver,49.26894,-123.04565,212,3,Korean,4.2,1,35914.29,6069.4,30.06
Kozak Ukrainian Restaurant,Vancouver,49.28266968028282,-123.1045676752585,112,2,Ukrainian,4.6,1,40528.57,11038.37,44.97
Ramengers Feat. Smoking pig,Coquitlam,49.2386215122336,-122.86375656724,129,2,Korean,3.9,0,41400.0,3469.08,28.83
Shoestring Cafe,Richmond,49.17987407755384,-123.0695583361763,116,2,French,4.6,1,,,
Mount Everest Kitchen & Grill,Vancouver,49.28343057225757,-123.1142148824853,113,2,Indian,4.6,1,48284.21,13601.73,50.91
Seoul Grill House,Surrey,49.18662844935571,-122.80218576441264,142,2,Korean,3.4,0,36113.04,6494.28,28.84
Chef Tony,Richmond,49.1805103,-123.1363684,372,2,Dim Sum,3.7,0,29133.33,4046.08,45.82
Kaffina Coffee,Surrey,49.056098987177705,-122.80476269500356,47,2,Cafes,4.3,1,48000.0,3077.56,21.92
Old Xian's Food,Richmond,49.1852876,-123.1290331,57,2,Chinese,3.8,0,32250.0,4056.41,43.68
Le Marché St. George,Vancouver,49.2456344,-123.0941734,197,2,Cafes,4.1,1,45500.0,5641.75,30.57
Earls Kitchen + Bar,Burnaby,49.2279486,-123.0027748,131,2,Canadian (New),3.9,0,33473.68,10719.99,39.53
Excellent Tofu & Snacks,Richmond,49.18257600567325,-123.13418552693622,242,1,Desserts,4.2,1,30700.0,3407.08,48.72
Texx Big Burger,Surrey,49.189932,-122.841323,132,2,Burgers,4.1,1,36411.11,7507.07,45.21
Double East Cuisine,Richmond,49.183023,-123.135604,20,2,Seafood,2.8,0,30133.33,3351.64,49.73
Perfecto Cafe,Vancouver,49.276804,-123.125213,32,2,Cafes,4.1,1,49710.0,23872.97,47.91
International Food Fair,Vancouver,49.28533,-123.11718,12,2,Fast Food,3.8,0,46785.37,15446.68,50.47
Twinkle Cube Cafe,Richmond,49.1824873073973,-123.133310191333,16,1,Cafes,3.1,0,30700.0,3407.08,48.72
Freshslice Pizza,Richmond,49.16855,-123.13571927116394,10,1,Pizza,3.8,0,30000.0,10142.77,34.91
Crackle Creme,Vancouver,49.27776,-123.0981399,300,1,Desserts,4.3,1,38103.45,9891.2,41.78
Round Table Pizza,Richmond,49.15502603363286,-123.12585702070233,62,2,Pizza,3.0,0,32626.09,7421.96,25.63
ARC Restaurant,Vancouver,49.28733537787621,-123.11385049155078,225,3,Canadian (New),4.0,1,46400.0,11107.71,49.0
Hainan Kitchen,Richmond,49.1553651,-123.1238682,52,2,Singaporean,3.3,0,32654.55,7248.77,24.91
Royal Tandoori Indian Restaurant,New Westminster,49.20512,-122.90983,107,2,Indian,3.7,0,44830.77,10787.81,41.12
Waves Coffee House,Richmond,49.17090010978671,-123.13681390292656,36,1,Coffee & Tea,3.1,0,29900.0,8872.56,36.87
Cactus Club Cafe,Surrey,49.0604907475,-122.804682831,102,2,Canadian (New),4.0,1,50100.0,3338.72,25.36
Golden Pita Lebanese Restaurant,Burnaby,49.2531819933441,-122.897602039217,81,1,Mediterranean,4.2,1,39330.0,6122.74,36.79
Zaaki Cuisine,New Westminster,49.2131145,-122.9200483,71,1,Donairs,4.6,1,42805.71,6858.32,28.93
Talay Thai Restaurant,Vancouver,49.210809,-123.140764,105,2,Thai,3.9,0,36125.93,5228.14,29.76
Straight Outta Brooklyn NYC Pizzeria,Vancouver,49.2791165,-123.1166227,262,1,Pizza,4.1,1,49663.46,18380.5,50.45
Cactus Club Cafe,Burnaby,49.2020089718037,-122.981729507446,174,2,Canadian (New),3.7,0,41000.0,278.11,24.71
Kulinarya,Vancouver,49.2744901,-123.0693269,85,2,Filipino,4.0,1,45062.86,6833.43,36.64
Ricky's Café,Burnaby,49.265735924672,-123.00574472331364,35,2,Desserts,3.5,0,43350.0,6948.55,48.74
Aquarium Cafe,Vancouver,49.3012428,-123.1294403,7,1,Cafes,3.9,0,47600.0,281.8,35.75
El Inka Latin Deli,Burnaby,49.24941,-123.01912,64,2,Peruvian,4.4,1,37523.81,3196.32,28.43
