store_name,city,zip_code,latitude,longitude,review_count,price_level,primary_category,target_rating,target_is_successful
Conte Food Importers,Burnaby,V3N 0B9,49.1930765013523,-122.971642618571,12,2,Specialty Food,4.4,1
L'Artista,Burnaby,V5E 2H7,49.281231129459975,-123.0188885,60,2,Italian,4.0,1
The Taco Factory,New Westminster,V3L 3W9,49.22904,-122.89241,39,2,Mexican,3.4,0
Kokoro Tokyo Mazesoba,Vancouver,V6B 3H6,49.2833927,-123.115078,518,2,Japanese,4.1,1
The Greek Corner,Surrey,V3W 5A5,49.1343307,-122.8452682,91,2,Greek,3.6,0
Banana Leaf,Vancouver,V5Z 1J8,49.26302,-123.1225,351,2,Malaysian,3.7,0
Taverna Greka Restaurant,New Westminster,V3L 1A6,49.2049414,-122.9043168,166,2,Greek,4.1,1
Encore Suite,Vancouver,V6B 6G1,49.2776420028873,-123.109174971689,3,2,Sports Bars,4.3,1
Banh Mi Bar Restaurant,New Westminster,V3M 6V4,49.20279527932723,-122.91101334289715,133,1,Sandwiches,4.7,1
Grand Chinese Restaurant,Burnaby,V5C 3Z2,49.266893,-123.004262,68,2,Chinese,4.0,1
Steveston Pizza Company,Richmond,V7E 3A2,49.1250589553541,-123.185554660698,320,2,Pizza,4.2,1
Chambar,Vancouver,V6B 2L3,49.2801460007961,-123.109925328073,1668,2,Belgian,4.2,1
Thai By Thai,Surrey,V3V 4B5,49.1698001,-122.8900551,107,2,Thai,4.1,1
Gyubee Japanese Grill,Richmond,V6X 3K2,49.1712466,-123.1351984,120,3,Japanese,4.3,1
D Original Sausage Haus,Richmond,V7E 3L9,49.1262632,-123.1825342,22,2,Delis,4.8,1
Calabash Bistro,Vancouver,V6B 2J7,49.281004479966,-123.104228199529,308,2,Caribbean,4.0,1
South Castle Korean Restaurant,Coquitlam,V3K 3P5,49.2487155457237,-122.859535957053,26,2,Korean,4.1,1
Sun Sui Wah Seafood Restaurant,Richmond,V5V 3N9,49.17807135336199,-123.13554115581708,462,2,Seafood,3.5,0
Roundel Cafe,Vancouver,V5K 1Y8,49.28129402513607,-123.055357,175,2,Breakfast & Brunch,3.5,0
New Mandarin Seafood Restaurant,Vancouver,V5N 5A2,49.2430789410403,-123.062085096174,282,2,Dim Sum,4.1,1
Basant Sweet House,Surrey,V3W 1R1,49.1509914,-122.8677853,7,2,Restaurants,4.1,1
El Comal,Burnaby,V5A 2H4,49.247876818077,-122.940112248954,53,1,Mexican,3.9,0
Big Way Hot Pot,Burnaby,V5H 1Z8,49.2310987,-123.0083309711633,105,2,Hot Pot,4.0,1
JOEY Burrard,Vancouver,V6Z 1X9,49.282606,-123.1231879,687,2,Canadian (New),4.1,1
Starbucks,Surrey,V3W 3K3,49.1043053,-122.7393799,4,1,Cafes,4.5,1
Safari Snack House And Grill,Burnaby,V5E 3N1,49.239118670642895,-122.96287338465577,45,2,African,3.9,0
Anh and Chi,Vancouver,V5V 3M7,49.2550314422938,-123.100882202153,796,3,Vietnamese,4.0,1
Linh Cafe,Vancouver,V6Z 1N2,49.2746716,-123.12989802,366,2,Vietnamese,3.9,0
Ramen DANBO,Vancouver,V6M 2A3,49.23480431478797,-123.15913584083317,31,2,Ramen,4.4,1
Siam Le Bien,Burnaby,V5C 2J5,49.2813,-123.01068,106,2,Thai,4.3,1
Hee Rae Deung,Coquitlam,V3K 3V9,49.2475518179184,-122.891984134912,70,2,Korean,4.0,1
Cabizerra Bistro,Surrey,V3R 1V8,49.1987463,-122.8134292,12,1,Filipino,4.8,1
ChongQing Restaurant,Surrey,V3W 3N4,49.15272034339086,-122.88974194707586,64,2,Chinese,3.1,0
Breka Bakery & Cafe,Vancouver,V6E 1Y4,49.2857242811844,-123.1271553452,395,1,Cafes,3.9,0
Shanghai Fortune Cuisine,Burnaby,V5H 2A9,49.22954179328731,-123.00467593195059,32,1,Chinese,3.9,0
Sal y Limon,Surrey,V3S 9H7,49.0469347453396,-122.77867790858,111,2,Mexican,3.8,0
Creme de la Crumb Bakeshop & Catering,Vancouver,V5L 3K6,49.2738565,-123.0775108,16,1,Bakeries,3.3,0
Sushi Heaven,New Westminster,V3L 3X6,49.2306827,-122.8929216,64,1,Sushi Bars,3.8,0
Vault Restaurant,Surrey,V3S 4C8,49.10711,-122.73478,173,2,Steakhouses,3.9,0
50's Burgers,Burnaby,V3N 1B9,49.22481,-122.94043,130,2,Burgers,3.6,0
Barcelos Flame Grilled Chicken,Burnaby,V5J 1P8,49.19813330438935,-122.97878590283268,49,2,Portuguese,3.8,0
Chan's Garden,New Westminster,V3L 3X4,49.2298584,-122.8930588,81,2,Chinese,3.7,0
Steve's Poké Bar,Surrey,V3R 4G5,49.18376,-122.80127,102,2,Hawaiian,4.5,1
Whole Food Market,Vancouver,V5Z 1C6,49.2640495,-123.1150513,17,1,Coffee & Tea,3.9,0
Double Double Restaurant 老油条,Richmond,V6X 2C2,49.18038,-123.13547,193,2,Cantonese,3.4,0
Cafe 106,Burnaby,V5H 2G1,49.2237644468902,-122.988622382664,52,1,Coffee & Tea,4.3,1
Social Corner,Vancouver,V6B 5S3,49.2785831916346,-123.118480343303,335,3,Pizza,3.6,0
S2 Cafe House,Vancouver,V6A,49.2807503,-123.0853195,12,1,Cafes,3.8,0
Kiki's Restaurant,Surrey,V4A 9E3,49.03728,-122.80147,48,2,Mediterranean,3.8,0
Lido Restaurant,Richmond,V6X 3L7,49.18254316529722,-123.13415835841272,394,2,Hong Kong Style Cafe,3.6,0
Score on Davie,Vancouver,V6J 5L1,49.2823221457395,-123.134614739512,382,2,Sports Bars,4.3,1
Sabai Thai Restaurant,Surrey,V3R 4B1,49.1909867,-122.8065349,110,2,Thai,4.0,1
North Noodle House,New Westminster,V3M 0G3,49.200992,-122.913094,127,2,Chinese,3.9,0
Minami,Vancouver,V6B 2T9,49.2752733,-123.1207029,846,3,Japanese,4.1,1
Black Frog Eatery,Vancouver,V6B 2M8,49.284598,-123.108687,240,2,Pubs,3.8,0
Chen,Burnaby,V5C 2J6,49.28086095595619,-123.0091730738817,28,2,Vietnamese,4.1,1
Osteria Savio Volpe,Vancouver,V5T 3K5,49.2574913,-123.0909344,500,3,Italian,4.2,1
Thai New West,New Westminster,V3L 3W9,49.229001,-122.89251,95,2,Thai,3.8,0
Marulilu Cafe,Vancouver,V5Y 1R4,49.26338,-123.11415,303,2,Cafes,4.0,1
Kojima Sushi,New Westminster,V3L 3B1,49.2106056213379,-122.917495727539,54,1,Sushi Bars,2.8,0
75 West Coast Grill,Richmond,V6X 1A3,49.170509,-123.140563,80,2,Lounges,3.8,0
Redbud Cafe,Richmond,V6Y 1P3,49.1622807256808,-123.131702194383,35,2,Hong Kong Style Cafe,3.1,0
Lahori Sweets & Restaurant,Surrey,V3W 0E6,49.1484413,-122.8649063,49,2,Halal,4.0,1
Sapporo Kitchen,Surrey,V4A 4N3,49.03159912001535,-122.80144046744887,102,2,Japanese,3.9,0
Earls Kitchen + Bar,Vancouver,V6Z 1V3,49.281536,-123.12368,334,2,Canadian (New),3.7,0
Saku,Vancouver,V6G 2G5,49.28923400821203,-123.13230361739015,525,2,Japanese,4.5,1
Dutch Anchor Restaurant,New Westminster,V3M 5B3,49.19446139999999,-122.9279768,56,2,Greek,3.3,0
Salmon n' Bannock,Vancouver,V6H 1G5,49.2631378,-123.1296705,270,2,Canadian (New),4.5,1
Maruhachi Ra-men,Vancouver,V6G 2J6,49.2905691,-123.1333951,809,2,Ramen,4.3,1
Oddfish,Vancouver,V6J 5B8,49.2708136,-123.1475237,108,3,Seafood,4.1,1
R & H Chinese Food,Richmond,V6X 2X9,49.17571487673434,-123.13191884109995,222,2,Food Court,4.0,1
Bamboo Grove,Richmond,V6X 1A5,49.163311,-123.13637,32,2,Seafood,3.4,0
Zhous Chinese Restaurant,Coquitlam,V3J 3R3,49.2626492660541,-122.839037613753,28,1,Chinese,3.3,0
Anny's Dairy Bar,New Westminster,V3L 3C5,49.214855,-122.922433,141,1,Canadian (New),4.2,1
European Breads,Vancouver,V5V 4G3,49.2463202,-123.0899976,26,1,Bakeries,3.7,0
Omega Pizza & Wings,Surrey,V3W 5A8,49.14043655771575,-122.8459367,35,1,Pizza,2.6,0
Tasty Donair,Surrey,V3W 2P2,49.133938,-122.842573,55,1,Donairs,4.3,1
The Dirty Apron Delicatessen,Vancouver,V6B 2L3,49.2805632,-123.1091772,74,2,Cafes,4.5,1
Hangang Korean Restaurant,Coquitlam,V3K 3P5,49.24868041062316,-122.85874128895493,12,2,Korean,4.1,1
Red Robin Gourmet Burgers and Brews,Surrey,V3R 4G6,49.18838300274452,-122.80139260276438,116,2,Burgers,3.6,0
Garden Cafe at VanDusen Garden,Vancouver,V6M 4H1,49.2383826,-123.1281484,54,2,Cafes,3.1,0
Crispy Falafel,Coquitlam,V3K 6P9,49.2352018438231,-122.855761778291,25,2,Falafel,3.7,0
La Forêt,Burnaby,V5J 4B3,49.2212819390063,-122.995836958493,590,2,Coffee & Tea,3.7,0
Browns Socialhouse Panorama,Surrey,V3S 5K7,49.10397,-122.798523,56,2,Pubs,3.3,0
Jam Cafe on Beatty,Vancouver,V6B 2L3,49.2802586,-123.1096376,1573,2,Breakfast & Brunch,4.4,1
The Flying Pig - Yaletown,Vancouver,V6B 2S2,49.27501,-123.122,1436,2,Canadian (New),4.0,1
Cactus Club Cafe,Burnaby,V5C 3Y6,49.26671212,-123.01085799,176,2,Canadian (New),3.7,0
Crossroads Cafe,Vancouver,V6Z 1S4,49.28288,-123.12191,2,1,Cafes,4.5,1
Parker Place Aberdeen Meat & B.B.Q,Richmond,V6X 3V7,49.1819617,-123.1364551,186,2,Meat Shops,4.2,1
C Market Coffee,Coquitlam,V3K 6V9,49.2338639121429,-122.85304601602519,104,2,Coffee Roasteries,4.0,1
Sushi Mori,Surrey,V4A 2H9,49.0457580108793,-122.7973473,73,2,Japanese,3.4,0
Chopsticks On Pho,Surrey,V3S 0X9,49.1044634,-122.7986729,108,2,Vietnamese,3.8,0
The Taste of Africa,Surrey,V3T 2X6,49.196348,-122.845649,35,1,African,4.4,1
Red Dot Cafe,Richmond,V6V 2H7,49.1861496,-123.0807571,14,2,Cafes,3.7,0
Boston Pizza,Burnaby,V5H 4L7,49.2267071,-123.0039352,76,2,Pizza,2.5,0
No.1 Beef Noodle House,Burnaby,V5G 3H5,49.2425291,-123.004037333135,215,2,Taiwanese,3.4,0
Ole Ole Mexican Deli,New Westminster,V3M 4K4,49.21157,-122.93511,53,2,Mexican,3.5,0
Lunch Lady,Vancouver,V5L 3W9,49.27497,-123.06915,368,2,Vietnamese,4.2,1
Faubourg,Vancouver,V6M 1Z1,49.2344771,-123.1574179,206,2,Bakeries,3.5,0
Tendon Kohaku,Vancouver,V6Z 2S9,49.28107123873706,-123.12179426645872,216,2,Japanese,4.3,1
Pho Den,Burnaby,V5H 4J2,49.21985466539446,-122.970256331213,47,2,Vietnamese,3.9,0
Cafe Ami,Vancouver,V5Z,49.260803,-123.123994,10,1,Cafes,3.6,0
Nordel Sushi,Surrey,V3W 1P6,49.1609149,-122.8885017,69,2,Japanese,3.3,0
Afghan Chopan Restaurant,Richmond,V6X 3Y2,49.16996743188082,-123.13302061349333,72,2,Afghan,4.3,1
Super Stars Cafe,Richmond,V6X 4A8,49.179515426395476,-123.1350582,30,1,Cafes,3.1,0
Afghan Chopan Restaurant,Surrey,V3W 3A8,49.147471095003574,-122.86530131592922,113,2,Afghan,3.9,0
Sushi U,Burnaby,V5B 2Y1,49.2654624429451,-122.978147623681,67,2,Japanese,4.5,1
LA Grill & Bistro,Richmond,V7C 5J9,49.1536432938359,-123.158798217773,103,1,American,3.3,0
Prado Cafe,Vancouver,V6B 1G8,49.2818961,-123.1074141,96,2,Cafes,3.9,0
Harvest Community Foods,Vancouver,V6A 2B2,49.277781,-123.0980624,76,2,Grocery,3.6,0
Caveman Cafe,Vancouver,V6B 6N8,49.280802324947445,-123.10703500282291,313,2,Organic Stores,4.4,1
Amelia Restaurant,New Westminster,V3M 4J4,49.20876,-122.93227,22,1,American,4.3,1
Gyu-Kaku Japanese BBQ,Richmond,V6X 2A4,49.1774949,-123.1372648,155,2,Japanese,3.7,0
Malaysian Hut,Surrey,V3R 1V9,49.1989290068985,-122.814328819513,47,1,Malaysian,4.0,1
Cactus Club Cafe,Burnaby,V5H 4L7,49.22775581945971,-123.00329214418927,173,2,Cocktail Bars,3.9,0
Their There,Vancouver,V6J 1M9,49.2679649501648,-123.151158941154,161,2,Breakfast & Brunch,4.2,1
Great Canadian Casino Vancouver,Coquitlam,V3K 6W3,49.2276116,-122.8378131,48,1,Casinos,2.5,0
Fresh Sushi Roll,New Westminster,V3L 3C2,49.2133039,-122.9207809,11,1,Sushi Bars,2.8,0
Cuchillo,Vancouver,V6A 2Z1,49.283262611469,-123.098110155039,314,2,Latin American,4.2,1
Fresh Donair,Vancouver,V6Z 1L4,49.2792016361722,-123.12335201658,59,2,Donairs,4.7,1
Westcoast Poke,Richmond,V7A 1N6,49.13223459520562,-123.09558136751669,48,2,Hawaiian,3.9,0
Prabu Sweets,Surrey,V3W 4E1,49.13036,-122.86825,41,2,Desserts,3.9,0
The Dolar Shop - Station Square,Burnaby,V5H 0H5,49.2277884925998,-123.00316795158997,169,3,Hot Pot,4.3,1
España Restaurant,Vancouver,V6G 2M8,49.2880552,-123.1404114,269,2,Spanish,4.2,1
Skye Avenue Kitchen & Lounge,Surrey,V3T 0A3,49.1876994453086,-122.84848282640564,21,3,Canadian (New),4.1,1
To Live For Bakery,Vancouver,V6L 4T8,49.27121199258215,-123.0565958,65,2,Bakeries,4.6,1
Ki Cafe,Burnaby,V5J 4J2,49.2208272,-122.9884543,125,2,Desserts,3.9,0
Sushi Tree,Coquitlam,V3B 8A9,49.28064321231323,-122.79281080583213,42,1,Sushi Bars,4.4,1
Broyé Cafe & Bakery,Vancouver,V5W 3A4,49.22632,-123.09036,51,2,Bakeries,4.0,1
Seaport City Seafood Restaurant,Vancouver,V5Z 4M5,49.263921119674905,-123.115152,116,3,Dim Sum,4.2,1
Uno Beef Noodle,Richmond,V6X 2B2,49.193218109957115,-123.12980856746434,129,2,Noodles,4.4,1
Sushi Jin,Vancouver,V6Z 1A8,49.2795794102629,-123.123817518353,154,3,Japanese,4.6,1
Dynasty Seafood Restaurant,Vancouver,V5Z 4J7,49.2635999,-123.12138,375,2,Dim Sum,3.6,0
John 3:16 Malaysian Delights,Richmond,V6Y 2C4,49.1641317,-123.1362195,296,2,Malaysian,4.1,1
Birdies,Burnaby,V5C 6N4,49.2655537242762,-123.01959240000002,80,2,Salad,4.0,1
Finch's Market,Vancouver,V6A 1X8,49.2785699636665,-123.093410391164,47,2,Cafes,4.0,1
Miku,Vancouver,V6C 1S4,49.28691298612272,-123.11304877258942,2600,3,Japanese,4.4,1
Mango Mama Cafe,Richmond,V6X 3L7,49.18257822582507,-123.1341600423283,78,2,Desserts,2.1,0
Paradise Donair and Coffee Mania,New Westminster,V3M 4J9,49.2102203,-122.9331284,37,1,Cafes,3.4,0
Silver Tower Cafe Restaurant,Richmond,V6X 3L4,49.1781781,-123.1291034,131,1,Hong Kong Style Cafe,3.3,0
Park Crest Diner,Burnaby,V5B 2Y1,49.26536,-122.97789,35,1,Cafes,3.8,0
Boston Pizza,New Westminster,V3M 1C4,49.200572324849,-122.918331664376,51,2,Pizza,2.3,0
Apna Chaat House,Surrey,V3W 3N1,49.138979,-122.889138,155,2,Indian,3.7,0
Atlas Steak + Fish,Burnaby,V5G 1C7,49.256747,-123.006931,189,3,Steakhouses,4.0,1
Nagano Japanese Restaurant,Coquitlam,V3B 2P5,49.2819484741704,-122.799879881647,148,2,Japanese,3.6,0
Mr Shawarma,Vancouver,V6E 1B2,49.28526,-123.12075,227,1,Middle Eastern,4.4,1
La La Island,Vancouver,V6K 4N3,49.26435443750349,-123.171443449561,12,2,Bakeries,4.6,1
Neptune Palace Seafood Restaurant,Surrey,V3T 2W1,49.18693877584426,-122.8461404527314,122,2,Dim Sum,3.1,0
Stefanos Restaurant,New Westminster,V3L 1A7,49.2054199,-122.90424,105,2,Greek,3.0,0
Pho Super Bowl,Coquitlam,V3J 3X4,49.261720508586464,-122.89092417221093,49,2,Vietnamese,4.2,1
The Meat Up,Burnaby,V5H 2E6,49.2254546362785,-122.98992646931154,62,3,Barbeque,4.1,1
Hart House Restaurant,Burnaby,V5E 4H3,49.23804,-122.96671,154,3,Seafood,3.6,0
Sahota's Live Grill,Surrey,V3W 3N1,49.1399565,-122.88953034710507,29,2,Indian,3.0,0
Bacchus Restaurant & Lounge,Vancouver,V6Z 1T9,49.28229823003116,-123.12255606127431,231,3,Lounges,4.1,1
Denji Sushi,Surrey,V4N 3G6,49.1266,-122.70143,59,2,Sushi Bars,4.0,1
A&W,Surrey,V3W 2M1,49.1343815,-122.88677929,49,1,Fast Food,4.6,1
Samsoonie Noodle & Rice,Richmond,V6X 1A7,49.1707688466573,-123.133460687081,146,2,Korean,3.8,0
Leaf Tea,Surrey,V4A 4N2,49.031406,-122.800901,27,2,Cafes,4.4,1
X-Site Grill & Bistro,Burnaby,V5C 2K6,49.2811349,-122.9993576,173,1,Bars,3.8,0
Scarlet Tapas Lounge,Vancouver,V6Z 1M4,49.2768837,-123.126335,6,2,Cafes,2.2,0
Pakwan,Surrey,V3W 2V7,49.1406884,-122.8611251,10,2,Indian,4.1,1
Chettinad Dosa Palace,Burnaby,V5E 3N1,49.23933,-122.96364,83,2,Indian,3.2,0
Anatolia's Gate Restaurant,Burnaby,V5E 1E7,49.2183151,-122.9579254,155,2,Halal,3.8,0
Milestones,Coquitlam,V3E 1K9,49.2784,-122.80925,93,2,Canadian (New),3.2,0
La Belle Patate,Vancouver,V6E 1N4,49.2820547306569,-123.133442922354,610,2,Poutineries,4.2,1
Pizza Garden,Burnaby,V5H 2Y8,49.2252262,-123.0037541,44,2,Pizza,4.0,1
Fung May,Burnaby,V5H 2A9,49.2288939318384,-123.004783375498,30,1,Chinese,3.4,0
Browns Socialhouse Semiahmoo,Surrey,V4A 4N3,49.03143295501853,-122.80147612331338,40,2,Canadian (New),3.1,0
Angus T Bakery,Vancouver,V5S 0C2,49.20539421938929,-123.03085358154756,5,2,Bakeries,4.2,1
Thierry - Mount Pleasant,Vancouver,V5T 4V1,49.262040137647766,-123.09941897473132,55,2,Desserts,4.0,1
Bread Garden Urban Cafe,Richmond,V7B 1M8,49.1945454,-123.1747399,3,1,Cafes,3.0,0
Galiano Cafe,Richmond,V7B 1B8,49.1806507736516,-123.170255156663,4,2,Airport Lounges,3.3,0
Kook Korean BBQ,Vancouver,V5M 4N9,49.26894,-123.04565,212,3,Korean,4.2,1
Kozak Ukrainian Restaurant,Vancouver,V6C 3N8,49.28266968028282,-123.1045676752585,112,2,Ukrainian,4.6,1
Ramengers Feat. Smoking pig,Coquitlam,V3K 1E7,49.2386215122336,-122.86375656724,129,2,Korean,3.9,0
Shoestring Cafe,Richmond,V6V 2L3,49.17987407755384,-123.0695583361763,116,2,French,4.6,1
Mount Everest Kitchen & Grill,Vancouver,V6B 3J5,49.28343057225757,-123.1142148824853,113,2,Indian,4.6,1
Seoul Grill House,Surrey,V3R 7V4,49.18662844935571,-122.80218576441264,142,2,Korean,3.4,0
Chef Tony,Richmond,V6X 2C2,49.1805103,-123.1363684,372,2,Dim Sum,3.7,0
Kaffina Coffee,Surrey,V4P 0E5,49.056098987177705,-122.80476269500356,47,2,Cafes,4.3,1
Old Xian's Food,Richmond,V6X 3Z9,49.1852876,-123.1290331,57,2,Chinese,3.8,0
Le Marché St. George,Vancouver,V5V 4A3,49.2456344,-123.0941734,197,2,Cafes,4.1,1
Earls Kitchen + Bar,Burnaby,V5H 0H5,49.2279486,-123.0027748,131,2,Canadian (New),3.9,0
Excellent Tofu & Snacks,Richmond,V6X 3L7,49.18257600567325,-123.13418552693622,242,1,Desserts,4.2,1
Texx Big Burger,Surrey,V3T 4H4,49.189932,-122.841323,132,2,Burgers,4.1,1
Double East Cuisine,Richmond,V6X 2C2,49.183023,-123.135604,20,2,Seafood,2.8,0
Perfecto Cafe,Vancouver,V6B 2G6,49.276804,-123.125213,32,2,Cafes,4.1,1
International Food Fair,Vancouver,V6C 3B6,49.28533,-123.11718,12,2,Fast Food,3.8,0
Twinkle Cube Cafe,Richmond,V6X,49.1824873073973,-123.133310191333,16,1,Cafes,3.1,0
Freshslice Pizza,Richmond,V6Y 4E2,49.16855,-123.13571927116394,10,1,Pizza,3.8,0
Crackle Creme,Vancouver,V6A 2B2,49.27776,-123.0981399,300,1,Desserts,4.3,1
Round Table Pizza,Richmond,V6Y 2N6,49.15502603363286,-123.12585702070231,62,2,Pizza,3.0,0
ARC Restaurant,Vancouver,V6C 3L5,49.28733537787621,-123.11385049155078,225,3,Canadian (New),4.0,1
Hainan Kitchen,Richmond,V6Y 3X9,49.1553651,-123.1238682,52,2,Singaporean,3.3,0
Royal Tandoori Indian Restaurant,New Westminster,V3L 2Z8,49.20512,-122.90983,107,2,Indian,3.7,0
Waves Coffee House,Richmond,V6X 2E3,49.17090010978671,-123.13681390292656,36,1,Coffee & Tea,3.1,0
Cactus Club Cafe,Surrey,V4P 0A2,49.0604907475,-122.804682831,102,2,Canadian (New),4.0,1
Golden Pita Lebanese Restaurant,Burnaby,V3J 1M2,49.2531819933441,-122.897602039217,81,1,Mediterranean,4.2,1
Zaaki Cuisine,New Westminster,V3L 1V3,49.2131145,-122.9200483,71,1,Donairs,4.6,1
Talay Thai Restaurant,Vancouver,V6P 4Z8,49.210809,-123.140764,105,2,Thai,3.9,0
Straight Outta Brooklyn NYC Pizzeria,Vancouver,V6B 2B2,49.2791165,-123.1166227,262,1,Pizza,4.1,1
Cactus Club Cafe,Burnaby,V5J 0A2,49.2020089718037,-122.981729507446,174,2,Canadian (New),3.7,0
Kulinarya,Vancouver,V5L 3X2,49.2744901,-123.0693269,85,2,Filipino,4.0,1
Ricky's Café,Burnaby,V5C 5Y1,49.265735924672,-123.00574472331364,35,2,Desserts,3.5,0
Aquarium Cafe,Vancouver,V6G 3E2,49.3012428,-123.1294403,7,1,Cafes,3.9,0
El Inka Latin Deli,Burnaby,V5G,49.24941,-123.01912,64,2,Peruvian,4.4,1
Din Tai Fung 鼎泰豐,Vancouver,V6E 1A5,49.28562,-123.124798,356,3,Dim Sum,4.4,1
Fantastico Pizza 2001,Vancouver,V6B 1V5,49.284057261538024,-123.1136320546639,63,1,Pizza,4.1,1
MR MIKES,Coquitlam,V3B 6J6,49.27726890000161,-122.79442574110845,95,2,Steakhouses,3.3,0
Chào Mámi,Burnaby,V5C 2J3,49.2808832078838,-123.014717570458,213,2,Vietnamese,4.0,1
Canffle,Vancouver,V5R 5L9,49.2322894,-123.0268249,76,2,Waffles,4.2,1
Spice World Hotpot Restaurant,Richmond,V6X 4B3,49.1778510035881,-123.12732142157,25,2,Hot Pot,3.8,0
Nemesis Coffee,Vancouver,V6B 2N4,49.28281595985871,-123.11027107703038,421,2,Cafes,4.4,1
Cup Full Dessert Cafe,Coquitlam,V3B 8A9,49.28083,-122.79272,27,1,Desserts,3.7,0
El Santo,New Westminster,V3M 1A9,49.2022405,-122.9093807,282,2,Mexican,3.7,0
Tenen,Burnaby,V5J 4J8,49.21549,-122.98895,88,2,Barbeque,4.2,1
Hanwoori Korean Restaurant,Burnaby,V5J 1G2,49.22153,-122.9806,139,2,Korean,3.4,0
Manoush'eh,Vancouver,V6B 2G5,49.276653,-123.125728,275,1,Lebanese,4.8,1
Vesta Grill,Coquitlam,V3B 4S4,49.2774881,-122.7930624,22,2,Barbeque,4.3,1
Oceans 999,Vancouver,V6C 3B5,49.2881297,-123.1148699,48,3,Canadian (New),3.5,0
Kin Thai Kitchen & Bar,Surrey,V3S 0M6,49.0466759494366,-122.77521704598,49,2,Thai,3.5,0
The Fish Counter,Vancouver,V5V 3P2,49.250774041930285,-123.1012792,394,2,Fish & Chips,4.4,1
Frankie's Jazz Club,Vancouver,V6B 2M1,49.2781593,-123.11342570644008,65,2,Italian,3.9,0
Great Dane Coffee,Vancouver,V6T 0B4,49.2700488028238,-123.250755445288,74,1,Cafes,4.2,1
Sooda Korean BBQ,Burnaby,V5C 3Z6,49.2680924,-123.0003773,152,2,Korean,4.1,1
Sweet Memory,Richmond,V6X 1E4,49.1795389,-123.1348249,107,2,Desserts,4.2,1
Angelina's,New Westminster,V3M 6B9,49.200022,-122.91173,403,2,Breakfast & Brunch,3.9,0
Neptune Wonton Noodle,Surrey,V3T 2W1,49.186577418518404,-122.84743837116434,24,2,Noodles,3.3,0
Cafe & Life Co,Richmond,V6Y 0L3,49.16367265363718,-123.13465985287418,20,2,Breakfast & Brunch,4.3,1
Cactus Club Cafe,Coquitlam,V3K 4X8,49.23306607674114,-122.85075084472223,191,2,Canadian (New),4.0,1
Chada Thai Fine Cuisine,Coquitlam,V3B 6J6,49.27777943404405,-122.794719444731,129,2,Thai,3.5,0
The Acorn,Vancouver,V5V 3P5,49.24958,-123.10143,506,2,Vegan,3.9,0
Fable Diner,Vancouver,V5T 1W1,49.2630749,-123.1019822,359,2,Diners,3.9,0
Moodswing Coffee And Bar,New Westminster,V3M 1A2,49.2022517,-122.9085935,106,2,Coffee & Tea,4.0,1
Bánh Mì Très Bon - Richmond,Richmond,V6X 0M6,49.177852,-123.120688,365,2,Vietnamese,3.8,0
Indian Wok,Burnaby,V5H 2G1,49.2248408,-122.9884673,99,2,Hakka,4.2,1
Sushi Yen,New Westminster,V3L 2Z1,49.2038975160565,-122.908591367304,25,1,Sushi Bars,3.8,0
Burnaby Mountain Clubhouse,Burnaby,V5A 4M8,49.265138,-122.943048,62,2,Lounges,4.1,1
Showcase Restaurant & Bar,Vancouver,V6E 4R5,49.2879858,-123.1204414,145,2,Seafood,4.1,1
Uncle Lu,Richmond,V6X 1J8,49.18570262126169,-123.12860998281006,59,2,Taiwanese,3.1,0
Homer St. Cafe and Bar,Vancouver,V6B 2W5,49.27842589023651,-123.11812388962129,404,2,Canadian (New),3.8,0
The Gray Olive Cafeteria,Burnaby,V5C 2J4,49.2807699,-123.01164,246,2,Breakfast & Brunch,4.1,1
Liberty Kitchen,Surrey,V3Z 0R5,49.0452889438938,-122.778361737728,40,2,Comfort Food,3.9,0
Five Sails Restaurant,Vancouver,V6C 3E1,49.2880313351364,-123.113292160758,245,4,French,4.4,1
Golden Samosa Bakery,Surrey,V3W 1W1,49.162635078126854,-122.88879025997797,31,1,Indian,4.1,1
CHAU Veggie Express,Vancouver,V6H 3S2,49.2726237,-123.1356235,41,2,Vietnamese,4.2,1
Sing Yee Chinese Restaurant,Richmond,V6X 3Z9,49.1849605,-123.1282953,35,2,Seafood,3.5,0
Shanghai Dimsum House,Burnaby,V5H 4V2,49.2294464,-123.0044077,160,2,Dim Sum,4.0,1
Ask For Luigi,Vancouver,V6A 1C4,49.2844485,-123.0976786,591,2,Italian,4.1,1
The 515 bar,Vancouver,V6B 3H6,49.283842,-123.1144244,21,2,Beer Bar,4.7,1
Saffron Indian Cuisine,Burnaby,V5H 1Z8,49.2311623,-123.0085405,263,2,Indian,3.8,0
Butter Baked Goods & Cafe,Vancouver,V6N 1G8,49.24213957138887,-123.1704097,108,2,Cafes,3.4,0
Sushi California - Surrey,Surrey,V3R 7P6,49.1893963,-122.7993351,144,2,Japanese,3.9,0
Khob Khun Thai Cuisine,Coquitlam,V3K 3P4,49.249218,-122.858859,134,2,Thai,4.3,1
Pizza One,Coquitlam,V3J 3R3,49.262742,-122.838984,19,2,Pizza,3.3,0
Sushi Farm,New Westminster,V3M 3S3,49.2118195905541,-122.924703396857,14,2,Japanese,4.1,1
Gordon Ramsay Steak,Richmond,V6X 3P8,49.19709365861781,-123.12741703210153,55,4,Steakhouses,3.7,0
