store_name,city,latitude,longitude,target_rating,target_is_successful,median_income,pop_density_sqkm,pct_age_20_39
Nīzu Cafe,Vancouver,49.28529078349641,-123.11634502209048,4.1,1,47255.0,15754.82,50.77
Wren Cafe,Vancouver,49.2763871,-123.1188171,4.3,1,51645.83,21151.02,48.57
Propaganda Coffee,Vancouver,49.2804927884879,-123.09908829727,4.0,1,38806.25,9252.92,42.34
Mah Milk Bar,Vancouver,49.271091,-123.065523,4.4,1,45038.1,7151.59,35.54
C Market Coffee,Vancouver,49.23830235993891,-123.1019412,3.7,0,43366.67,3852.36,31.0
Artigiano- Cambie,Vancouver,49.26423028055726,-123.11449449509382,4.3,1,55974.07,9542.23,42.62
Waffleland Cafe,Vancouver,49.2834917,-123.1050237,4.1,1,40148.15,10727.83,45.68
Thierry - Mount Pleasant,Vancouver,49.262040137647766,-123.09941897473132,4.0,1,51134.21,8607.22,46.31
JJ's Fine Dining,Vancouver,49.2813,-123.11124,4.5,1,48109.09,13371.47,50.82
LOT185 Cafe + Wine Bar,Vancouver,49.28971,-123.11607,4.5,1,45220.0,9636.86,44.98
Sneaky Pete's Pool Cafe,Vancouver,49.280892171875216,-123.07399213314056,4.5,1,43440.0,4497.5,37.97
93 Coffee,Vancouver,49.28853156299956,-123.1392191,4.2,1,45413.33,25153.23,43.96
Hello Kitty Cafe,Vancouver,49.28660343734038,-123.1281965598464,3.8,0,45256.34,21628.92,46.99
Legato Tea and Coffee,Vancouver,49.234794,-123.1595431,4.3,1,41843.48,4513.72,24.43
The Belgian Chocolate Cafe,Vancouver,49.27486,-123.112955,3.8,0,52597.5,20168.86,48.82
Matchstick Coffee,Vancouver,49.257302653286,-123.090361582581,3.9,0,46328.57,9001.95,42.61
Prado Cafe,Vancouver,49.2818961,-123.1074141,3.9,0,42937.5,12267.04,47.81
Rocanini Coffee Roasters,Vancouver,49.27719779103568,-123.11522535767266,4.2,1,51655.56,20846.63,50.26
Ele Cafe,Vancouver,49.263563,-123.124043,4.3,1,55141.03,10809.15,38.93
Lumine Coffee,Vancouver,49.26821520893845,-123.1496446218722,4.3,1,55180.43,9403.09,41.67
C41 Coffee,Vancouver,49.2682375,-123.1708713,4.7,1,52511.11,7806.01,38.77
Knight Street Cafe,Vancouver,49.2496779,-123.07631192270182,4.3,1,40810.0,7256.51,34.28
Social Crust,Vancouver,49.2826504,-123.1114627,4.6,1,47712.5,12542.43,51.69
Breka Bakery and Cafe,Vancouver,49.2914,-123.13592,3.9,0,45418.87,26560.89,43.04
Elysian Coffee Broadway,Vancouver,49.263083,-123.117317,4.0,1,56474.19,8686.31,38.34
Cafe Lokal,Vancouver,49.2683300473659,-123.16486839205,4.4,1,53602.5,9428.5,41.72
Continental Coffee House,Vancouver,49.2472882191904,-123.101281828922,4.0,1,48990.62,6065.56,31.94
Honolulu Coffee,Vancouver,49.2344233,-123.154854,3.9,0,42226.09,4148.81,24.29
Cafe Algarve,Vancouver,49.2597049,-123.0700568,3.8,0,44087.18,6894.88,39.0
JOY Cafe,Vancouver,49.2098293,-123.1182943,3.5,0,35190.48,4255.0,38.44
Ellipsis,Vancouver,49.269369644600665,-123.1401449,3.5,0,55294.74,9085.86,38.11
Pallet Coffee Roasters,Vancouver,49.28691488337768,-123.1223509,5.0,1,45223.53,17323.34,47.68
Wicked Cafe,Vancouver,49.26544874408263,-123.135842,3.8,0,54719.51,10589.63,40.54
Mink - A Chocolate Café,Vancouver,49.2864696,-123.1156543,3.6,0,46700.0,14218.14,50.58
Cafe Algan,Vancouver,49.21776115384755,-123.1184714888478,4.7,1,35568.42,4558.62,34.16
Charisma Cafe & Dessert House,Vancouver,49.27998259460614,-123.1087145,3.9,0,45367.57,13394.77,47.65
Livni Café & Bakery,Vancouver,49.2640185,-123.1557477,4.8,1,53075.0,10332.53,41.45
Breka Bakery & Café,Vancouver,49.24383730986246,-123.10114614665508,3.9,0,47051.85,4312.25,30.54
Peaked Pies,Vancouver,49.263195928516275,-123.12079366441708,4.0,1,56488.24,8450.08,39.11
Mitchie Matcha,Vancouver,49.2462951,-123.1015338,3.9,0,49355.17,5981.59,31.91
Chau Cafe,Vancouver,49.2385534,-123.0652551,4.4,1,33442.42,7554.04,32.82
Matcha Corner,Vancouver,49.25241038000087,-123.08104379663044,3.7,0,42570.0,7399.28,35.88
Yaletown Gelato,Vancouver,49.27492,-123.12321,4.1,1,51157.69,20357.6,46.5
The Lion's Den Cafe,Vancouver,49.257273,-123.089984,3.8,0,46181.63,8943.99,42.35
Feast & Fallow,Vancouver,49.233715,-123.112521,4.2,1,38220.0,4023.73,33.76
Railtown Cafe,Vancouver,49.2850022,-123.0955516,4.1,1,34113.04,7189.79,35.21
AM Cafe,Vancouver,49.26214,-123.09476,4.6,1,48030.0,8213.59,47.28
Deville Coffee,Vancouver,49.2853546768392,-123.11246584304324,3.9,0,47370.37,12348.73,51.35
Foglifter Coffee Roasters,Vancouver,49.2531365,-123.1007951,3.8,0,50306.98,7714.65,38.11
Cloud & Shine Cafe,Vancouver,49.2637371,-123.1574019,4.8,1,52243.14,9610.01,41.14
Amberdo Cafe,Vancouver,49.26815163219932,-123.16559608218212,4.4,1,53417.95,9207.72,41.37
Aidan’s Coffee And Food,Vancouver,49.26384116132019,-123.1222828,4.0,1,55740.0,10668.37,39.17
Comma Cafe,Vancouver,49.256915,-123.126921,4.4,1,53627.03,8256.2,41.1
Stega Eatery,Vancouver,49.28369,-123.10914,4.5,1,44600.0,11001.1,50.4
Aidan's,Vancouver,49.28776,-123.11833,4.1,1,46348.39,14620.07,48.49
Sula Cafe,Vancouver,49.26617077297887,-123.0992835,4.4,1,51780.77,8691.27,50.46
Japanese Bistro Kamome,Vancouver,49.2371553,-123.0327306,3.9,0,35156.52,9446.47,36.7
Aphrodite's Organic  Pie Shop,Vancouver,49.2684732,-123.1834864,3.3,0,49950.0,5598.9,35.79
The Garden Strathcona,Vancouver,49.28076,-123.08563,4.7,1,33600.0,4230.74,31.81
CHAU Veggie Express,Vancouver,49.2726237,-123.1356235,4.2,1,53797.62,13319.17,41.38
Off the Tracks Espresso Bar and Bistro,Vancouver,49.2704079,-123.1340809,3.7,0,53758.97,12660.0,40.12
Creme de la Crumb Bakeshop & Catering,Vancouver,49.2738565,-123.0775108,3.3,0,43614.81,5094.65,36.22
The Narcissus,Vancouver,49.28423,-123.06998,4.3,1,42876.19,4827.1,42.81
La La Island,Vancouver,49.26435443750349,-123.171443449561,4.6,1,49588.24,6490.37,36.63
Sciué Italian Bakery Caffé,Vancouver,49.28691,-123.1224397,3.1,0,45223.53,17323.34,47.68
49th Parallel Coffee,Vancouver,49.2591330651218,-123.10088478104,4.1,1,51388.1,8164.82,45.11
Elaichi Chai,Vancouver,49.22763434326447,-123.0909828,4.6,1,35680.0,6708.27,32.1
Provisions Kitsilano,Vancouver,49.268062,-123.157371,4.0,1,53936.96,10192.59,41.99
Gigi Blin,Vancouver,49.20844,-123.13811,4.4,1,36592.59,4908.38,31.45
Amberdo Cafe,Vancouver,49.28265,-123.13193,4.8,1,45922.62,24828.72,48.29
Cafe Marie,Vancouver,49.282039,-123.113726,4.6,1,48450.0,13929.61,50.19
Flamingo Cafe,Vancouver,49.279491,-123.123094,4.9,1,48877.14,23249.57,48.36
Wicked Cafe & Bakery,Vancouver,49.258148357899415,-123.18436469882728,4.3,1,43896.3,5032.93,28.52
Giovane Caffè,Vancouver,49.28072628962966,-123.1156954,3.8,0,48682.98,17257.65,50.06
D'oro Gelato e Caffè,Vancouver,49.2861418,-123.1274473,4.1,1,45221.92,22052.17,47.42
East Cafe,Vancouver,49.2812767,-123.0563278,4.3,1,41557.89,6837.83,35.47
Prospect Point,Vancouver,49.3128081868922,-123.142869863626,3.5,0,,,
Guffo Cafe,Vancouver,49.27807236813407,-123.1144042533513,4.3,1,50953.33,20066.65,50.62
My Island Café,Vancouver,49.27031,-123.13626,4.7,1,54410.0,11796.38,40.91
Commercial Street Cafe,Vancouver,49.2526261,-123.0681265,3.5,0,39945.45,6613.93,36.01
Finch's Market,Vancouver,49.2785699636665,-123.093410391164,4.0,1,35550.0,6360.24,34.6
Harvest Community Foods,Vancouver,49.277781,-123.0980624,3.6,0,38103.45,9891.2,41.78
TV Dinner Market & Café,Vancouver,49.2687123,-123.1451282,4.8,1,54454.55,9208.11,41.8
Holts Café - Vancouver,Vancouver,49.2839108,-123.1165955,3.6,0,47888.89,16170.81,50.47
Tastes On Tenth,Vancouver,49.2618164,-123.1180584,4.0,1,56305.71,8401.11,38.16
Élysées,Vancouver,49.22885,-123.116879,4.1,1,36266.67,4063.42,32.58
Ciclo Espresso & Cocteles,Vancouver,49.2809421846657,-123.11498706471671,4.5,1,49002.13,15022.03,50.04
Faubourg,Vancouver,49.2830902204043,-123.121585475241,3.4,0,46814.06,20110.23,51.28
TurF,Vancouver,49.2682200041763,-123.151621297002,3.8,0,55439.58,9783.32,41.05
Loafe Cafe,Vancouver,49.2660042,-123.2492292,3.7,0,34940.0,3031.61,39.31
Trees Organic Coffee,Vancouver,49.2848880197924,-123.114343569975,3.6,0,47606.06,13979.53,51.02
Broyé Cafe & Bakery,Vancouver,49.22632,-123.09036,4.0,1,35315.15,6713.46,32.08
Oidé Coffee,Vancouver,49.2695665,-123.14023192883664,4.2,1,55384.62,9140.79,38.38
Railtown Cafe,Vancouver,49.2800358888925,-123.123520255129,3.0,0,48736.11,23425.71,48.51
Forecast Coffee,Vancouver,49.25859804273446,-123.10083769261838,3.4,0,51260.0,8086.88,44.44
Railtown Cafe,Vancouver,49.2852667967034,-123.114296054582,3.6,0,48234.48,13074.38,51.66
The Paper Crane,Vancouver,49.2626112,-123.0922038,4.0,1,46592.11,7801.87,46.88
Market Veranda,Vancouver,49.28939289664475,-123.13270285767328,4.0,1,45532.31,22492.52,43.62
Hiel Cafe,Burnaby,49.2190187,-122.92795,4.3,1,38866.67,5978.42,25.91
S2 Cafe House,Vancouver,49.2807503,-123.0853195,3.8,0,33600.0,4230.74,31.81
Olivier’s Cafe,Vancouver,49.282016354956944,-123.12312188381296,3.8,0,47196.05,21375.74,49.52
Eden Cafe,Vancouver,49.2812949,-123.0904826,4.3,1,33991.3,5184.18,32.54
Oriole Cafe,Vancouver,49.2040408407995,-123.13420927686,4.4,1,36622.22,6087.65,34.47
Matchstick Café,Vancouver,49.28318,-123.13494,3.7,0,45354.43,25183.99,47.22
Great Dane Coffee,Vancouver,49.2700488028238,-123.250755445288,4.2,1,31440.0,2199.77,41.7
The Corner Store Cafe,Vancouver,49.26953,-123.13896,4.0,1,56047.06,9298.15,37.43
Faubourg,Vancouver,49.2344771,-123.1574179,3.5,0,41700.0,4110.37,24.06
Agora Cafe,Vancouver,49.28573972263773,-123.12224768834332,4.2,1,45842.11,18080.44,49.22
Il Mondo Caffe,Vancouver,49.26798192279789,-123.0693353,3.9,0,44457.89,7084.76,37.66
Faubourg,Vancouver,49.27454566704508,-123.12247809022664,3.4,0,51596.0,20764.12,47.01
Sooyo Cafe,Vancouver,49.2755254,-123.03652636706828,4.4,1,35933.33,5437.25,29.03
Be Fresh Local Market,Vancouver,49.2706288656713,-123.1479684636,3.5,0,55017.5,8686.78,41.17
Toña Bakery & Café,Vancouver,49.24785726737812,-123.18550822883616,4.8,1,43373.91,3704.35,23.11
Cafe Ami,Vancouver,49.260803,-123.123994,3.6,0,53817.95,9712.11,40.89
Tru Cafe,Vancouver,49.26950704325791,-123.13869,3.8,0,55942.86,9414.64,38.07
El Cafecito,Vancouver,49.271632,-123.134929,4.0,1,53341.46,13198.94,40.87
KITS Eyecare,Vancouver,49.27241,-123.15464,3.7,0,54574.29,9397.58,43.15
Taf's Café,Vancouver,49.2810768,-123.1202897,2.4,0,47913.24,19614.69,50.19
Wick's Café,Vancouver,49.20407,-123.13521,4.0,1,36622.22,6087.65,34.47
Waves Coffee House,Vancouver,49.263615784527,-123.128756644037,3.3,0,54489.74,10911.86,40.42
AT Cafe,Vancouver,49.20790022032179,-123.14030170440672,4.9,1,36472.73,5716.9,31.13
Yar Cafe,Vancouver,49.26333512440653,-123.129898,4.6,1,54507.5,10940.23,40.47
B&K Bakery & Cafe,Vancouver,49.263643,-123.118152,0.0,0,56961.76,8145.91,37.5
Cathy's Cafe,Vancouver,49.235056444677504,-123.1615736517406,4.5,1,41784.62,4434.81,24.53
Aperture Coffee Bar,Vancouver,49.248561,-123.1008891,3.3,0,49073.53,6282.15,33.3
Butter Baked Goods & Cafe,Vancouver,49.24213957138887,-123.1704097,3.4,0,41824.0,3566.22,23.26
Cafe Eggstatic,Vancouver,49.242612,-123.059285,4.7,1,33828.57,7227.76,34.05
Homeslice Cafe & Bakery,Vancouver,49.23799,-123.155624,4.5,1,41391.3,4465.37,24.44
Day Plus Cafe & Bistro,Vancouver,49.2908403,-123.13416895950718,4.7,1,45147.54,24598.78,44.21
Velo Star Cafe,Vancouver,49.2571627,-123.1202562,3.5,0,55428.57,8809.67,39.43
Ciclo Espresso- Coal Harbour,Vancouver,49.287774688966984,-123.117245,4.7,1,46180.65,12293.88,48.33
Doughgirls,Vancouver,49.254644,-123.235875,4.2,1,36646.15,4896.14,36.35
Swiss Coffee Cup Cafe,Vancouver,49.2853124,-123.1120535,4.5,1,46940.74,11889.84,50.93
Jack’s Spot,Vancouver,49.230027988596106,-123.0257748648885,4.1,1,36412.12,7252.33,36.54
The Little Coffee House,Vancouver,49.20993,-123.10956,5.0,1,35000.0,4213.65,40.21
Garden Cafe at VanDusen Garden,Vancouver,49.2383826,-123.1281484,3.1,0,41246.15,2852.86,29.98
Laughing Bean Coffee Company,Vancouver,49.281419607212,-123.049625348003,3.5,0,40680.0,6474.1,34.5
Yuki Cafe Sushi & More,Vancouver,49.232021,-123.026155,4.8,1,35935.14,7452.38,36.55
Crossroads Cafe,Vancouver,49.28288,-123.12191,4.5,1,46825.76,20316.14,50.94
Second Cup,Vancouver,49.2450981314324,-123.12436663912466,3.0,0,49125.0,3076.33,32.8
Unscripted Coffee,Vancouver,49.285041,-123.114865,5.0,1,48200.0,15002.48,51.01
Angus T Bakery,Vancouver,49.20539421938929,-123.03085358154756,4.2,1,45400.0,4401.3,37.09
La Cuisson Cafe,Vancouver,49.2344325,-123.1535583,3.4,0,42052.17,4471.03,24.88
The Bee’s Knees,Vancouver,49.2880706676331,-123.12142680015012,4.0,1,45627.91,16204.37,48.04
Art Bite Cafe,Vancouver,49.28996,-123.12805,5.0,1,44981.82,23221.63,44.56
Aquarium Cafe,Vancouver,49.3012428,-123.1294403,3.9,0,47600.0,281.8,35.75
Cafe Episode,Vancouver,49.25860001208422,-123.04467625916004,4.1,1,33792.0,4920.7,30.51
Roundel Cafe,Vancouver,49.28129402513607,-123.055357,3.5,0,42000.0,6562.69,35.54
Octave Cafe,Vancouver,49.2743472,-123.1262105,4.0,1,51226.92,22515.29,45.33
Milk & Sugar BBQ Bar,Vancouver,49.2382463072985,-123.032146990299,3.2,0,35293.62,9271.87,36.62
Liquids And Solids,Vancouver,49.28135,-123.08461,3.6,0,33389.47,3939.03,31.09
Pampanga's Best Cafeteria,Vancouver,49.2468726732466,-123.090463243425,3.4,0,44475.68,6695.8,31.14
Deville Coffee,Vancouver,49.2853396,-123.1242487,3.4,0,45381.82,19308.48,49.28
Cafe Ami,Vancouver,49.2836799,-123.11965,4.0,1,47072.22,19142.01,51.6
Just Another,Vancouver,49.26664,-123.10773,4.0,1,54769.57,11491.92,46.73
Grandmama's Cafe,Vancouver,49.23504,-123.16162,3.1,0,41784.62,4434.81,24.53
Bistro Olé,Vancouver,49.28835,-123.12217,5.0,1,45109.09,16333.9,47.8
Honey Cafe,Vancouver,49.256019758392426,-123.08784984856638,4.0,1,45193.48,8489.45,41.03
Mon Paris Patisserie,Vancouver,49.269995,-123.106861,3.3,0,54819.05,12325.18,47.4
Sprouts,Vancouver,49.267585874444904,-123.25039128042668,4.4,1,30371.43,2411.22,43.21
River Road Cafe,Richmond,49.1967308,-123.0942652,3.8,0,37600.0,918.67,37.81
JJ Bean Coffee Roasters,Vancouver,49.2463493555895,-123.089983463287,3.7,0,44281.08,6628.97,30.97
Little Umbrella,Vancouver,49.263556,-123.205023,5.0,1,45952.94,3693.39,27.52
Prado Cafe,Vancouver,49.24616,-123.185233,4.0,1,43872.73,3582.16,22.63
Metro Coffee Bar & Billiards,Vancouver,49.2353253,-123.0381433,4.1,1,34881.82,9062.69,34.39
Mink Chocolates Factory and Cafe,Vancouver,49.2071160461357,-123.106154166162,4.0,1,34025.0,3455.07,44.02
VT's Cafe,Vancouver,49.262352,-123.09712,4.0,1,49382.5,7098.41,47.1
Timber Bistro and Books,Vancouver,49.26114,-123.04893,4.2,1,34992.59,4798.84,31.57
Nok Nok Cafe,Vancouver,49.280960519788586,-123.0525317,4.6,1,41018.18,6463.83,34.48
PAUL Le Cafe,Vancouver,49.28169759028251,-123.1176061,3.5,0,48118.18,17832.76,49.67
Yasser’s Cafe,Burnaby,49.249928600037144,-123.01896657748732,4.7,1,37600.0,3123.19,28.27
Cafe & Life Co,Richmond,49.16367265363718,-123.13465985287418,4.3,1,32012.12,12091.87,29.0
Ki Cafe,Burnaby,49.2208272,-122.9884543,3.9,0,34466.67,6205.02,40.29
Sciué Italian Bakery Caffé,Vancouver,49.28378,-123.1195,2.8,0,46730.77,18670.74,51.33
Waves Coffee House,Vancouver,49.28061734280294,-123.12252486101922,2.8,0,48447.22,23940.8,48.4
Cilantro Cafe,Vancouver,49.28116,-123.12157,5.0,1,47710.0,21279.7,49.29
Blaze Cafe,Vancouver,49.26086,-123.11629,0.0,0,55462.86,8096.84,38.4
CHOCHO Hot Pot,Burnaby,49.2313,-123.00683,4.5,1,34339.39,8301.13,37.72
John 3:16 Malaysian Delights,Burnaby,49.22494698851795,-122.9900406,4.5,1,33391.67,7172.09,40.64
Saku,Burnaby,49.26543,-123.005428,4.5,1,43350.0,6948.55,48.74
Atlas Steak + Fish,Burnaby,49.256747,-123.006931,4.0,1,38457.14,1059.86,24.93
White Lotus Cafe,Burnaby,49.2656111504516,-122.97883607144,4.5,1,39566.67,3498.82,28.95
The Meat Up,Burnaby,49.2254546362785,-122.98992646931154,4.1,1,32742.86,7153.16,41.13
Wild Thyme,New Westminster,49.2092291,-122.932308,4.4,1,40412.5,6519.26,30.84
Safari Snack House And Grill,Burnaby,49.239118670642895,-122.96287338465577,3.9,0,44600.0,2071.61,28.33
22's Grill,Burnaby,49.2430980643898,-122.969388433881,4.4,1,37160.0,1767.4,25.5
Haidilao Hotpot Brentwood,Burnaby,49.267417,-123.00189,4.6,1,41685.71,6598.09,46.03
Takara Sushi,Burnaby,49.2545851,-123.0220016,4.4,1,38320.0,2574.45,28.44
Wild Flour Pizza,Burnaby,49.2584540319258,-122.955439905848,4.7,1,41927.27,2754.06,23.84
Shanghai Dimsum House,Burnaby,49.2294464,-123.0044077,4.0,1,33788.89,11655.46,39.43
Gokudo Shabu Shabu,Burnaby,49.230168460812294,-123.0038528105504,4.4,1,33788.89,11655.46,39.43
Green & Oak Malaysian Restaurant,Burnaby,49.28081,-123.02185,3.9,0,41555.56,4704.76,27.91
Korea Noodle House,Burnaby,49.229066,-123.004751,4.2,1,34248.65,8985.11,39.16
STEM Japanese Eatery,Burnaby,49.21497276456137,-122.98816101534425,4.2,1,36630.0,4651.66,35.77
Siam Le Bien,Burnaby,49.2813,-123.01068,4.3,1,40544.0,5347.52,26.59
Singapore Hawker,Burnaby,49.218768,-122.96447913871704,4.1,1,36728.0,7219.07,32.88
Burnaby Mountain Clubhouse,Burnaby,49.265138,-122.943048,4.1,1,40654.55,2766.8,23.87
Birdies,Burnaby,49.2655537242762,-123.01959240000002,4.0,1,35860.0,4277.68,40.35
Jovo the Butcher,Burnaby,49.22185,-122.94565,5.0,1,35620.69,6699.1,32.51
Masita Korean Cuisine,Burnaby,49.218978345984,-122.969008660356,3.9,0,37009.09,5862.87,33.77
Grand Chinese Restaurant,Burnaby,49.266893,-123.004262,4.0,1,42618.18,6874.09,46.95
OEB Breakfast,Burnaby,49.267442,-123.002595,4.1,1,41685.71,6598.09,46.03
Kokoro Tokyo Mazesoba,Burnaby,49.228287011321385,-123.00315331667662,4.0,1,33705.26,10982.18,39.28
Little Minh's,Burnaby,49.1990675,-122.9799962,4.3,1,42400.0,151.96,24.57
Riverway Clubhouse Restaurant,Burnaby,49.200617,-122.990237,3.5,0,41466.67,231.87,24.54
Sooda Korean BBQ,Burnaby,49.2680924,-123.0003773,4.1,1,41692.31,6649.43,46.58
The Dolar Shop - Station Square,Burnaby,49.2277884925998,-123.00316795158996,4.3,1,33473.68,10719.99,39.53
The Viet Noodle Guy,Burnaby,49.26721987665755,-123.00572763320037,4.1,1,42440.0,6719.06,47.4
Living Room Lounge,Burnaby,49.2551,-123.02032,4.5,1,38485.71,2455.2,28.49
Chao Shou Wang,Burnaby,49.2290734,-123.0048795,4.1,1,34248.65,8985.11,39.16
Cactus Club Cafe,Burnaby,49.22775581945971,-123.00329214418927,3.9,0,33473.68,10719.99,39.53
Horin Ramen,Burnaby,49.22901506843291,-123.00505047055158,4.5,1,34311.11,9118.39,39.18
Portobello Restaurant,Burnaby,49.280764,-123.013394,4.6,1,40571.43,5372.39,27.75
Trattoria by Italian Kitchen,Burnaby,49.23020501851105,-123.0039327,3.2,0,33788.89,11655.46,39.43
Burnt Orange,Burnaby,49.280836,-123.007658,4.5,1,39046.15,5128.25,26.86
JOEY Burnaby,Burnaby,49.2669122,-123.0066466,3.7,0,42440.0,6719.06,47.4
The Keg Steakhouse + Bar,Burnaby,49.2596278,-123.0019108,3.9,0,39933.33,2722.52,51.12
Claudio's,Burnaby,49.265511702879046,-123.00492429325408,3.8,0,43350.0,6948.55,48.74
Sushi Taku,Vancouver,49.23982721439047,-123.03001648836062,4.3,1,35595.35,9237.17,37.09
Chen,Burnaby,49.28086095595619,-123.0091730738817,4.1,1,39917.24,5180.7,26.93
Chad Thai,Burnaby,49.2809351,-123.0160318,4.1,1,41379.31,5298.89,27.68
Blue Coast,Vancouver,49.23466,-123.0246,4.5,1,36373.68,7374.77,36.52
SOCRATES in the Heights,Burnaby,49.2811430405355,-122.998363226652,4.5,1,38950.0,4311.55,27.52
La Forêt - Royal Oak,Burnaby,49.2203,-122.98637,4.3,1,34513.04,5981.72,39.49
NamPo,Burnaby,49.22620549734934,-122.9917955,4.4,1,32180.95,9216.81,41.76
Chettinad Dosa Palace,Burnaby,49.23933,-122.96364,3.2,0,44600.0,2071.61,28.33
Kokoro Tokyo Mazesoba,Burnaby,49.26695219266848,-123.00631798803806,4.3,1,42440.0,6719.06,47.4
Big Way Hot Pot,Burnaby,49.2310987,-123.0083309711633,4.0,1,34411.11,8326.47,37.23
Cockney Kings Fish & Chips,Burnaby,49.28005299920758,-122.96652586933914,4.0,1,35500.0,3352.88,29.86
Tenen,Burnaby,49.21549,-122.98895,4.2,1,36470.0,4799.3,36.08
Tendon Kohaku,Burnaby,49.2278910406839,-123.00348046083376,3.7,0,33621.62,11244.19,39.71
B&D Authentic Viet Cuisine,Burnaby,49.21818434432872,-122.9578841,3.8,0,36696.3,9483.63,34.69
Sushi Bar Kilala,Burnaby,49.2811517065771,-122.995635763696,4.3,1,39286.96,4257.38,27.79
Green Leaf Cafe,Burnaby,49.2533051,-122.8982928,4.1,1,39388.89,5947.49,36.07
Argo Greek Cuisine Pizza Pasta,Burnaby,49.2544359,-123.02071005595984,4.2,1,38320.0,2574.45,28.44
The One Restaurant,Burnaby,49.2211721,-122.9774371,3.4,0,36294.74,5076.48,33.98
Chào Mámi,Burnaby,49.2808832078838,-123.014717570458,4.0,1,41385.71,5259.68,27.72
MYST Asian Fusion,Burnaby,49.21936313246308,-122.9706842,3.6,0,36843.48,5392.62,33.61
El Inka Latin Deli,Burnaby,49.24941,-123.01912,4.4,1,37523.81,3196.32,28.43
Marble House Eatery,Burnaby,49.2294464,-123.0044077,3.8,0,33788.89,11655.46,39.43
Earls Kitchen + Bar,Burnaby,49.2279486,-123.0027748,3.9,0,33473.68,10719.99,39.53
Hart House Restaurant,Burnaby,49.23804,-122.96671,3.6,0,43120.0,1371.52,27.41
Anatolia's Gate Restaurant,Burnaby,49.2183151,-122.9579254,3.8,0,36696.3,9483.63,34.69
Agra Tandoori Restaurant,Burnaby,49.25443,-123.02066,3.9,0,38320.0,2574.45,28.44
Golden Pita Lebanese Restaurant,Burnaby,49.2531819933441,-122.897602039217,4.2,1,39330.0,6122.74,36.79
Saffron Indian Cuisine,Burnaby,49.2311623,-123.0085405,3.8,0,34411.11,8326.47,37.23
Gaon  Korean Cuisine,Burnaby,49.223246,-122.982823,4.1,1,35010.0,5508.89,39.07
Bow & Stern,Burnaby,49.2681023,-123.0000943,3.7,0,40866.67,6686.64,45.36
Adam's Crepes,Burnaby,49.2149649,-122.9880349,4.6,1,36630.0,4651.66,35.77
Mongo Bongo,New Westminster,49.2135179,-122.9193884,3.9,0,42781.25,6773.7,28.82
Kimbap Cheonguk,Coquitlam,49.2446982,-122.8918313,4.4,1,37828.57,4496.36,36.55
Fraser Park Restaurant,Burnaby,49.1941802,-122.9979206,4.2,1,46000.0,97.3,26.15
Viva Sue Pizza,Burnaby,49.2391579,-122.9625575,4.2,1,44600.0,2071.61,28.33
Aroma Eatery,Burnaby,49.228417734136464,-123.00491628393937,4.4,1,34248.65,8985.11,39.16
The Hungry Tiger,Burnaby,49.26692129016968,-123.00645179117195,4.5,1,42440.0,6719.06,47.4
Shanghai Fortune Cuisine,Burnaby,49.22954179328731,-123.0046759319506,3.9,0,33954.29,12329.57,39.62
Balkan House,Burnaby,49.22219,-122.94393,3.4,0,35641.38,6502.64,32.3
Chicko Chicken Korean Style,Burnaby,49.2191861,-122.9505083,4.1,1,35827.59,8974.74,34.08
L'Artista,Burnaby,49.281231129459975,-123.0188885,4.0,1,41911.11,4951.6,27.37
The Bao Place,Burnaby,49.21942124951652,-122.9500496,4.3,1,35827.59,8974.74,34.08
Butchers Block BBQ,Burnaby,49.28129,-123.01453,3.8,0,41385.71,5259.68,27.72
Cazba Persian Grill,Burnaby,49.2681624665858,-123.00058007240295,3.3,0,41692.31,6649.43,46.58
Sushi U,Burnaby,49.2654624429451,-122.978147623681,4.5,1,39566.67,3498.82,28.95
Olove Greek Kitchen,Burnaby,49.2804849,-122.9779067,4.0,1,38189.47,1934.91,28.67
La Forêt,Burnaby,49.2212819390063,-122.995836958493,3.7,0,33271.43,8714.52,42.14
Cayenne Bistro & Grill,Burnaby,49.2213856,-122.9309353,4.8,1,38816.0,5363.64,26.69
Tap & Barrel - Brentwood,Burnaby,49.26741280132382,-123.00188253558166,4.2,1,41685.71,6598.09,46.03
Afghan Turkish Cuisine,Burnaby,49.2807738,-123.0028986,4.0,1,38016.67,4816.52,27.28
Pearl Hot Pot,Burnaby,49.2188387,-122.964481,3.3,0,36730.77,6991.83,32.62
Big Way Hot Pot,Burnaby,49.23150769999999,-123.0094545,3.6,0,34411.43,7981.39,37.47
Nén,Burnaby,49.224096740087546,-122.9416219,4.2,1,36333.33,5633.45,31.64
Taku Japanese Kitchen,Burnaby,49.21462,-122.98827,4.7,1,36630.0,4651.66,35.77
Hello Nori,Burnaby,49.26780681630291,-123.00235434393312,4.1,1,41685.71,6598.09,46.03
Kozak Ukranian Eatery,New Westminster,49.2114757572234,-122.918422905028,4.4,1,43474.29,7168.23,30.17
Barcelos Flame Grilled Chicken,Burnaby,49.19813330438935,-122.97878590283268,3.8,0,42400.0,151.96,24.57
Maruhachi Ra-men,Burnaby,49.2244919,-122.9878563,4.0,1,33854.55,6927.73,41.32
Patsara Thai Restaurant,New Westminster,49.204305,-122.908055,4.0,1,45314.29,9737.79,43.54
