store_name,city,latitude,longitude,target_rating,target_is_successful,neighbourhood_name
Arvind's Curry & Cocktail,New Westminster,49.2107666,-122.917511,3.1,0,Queens Park
Shawarma Corner,New Westminster,49.2029499,-122.9086533,4.5,1,Downtown
Thai New West,New Westminster,49.229001,-122.89251,3.8,0,Sapperton
Kushi Mura Japanese Izakaya,New Westminster,49.2018489,-122.9127047,3.2,0,Downtown
Epic Grill Silogs + Sans Rival,New Westminster,49.190376,-122.9364904,4.1,1,Queensborough
Coasters Coffee,New Westminster,49.20435909515937,-122.90900417238339,4.3,1,Downtown
Tina Vietnamese Cuisine,New Westminster,49.20230997138088,-122.91254500292511,4.5,1,Downtown
Balai in the Borough,New Westminster,49.19034444678847,-122.949241,3.8,0,Queensborough
Kioku Kitchen,New Westminster,49.2015316664854,-122.9134644,4.4,1,Downtown
Sanjo Sushi Asian Cuisine,New Westminster,49.212860664254805,-122.92019516255847,4.4,1,Queens Park
Donair Star,New Westminster,49.2083493,-122.93167515413184,4.0,1,Kelvin
Victoria Sushi,New Westminster,49.213378,-122.89888,4.0,1,McBride Sapperton
Stefanos Restaurant,New Westminster,49.2054199,-122.90424,3.0,0,Downtown
Shiok,New Westminster,49.208416,-122.931803,4.6,1,Kelvin
Flavor Balance Espresso Bar,New Westminster,49.21223,-122.9205,4.3,1,Brow of the Hill
Bubble World,New Westminster,49.2048187,-122.9100876,3.3,0,Downtown
Sushi Simagoya,New Westminster,49.1849621482515,-122.949424850882,4.6,1,Queensborough
Pho Chan,New Westminster,49.2228583293267,-122.914227216925,3.8,0,Glenbrook
Pizzeria Ludica,New Westminster,49.2040696455815,-122.909304314068,3.5,0,Downtown
Royal Tandoori Indian Restaurant,New Westminster,49.20512,-122.90983,3.7,0,Downtown
4 Seasons Chaat House,New Westminster,49.210675,-122.917569,3.6,0,Queens Park
Greens & Beans Deli,New Westminster,49.2229306,-122.8931559,4.3,1,McBride Sapperton
Sichuan Yummy Food - Wonton House,New Westminster,49.20607,-122.92832,4.7,1,Brow of the Hill
Moodswing Coffee And Bar,New Westminster,49.2022517,-122.9085935,4.0,1,Downtown
Vadapav Mirchi By Geeta,New Westminster,49.20864846389665,-122.94274322034968,4.5,1,West End
Pho Angkor Noodle House,New Westminster,49.2012551,-122.9169549,4.5,1,Downtown
Desi Turka Indian Cuisine,New Westminster,49.220269,-122.929508,3.9,0,Edmonds
Woomi Sushi,New Westminster,49.2225852,-122.914627,4.3,1,Glenbrook
Pizza Pizzeria,New Westminster,49.2308488,-122.9058827,4.2,1,Victory Heights
FusionCore Japanese Eatery,New Westminster,49.2194467307934,-122.927554920316,3.9,0,Edmonds
The Taco Factory,New Westminster,49.22904,-122.89241,3.4,0,Sapperton
Big Way Hot Pot,New Westminster,49.20104990676527,-122.91260437496537,4.7,1,Downtown
The Chopped Leaf,New Westminster,49.2122867,-122.9190461,3.5,0,Queens Park
Sushi Heaven,New Westminster,49.2306827,-122.8929216,3.8,0,Sapperton
Henry's Kitchen Pasta & Grill,New Westminster,49.27694,-122.85777,4.7,1,
Abyssinia Ethiopian Restaurant,New Westminster,49.2224351,-122.9437792,3.9,0,Eastburn
gastronomia Italia,New Westminster,49.20325393435578,-122.90812679573745,4.4,1,Downtown
Hi Dozo Sushi,New Westminster,49.212302836833665,-122.9218728,3.1,0,Brow of the Hill
Sora Sushi House,New Westminster,49.20252,-122.91375,4.5,1,Downtown
Tasty Indian Bistro,New Westminster,49.1547435,-122.8905949,4.3,1,Kennedy
Mean Poutine,New Westminster,49.21308,-122.91995,4.3,1,Queens Park
Kojima Sushi,New Westminster,49.2106056213379,-122.917495727539,2.8,0,Queens Park
Pho Ace,New Westminster,49.2131832,-122.9197982,4.0,1,Queens Park
Ho Fung,New Westminster,49.215071,-122.9227783,3.5,0,Glenbrook
Royal Crown Pizza,New Westminster,49.2084010373217,-122.920245955181,3.9,0,Brow of the Hill
Waves Coffee House,New Westminster,49.2131508,-122.9200801,3.4,0,Queens Park
Serious Coffee,New Westminster,49.20049907250124,-122.91531119692567,4.2,1,Downtown
Pamola Bakery and Deli,New Westminster,49.2000426090809,-122.911609739566,3.7,0,Quayside
Chan's Garden,New Westminster,49.2298584,-122.8930588,3.7,0,Sapperton
New Lakeview Seafood & Wunton,New Westminster,49.2204185639885,-122.930049553083,3.3,0,Edmonds
Mediterranean Donair House,New Westminster,49.215202,-122.9225917,3.8,0,Glenbrook
Dutch Anchor Restaurant,New Westminster,49.19446139999999,-122.9279768,3.3,0,Port Royal
The Boathouse Restaurant,New Westminster,49.1995806,-122.9128469,2.4,0,Quayside
Galbi Korean BBQ,New Westminster,49.20165048669456,-122.91409,5.0,1,Downtown
Papa Johns Pizza,New Westminster,49.21329659729184,-122.91968736842949,3.1,0,Queens Park
Saigon Ivy,New Westminster,49.21207002304541,-122.91928025557237,3.4,0,Queens Park
The Peri Peri Shack,New Westminster,49.20985443619279,-122.91650641534834,4.0,1,Queens Park
Nashville Hot Chicken,New Westminster,49.20631,-122.92821,1.0,0,Brow of the Hill
Gong cha,New Westminster,49.2005508,-122.9151912,4.5,1,Downtown
Caffe Mira,New Westminster,49.21425325526439,-122.89784533568698,4.1,1,McBride Sapperton
My Greek Taverna,New Westminster,49.23707629280225,-122.86929574290268,4.0,1,Maillardville
Togo Sushi,New Westminster,49.2010569283793,-122.913864420441,3.5,0,Downtown
Kurry Wala,New Westminster,49.22184,-122.930963,4.2,1,Edmonds
Sushi Farm,New Westminster,49.2118195905541,-122.924703396857,4.1,1,Uptown
Khob Khun Thai Cuisine,New Westminster,49.249218,-122.858859,4.3,1,Austin Heights
Indian Courtyard Restaurant,New Westminster,49.2081197,-122.93072195981303,3.6,0,Kelvin
Rong Rong Tea House,New Westminster,49.2025566,-122.913414,3.7,0,Downtown
Sushi Hinode,New Westminster,49.202381,-122.912609,4.7,1,Downtown
Peranakan Kitchen,New Westminster,49.206320079356665,-122.92838104069232,5.0,1,Brow of the Hill
Browns Socialhouse Brewery District,New Westminster,49.2250086337406,-122.892624952746,3.4,0,McBride Sapperton
White Spot  - New Westminster,New Westminster,49.21307852784236,-122.92103836949718,2.9,0,Glenbrooke North
50's Burgers,New Westminster,49.22481,-122.94043,3.7,0,Eastburn
The Flapper Lounge,New Westminster,49.2025634283609,-122.91249129921196,4.7,1,Downtown
Oh! Zzhu Sam,New Westminster,49.2219905,-122.9446256,4.2,1,Edmonds
Steve’s Poké Bar,New Westminster,49.22412,-122.89235,3.8,0,McBride Sapperton
Plato Filipino,New Westminster,49.2005652,-122.9151592,3.0,0,Downtown
Kamini's Corner Cafe,New Westminster,49.21256260644152,-122.93630497238739,4.4,1,Kelvin
Delicia Cafe & Bakery,New Westminster,49.20208,-122.90914,3.8,0,Downtown
Quayside Tiki Bar,New Westminster,49.20015,-122.9117,3.5,0,Quayside
The Notorious Grey Fox,New Westminster,49.2181945291168,-122.89461974054575,3.5,0,McBride Sapperton
Gino's Restaurant,New Westminster,49.2296123,-122.8930169,3.5,0,Sapperton
De Dutch,New Westminster,49.200425,-122.917656,3.1,0,Downtown
Ole Ole Mexican Deli,New Westminster,49.21157,-122.93511,3.5,0,Kelvin
Afghan Kitchen South Surrey,Surrey,49.0445839,-122.7766512,4.6,1,Sunnyside
Ambar Surrey  Restaurant & Dhaba,Surrey,49.1282148,-122.8451664,4.5,1,Newton
The Carvery Sandwich Shop,Surrey,49.04649,-122.79411,4.5,1,Sunnyside
Vault Restaurant,Surrey,49.10711,-122.73478,3.9,0,Surrey Centre
New York New York,Surrey,49.118524,-122.801402,3.8,0,Sullivan
Old Surrey Restaurant,Surrey,49.13376877137055,-122.84896724397012,4.3,1,Newton
Yugafu Japanese Bistro,Surrey,49.12598822369157,-122.70117985561906,5.0,1,Clayton Heights
Afghan Chopan Restaurant,Surrey,49.147471095003574,-122.86530131592922,3.9,0,Strawberry Hill
Tap Restaurant,Surrey,49.06362140752368,-122.7971484,4.2,1,Morgan Creek
Sabai Thai Restaurant,Surrey,49.1909867,-122.8065349,4.0,1,Johnston Heights
The Wooden Spoon,Surrey,49.0294179487087,-122.801852221983,4.3,1,Uptown
Seoul Grill House,Surrey,49.18662844935571,-122.80218576441264,3.4,0,Johnston Heights
Maruhachi Ra-men,Surrey,49.167891,-122.800795,4.7,1,Fleetwood
Dragon Village Restaurant,Surrey,49.10558,-122.73478,4.3,1,Surrey Centre
Naka Bistro Lao & Thai Cuisine,Surrey,49.10744188764369,-122.66607764287042,4.6,1,
Ruby Siam Thai Kitchen,Surrey,49.1064009,-122.7352826,4.3,1,Surrey Centre
Yory Korean Cuisine,Surrey,49.1569241,-122.7809906,4.4,1,Fleetwood
Dragon Wok,Surrey,49.134925,-122.843366,5.0,1,Newton
Chuihong,Surrey,49.19184,-122.78787,4.2,1,Fraser Heights
Ato Sushi Bar Kitchen,Surrey,49.1029789,-122.8008651,4.6,1,Sullivan
Ruex Cafe & Bar,Surrey,49.1808237,-122.8448423,4.1,1,City Centre
Katsu San,Surrey,49.19849367001739,-122.77940131605067,4.8,1,Fraser Heights
Golden Samosa Bakery,Surrey,49.15395,-122.86205,4.3,1,Strawberry Hill
Chopsticks On Pho,Surrey,49.1044634,-122.7986729,3.8,0,Sullivan
Taste of Himalayas,Surrey,49.13204,-122.83918,4.4,1,Newton
Captain's Oven Pizza,Surrey,49.17799334576209,-122.84283366137696,4.7,1,City Centre
Palmyra Mediterranean Grill,Surrey,49.1860231,-122.800806,4.1,1,Johnston Heights
Hiroshi Ramen,Surrey,49.11508,-122.68186,4.5,1,Cloverdale
Bandra Cafe,Surrey,49.13632358752905,-122.8899743625656,4.4,1,Strawberry Hill
Ken's Cafe,Surrey,49.105785,-122.735295,4.7,1,Surrey Centre
The Cabin Restaurant,Surrey,49.0528603,-122.8809814,3.4,0,Crescent Beach
Uli's Restaurant,Surrey,49.0214853492612,-122.806032776245,4.1,1,West Beach
Hooked Fish Bar,Surrey,49.0523737,-122.8846858,3.1,0,Crescent Beach
Browns Socialhouse Panorama,Surrey,49.10397,-122.798523,3.3,0,Sullivan
Chili House Restaurant,Surrey,49.1144981,-122.6806335,4.3,1,Cloverdale
My Greek Taverna,Surrey,49.12013,-122.89007,3.9,0,Strawberry Hill
Kids Play Cafe & Cafe Artistico,Surrey,49.111984,-122.810317,3.8,0,Sullivan
Green Lettuce Indian Style Chinese Restaurant,Surrey,49.1179419178998,-122.890040874481,3.6,0,Strawberry Hill
Prabu Sweets,Surrey,49.13036,-122.86825,3.9,0,Strawberry Hill
Rosie's Country Cafe,Surrey,49.056674380316,-122.80853109372926,3.9,0,South Surrey
Clove,Surrey,49.1189018,-122.8257539,4.1,1,Sullivan
Cactus Club Cafe,Surrey,49.0604907475,-122.804682831,4.0,1,South Surrey
Chacha's Tandoor & Grill,Surrey,49.14829,-122.86628,4.5,1,Strawberry Hill
Lahori Sweets & Restaurant,Surrey,49.1484413,-122.8649063,4.0,1,Strawberry Hill
Salsa & Guacamole,Surrey,49.133821637841805,-122.84886589325409,3.8,0,Newton
Sal y Limon,Surrey,49.0469347453396,-122.77867790858,3.8,0,Sunnyside
Texx Big Burger,Surrey,49.189932,-122.841323,4.1,1,City Centre
Umami Sushi,Surrey,49.1191614520774,-122.73165560105,3.9,0,Cloverdale
Showshaa - The Modern Taproom,Surrey,49.05722,-122.80085,4.1,1,Sunnyside
Main Choice Chinese Restaurant,Surrey,49.1338858,-122.8518572,3.8,0,Newton
Diamond Buffet,Surrey,49.11172,-122.72963,2.4,0,Cloverdale
An Indian Affair,Surrey,49.1156853530903,-122.679180051868,4.3,1,
Cabizerra Bistro,Surrey,49.1987463,-122.8134292,4.8,1,Johnston Heights
One More Thai,Surrey,49.1333200177501,-122.88981649088,3.6,0,Strawberry Hill
Dragon Wok,Surrey,49.150437,-122.865346,4.0,1,Strawberry Hill
Sapporo Kitchen,Surrey,49.03159912001535,-122.80144046744887,3.9,0,Semiahmoo Town Centre
GNJ Vegetarian Bistro,Surrey,49.1363708,-122.8922328,4.4,1,North Delta
A&W,Surrey,49.1343815,-122.88677929,4.6,1,Strawberry Hill
Ladybird's Trattoria,Surrey,49.0525910210857,-122.69256623466444,4.9,1,Hazelmere
Fast Fired,Surrey,49.14821,-122.889696,4.0,1,Strawberry Hill
Ay Chihuahua,Surrey,49.0332999,-122.80094,4.1,1,Semiahmoo Town Centre
Malaysian Hut,Surrey,49.1989290068985,-122.814328819513,4.0,1,Johnston Heights
The Greek Corner,Surrey,49.1343307,-122.8452682,3.6,0,Newton
Liberty Kitchen,Surrey,49.0452889438938,-122.778361737728,3.9,0,Sunnyside
U R Restaurant,Surrey,49.1994551,-122.8137501,4.4,1,Johnston Heights
Utopia Noodles,Surrey,49.158580176583506,-122.7811632,4.8,1,Fleetwood
Jerusalem Grill & Shawarma,Surrey,49.15907004962188,-122.78113721962818,3.5,0,Fleetwood
Kin Thai Kitchen & Bar,Surrey,49.0466759494366,-122.77521704598,3.5,0,Grandview
Archie's BBQ,Surrey,49.18755,-122.79773,4.1,1,Johnston Heights
Skye Avenue Kitchen & Lounge,Surrey,49.1876994453086,-122.84848282640564,4.1,1,City Centre
bb.q Chicken & Pub,Surrey,49.18383422068441,-122.80239308539059,4.3,1,Johnston Heights
Guacamole Mexican Grill,Surrey,49.196753526063695,-122.84564846554133,4.4,1,City Centre
The Samosa House,Surrey,49.162746,-122.866827,4.4,1,Whalley
Grandt Kitchen,Surrey,49.189707024899,-122.846393287182,3.9,0,City Centre
Ek Chai Kahani,Surrey,49.11885835789898,-122.8240515212801,5.0,1,Sullivan
The Waffle Co.,Surrey,49.135660700709366,-122.84347474404069,4.4,1,Newton
Dublin Crossing Irish Pub,Surrey,49.12426199999999,-122.702092,3.4,0,Clayton Heights
Eggcetra Breakfast Cafe,Surrey,49.0555806,-122.8054598,4.1,1,South Surrey
Hansel Deli,Surrey,49.10792,-122.73477,4.4,1,Surrey Centre
Bon Ga Korean Restaurant,Surrey,49.1906849563647,-122.8413259238,3.5,0,City Centre
Katana,Surrey,49.1171545941153,-122.669773906498,3.4,0,
Steve's Poké Bar,Surrey,49.18376,-122.80127,4.5,1,Johnston Heights
Kiki's Restaurant,Surrey,49.03728,-122.80147,3.8,0,Semiahmoo Town Centre
Pho Hillton Restaurant,Surrey,49.1253645,-122.7059121,4.0,1,Clayton Heights
Pho Tau Bay,Surrey,49.135731,-122.844616,3.5,0,Newton
Curry Lounge,Surrey,49.0453451,-122.7783363,3.8,0,Sunnyside
The Jin sushi,Surrey,49.1364,-122.84264,4.6,1,Newton
Indigo Cafe,Surrey,49.0635291,-122.7979894,5.0,1,Morgan Creek
The Taste of Africa,Surrey,49.196348,-122.845649,4.4,1,City Centre
Thai By Thai,Surrey,49.1698001,-122.8900551,4.1,1,Brownsville
Dawood's Pizza,Surrey,49.11893,-122.8171,5.0,1,Sullivan
Bacayon's Chibugan,Surrey,49.19166,-122.83465,4.5,1,Whalley
The Back Room,Surrey,49.042265589442,-122.77957271282486,4.4,1,Sunnyside
Panorama Indian Lounge,Surrey,49.10478,-122.80338,4.9,1,Sullivan
Estrella's Montreal Deli & Cafe,Surrey,49.110315,-122.6686151,4.4,1,
Pho Tau Bay,Surrey,49.19805,-122.81226,4.2,1,Johnston Heights
Combine Cafe & Bar,Surrey,49.18170954562757,-122.8457860865099,3.7,0,City Centre
ChongQing Restaurant,Surrey,49.15272034339086,-122.88974194707586,3.1,0,Strawberry Hill
Michael's Artisan Bakery & Cafe,Surrey,49.045213,-122.790789,4.1,1,Sunnyside
Budapest Lángos,Surrey,49.138596606108216,-122.7340017,5.0,1,Cloverdale
Shannon Donair,Surrey,49.1060982,-122.7353592,4.1,1,Surrey Centre
Crispy Falafel,Surrey,49.04591481291062,-122.79334246655924,3.8,0,Sunnyside
Sushi on Surrey,Surrey,49.15725,-122.77954,4.3,1,Fleetwood
Mek's Delight,Surrey,49.1912982626951,-122.808646894991,3.9,0,Johnston Heights
Spice of Nepal,Surrey,49.13339,-122.84879,4.2,1,Newton
Yoko Sushi & Noodle House,Surrey,49.15737,-122.77828,3.9,0,Fleetwood
Zapoteca,Surrey,49.0177,-122.79314,4.2,1,East Beach
Sri Periyava Dosa Bhavan,Surrey,49.1586589,-122.8902128,4.5,1,Newton
Viet Houng Asian Flavor Deli,Surrey,49.1887226115802,-122.860729718055,4.6,1,Whalley
YL's Curry Bowl,Surrey,49.18444,-122.79879,4.0,1,Johnston Heights
Pak Punjab Sweet & Samosas House,Surrey,49.17733,-122.86766,4.0,1,Whalley
Hawthorne Beer Market & Bistro,Surrey,49.10484,-122.7352,3.4,0,Surrey Centre
OEB Breakfast - Langley,Surrey,49.114475,-122.675162,4.4,1,
Dragon's Chop Suey House,Surrey,49.15719,-122.77781,3.5,0,Fleetwood
Akari Japanese Restaurant,Surrey,49.1348829570242,-122.891920108212,4.0,1,North Delta
Shawarma Palace,Surrey,49.134277,-122.844497,4.0,1,Newton
Roadhouse Grille,Surrey,49.03426,-122.78006,3.4,0,Sunnyside
Tokyo Mithaiwala,Surrey,49.147777821579545,-122.8639529,4.4,1,Strawberry Hill
Waffle House Diner,Surrey,49.181259619648884,-122.84355514110405,4.0,1,City Centre
Navraj Sweets & Restaurant,Surrey,49.1501801430419,-122.866437749758,4.4,1,Strawberry Hill
Emilio Finatti Pizzeria - Langley,Surrey,49.1073311,-122.6649517,4.4,1,
Sushi King George,Surrey,49.19047078350401,-122.84500166127094,3.7,0,City Centre
Trees Cheesecake and Organic Coffee,Surrey,49.189991644148385,-122.850168,4.1,1,City Centre
Tommies Jerk,Surrey,49.10037,-122.72386,4.7,1,Cloverdale
Planet India,Surrey,49.13379,-122.83907,3.8,0,Newton
Tap & Barrel,Surrey,49.05963809908623,-122.8018875,3.4,0,Sunnyside
Coast & Country Diner,Surrey,49.103936,-122.734543,3.7,0,Surrey Centre
Pho Newton,Surrey,49.1392040260342,-122.843214712932,3.6,0,Newton
Pho Hong,Surrey,49.190289,-122.841347,3.4,0,City Centre
Kai Japanese Restaurant,Surrey,49.155174243061545,-122.66664268415136,4.4,1,Walnut Grove
Tasty Donair,Surrey,49.133938,-122.842573,4.3,1,Newton
Chefs Kebab,Surrey,49.1551446,-122.7729754,4.2,1,Fleetwood
Cactus Club Cafe,Surrey,49.14695039868115,-122.89109409939302,3.9,0,Kennedy
Sushi California - Surrey,Surrey,49.1893963,-122.7993351,4.0,1,Johnston Heights
Red Robin Gourmet Burgers and Brews,Surrey,49.18838300274452,-122.80139260276438,3.6,0,Johnston Heights
Barcelos Flame Grilled Chicken,Surrey,49.14042,-122.84594,4.4,1,Newton
Sushi Shogun,Surrey,49.19947,-122.8455,4.5,1,City Centre
Jagga Sweet & Cuisine,Surrey,49.1718,-122.89043,4.6,1,Kennedy
Satya Asha,Surrey,49.13371,-122.86738,4.4,1,Strawberry Hill
Nando's Peri-Peri,Surrey,49.18567392600471,-122.80140250244675,3.9,0,Johnston Heights
West Village Cafe,Surrey,49.1047524116854,-122.799629199329,3.6,0,Sullivan
Delta Pizza,Surrey,49.15558,-122.86452,3.9,0,Newton
Neptune Wonton Noodle,Surrey,49.186577418518404,-122.84743837116434,3.3,0,City Centre
Isshin Sushi,Surrey,49.10468,-122.79806,3.8,0,Sullivan
Nagoya Sushi,Surrey,49.16978,-122.81251,4.0,1,Fleetwood
Banana Leaf,Surrey,49.0597947797082,-122.8040599822998,4.1,1,South Surrey
Nordel Sushi,Surrey,49.1609149,-122.8885017,3.3,0,Newton
