store_name,city,zip_code,latitude,longitude,review_count,price_level,primary_category,target_rating,target_is_successful,median_income,pop_density_sqkm,pct_age_20_39,competitor_count_500m,nearest_transit_distance_m
Charisma Cafe & Dessert House,Vancouver,V6B 6C1,49.27998259460614,-123.1087145,59,1,Desserts,3.9,0,45367.57,13394.77,47.65,22,73.36852621854904
Motonobu Udon,Vancouver,V5K 0E5,49.2813968,-123.0280718,137,2,Japanese,4.2,1,41263.16,3530.19,29.17,2,69.1878454650198
Afghan Turkish Cuisine,Burnaby,V5C 5G4,49.2807738,-123.0028986,62,1,Afghan,4.0,1,38016.67,4816.52,27.28,2,43.035282672976436
Lee Gar Nei,Surrey,V3R 8X7,49.1856150038833,-122.799098426308,27,2,Korean,4.0,1,36390.48,5772.43,27.58,7,141.13318936513778
Balkan House,Burnaby,V3N 1B4,49.22219,-122.94393,71,2,Modern European,3.4,0,35641.38,6502.64,32.3,2,53.821362693542596
Caffe Mira,Vancouver,V5T 3G7,49.2568399,-123.10088,46,1,Cafes,4.2,1,50754.55,8463.47,42.64,2,17.820810163324396
Chili Pepper House,Vancouver,V5R 5J6,49.236254639793266,-123.04171146419895,174,2,Hakka,3.8,0,34656.41,8290.75,33.96,0,55.21784703979876
Pho Capital,Richmond,V7C 0C7,49.17432292272627,-123.1480213,127,1,Vietnamese,4.0,1,30666.67,5741.67,39.87,1,216.08489240733118
49th Parallel Coffee,Vancouver,V5T 0C1,49.2591330651218,-123.10088478104,534,1,Cafes,4.1,1,51388.1,8164.82,45.11,4,39.76258334234562
Round Table Pizza,Richmond,V7C 1H5,49.15436908349,-123.157198331033,26,2,Pizza,3.2,0,29666.67,4076.61,24.29,1,118.25693037288049
Pink Peppercorn Seafood House,Vancouver,V5N 2R6,49.2493583,-123.0739159,165,3,Seafood,4.4,1,39221.05,7081.01,33.79,0,90.19437534294747
Greens & Beans Deli,New Westminster,V3L 3V9,49.2229306,-122.8931559,46,1,Delis,4.3,1,47709.09,4128.88,32.82,1,59.44178253651432
GoGo Chicken & BBQ,Coquitlam,V3B 2P7,49.282972,-122.796674,20,2,Korean,4.4,1,35922.22,6054.92,28.07,10,26.384254793606942
Artigiano,Richmond,V7B 0B7,49.197903,-123.140842,16,1,Cafes,2.9,0,39333.33,6740.26,33.64,0,420.4195513548633
Sun Century Cafe,Richmond,V6X 2C1,49.18621,-123.13344,13,1,Chinese,3.9,0,30866.67,2403.59,49.47,16,91.2581025262785
Tommies Jerk,Surrey,V3S 4K5,49.10037,-122.72386,10,1,Caribbean,4.7,1,42000.0,777.25,24.13,0,279.9415799645721
Planet India,Surrey,V3W 9Z1,49.13379,-122.83907,66,2,Indian,3.8,0,34612.5,4943.86,29.89,3,16.67935440668351
Wicked Cafe,Vancouver,V6H 1B8,49.26544874408263,-123.135842,137,2,Cafes,3.8,0,54719.51,10589.63,40.54,0,183.29465352618442
The One Restaurant,Burnaby,V5J 1H2,49.2211721,-122.9774371,266,2,Taiwanese,3.4,0,36294.74,5076.48,33.98,1,135.77589051718357
Kamini's Corner Cafe,New Westminster,V3L 1N3,49.21256260644152,-122.9363049723874,7,1,Cafes,4.4,1,39977.78,6816.18,28.79,2,28.326621928166347
Hokkaido Ramen Santouka,Vancouver,V6G 1C7,49.290236,-123.133811,1012,2,Ramen,4.2,1,45147.54,24598.78,44.21,9,12.129937086738893
Diamond Sweets Restaurant,Surrey,V4N 0Y3,49.1585503,-122.7814484,35,1,Indian,3.4,0,37611.11,5424.27,25.28,2,28.552152644578776
Taste of Splendour,Burnaby,V5G 1H3,49.25518,-123.0087,9,1,Caterers,4.1,1,39800.0,1593.43,25.72,1,176.5122352864504
The Hide Out Cafe,New Westminster,V3M 6V4,49.2029257,-122.9108691,85,1,Coffee & Tea,4.2,1,45478.26,11258.13,40.57,15,175.91424216647627
Brewster's Sports Pub & Liquor store,Surrey,V3W 5A5,49.13690145,-122.84518586,41,2,Burgers,2.3,0,34885.71,3533.86,27.68,6,45.98049856046208
Belle's Cafe,Surrey,V4P 2A8,49.06049887855645,-122.83416005374684,11,1,Cafes,4.3,1,46933.33,960.58,16.65,1,705.015330455436
Pho Tau Bay,Surrey,V3W 5A5,49.135731,-122.844616,67,1,Vietnamese,3.5,0,35366.67,3495.03,28.17,6,146.30756159550725
Peaked Pies,Burnaby,V5C 2J7,49.28077,-123.01351,53,2,Australian,4.1,1,41089.66,5204.71,27.68,9,20.871528983995006
Vegan Supply Surrey,Surrey,V4P 2J2,49.059709,-122.833843,6,2,Health Markets,4.3,1,46933.33,960.58,16.65,1,780.4207292842151
JOY Cafe,Vancouver,V6P 5X8,49.2098293,-123.1182943,53,2,Cafes,3.5,0,35190.48,4255.0,38.44,0,52.8674066374034
Chad Thai,Burnaby,V5C 2H9,49.2809351,-123.0160318,231,2,Thai,4.1,1,41379.31,5298.89,27.68,10,19.227414688731916
Ginger Indian Cuisine,Richmond,V6Y 3R9,49.15413956143999,-123.1245297116645,74,2,Indian,3.7,0,32304.35,6825.57,24.71,3,122.30328145456173
La Grotta Del Formaggio,Vancouver,V5N 4A4,49.2688848,-123.0697849,230,1,Delis,4.3,1,44605.0,7141.66,37.33,1,95.41351845558347
Kanpeki Teppanyaki & Seafood Bar,Richmond,V6X 1C3,49.1787958,-123.1314609,14,3,Japanese,3.4,0,30875.0,5461.97,41.56,24,299.0310198743705
Honeybrew,Vancouver,V6Z 2S7,49.27770339765184,-123.1269430835161,43,2,Bistros,4.1,1,49326.47,24027.21,47.8,15,17.1768403322199
Big Way Hot Pot,New Westminster,V3M 0G3,49.20104990676527,-122.91260437496535,16,2,Chinese,4.6,1,45340.0,12487.04,40.7,16,26.18922360811675
Anton's Pasta Bar,Burnaby,V5C 2J6,49.28072,-123.00984,557,2,Italian,3.5,0,39917.24,5180.7,26.93,8,61.890431926883295
Matoi Sushi,Coquitlam,V3B 6J6,49.274538,-122.791584,89,2,Japanese,3.5,0,37022.22,5757.08,32.58,6,38.9086604941476
Ash Street Bistro,Vancouver,V5Z,49.233925,-123.118871,13,2,Bistros,4.2,1,36837.5,3449.61,32.65,0,95.34511548905608
L'Abattoir,Vancouver,V6B 2J1,49.2831869855333,-123.104450140894,621,3,French,4.2,1,39384.62,10523.52,45.32,20,83.90525558498233
Gateway Pizza & Curry,Surrey,V3R 3W7,49.1699399,-122.8125,46,2,Indian,3.4,0,35000.0,3405.57,30.51,0,7.390323645404571
The Morrissey Pub,Vancouver,V6Z 1M5,49.2769058,-123.1268211,189,2,Pubs,3.7,0,49645.45,22946.89,47.37,15,61.32194013531494
Sura Korean Cuisine,Vancouver,V6G 1C3,49.2888601838143,-123.131742169312,482,2,Korean,4.1,1,45513.04,22528.33,44.49,12,43.741747276590154
Takara Sushi,Burnaby,V5G 1G4,49.2545851,-123.0220016,108,2,Sushi Bars,4.5,1,38320.0,2574.45,28.44,2,41.123497840677615
Browns Socialhouse QE Theatre,Vancouver,V6B 2P1,49.279919,-123.112788,85,2,Burgers,4.3,1,48625.64,14659.56,49.27,27,27.764172840862194
Sushi California,Coquitlam,V3J 1N7,49.2493323318395,-122.892389360117,351,2,Sushi Bars,3.4,0,37725.0,6448.87,38.82,5,93.21470444047259
The Spud Shack Fry,New Westminster,V3M 0G3,49.20095020309591,-122.91302027887068,213,2,Belgian,4.0,1,44968.42,13227.66,41.0,15,14.05075523991516
Agra Tandoori Restaurant,Burnaby,V5G 1G4,49.25443,-123.02066,205,2,Indian,3.9,0,38320.0,2574.45,28.44,2,73.67580303984616
Yianni's Greek Taverna,New Westminster,V3L 3B5,49.2124240808659,-122.919168452339,91,2,Greek,3.7,0,43211.76,6869.19,29.51,15,54.94632018136112
Thierry,Vancouver,V6E 1A1,49.2848818,-123.1228949,1042,2,Patisserie/Cake Shop,4.0,1,45468.75,19171.58,49.57,18,85.16217353199482
Zakkushi on Denman,Vancouver,V6G 2L7,49.291208,-123.136248,285,3,Japanese,4.2,1,45414.81,26785.84,43.37,8,23.621919993353757
Nana's Green Tea,Vancouver,V6M 1Z6,49.267587,-123.1086543,214,2,Desserts,4.2,1,54575.0,10968.48,46.58,1,178.42535179216435
Breakfast Table,Vancouver,V6H 1H6,49.25855,-123.13856,295,2,Breakfast & Brunch,4.3,1,53861.11,8128.57,43.33,0,27.90070349350148
The Red Accordion,Vancouver,V6G 1A6,49.29025,-123.131768,148,2,Cocktail Bars,4.6,1,45387.1,22644.64,43.75,10,83.58864871257039
Koto Izakaya,Richmond,V6X 1C3,49.1785,-123.13362,85,2,Japanese,3.0,0,30400.0,5367.22,41.04,26,225.2266660321333
Waffleland Cafe,Vancouver,V6B 1A5,49.2834917,-123.1050237,58,2,Waffles,4.1,1,40148.15,10727.83,45.68,18,120.09531353368529
Village Sushi Bar,Richmond,V7E 6S4,49.1186027526855,-123.158828735352,64,1,Sushi Bars,4.4,1,46800.0,6499.02,18.31,0,703.7446787933658
Empire Seafood Restaurant,Richmond,V6X 2E3,49.170860309787,-123.1370628440032,250,2,Seafood,3.3,0,29900.0,8872.56,36.87,12,65.41517271099924
Pearl Hot Pot,Burnaby,V5E 2W5,49.2188387,-122.964481,103,2,Hot Pot,3.3,0,36730.77,6991.83,32.62,5,61.37495804899288
Axum Restaurant,Vancouver,V6A 1S4,49.2814936637038,-123.07779582314,82,2,Ethiopian,4.4,1,40988.89,3524.52,36.2,2,8.60155182250483
IT Char Burger,New Westminster,V3L 2B8,49.222413,-122.9122126,81,1,Burgers,4.5,1,45312.5,3656.72,23.77,1,70.55956556689729
Waves Coffee House,Richmond,V7E 3M3,49.1241798712256,-123.182890052597,49,1,Coffee & Tea,3.0,0,43733.33,3807.65,16.21,3,204.34991262832665
Seasons In the Park,Vancouver,V5Y 2M5,49.2416705486198,-123.112535476685,599,3,Seafood,4.0,1,43920.0,3293.94,36.83,0,289.3920187613742
Main Choice Chinese Restaurant,Surrey,V3W 2N5,49.1338858,-122.8518572,66,2,Chinese,3.8,0,33569.23,3024.85,30.21,2,23.407284644178567
Kosoo,Vancouver,V6E 1B2,49.28494,-123.12592,176,2,Korean,4.3,1,45331.51,22831.24,49.03,14,116.00006036151755
Guildford Station Pub,Surrey,V3R 4J6,49.18759,-122.79506,115,2,Pubs,3.5,0,36990.0,4921.09,28.28,5,376.88140267747207
Han Lin Noodle House,New Westminster,V3L 3B2,49.210381277082135,-122.91715603819992,143,2,Chinese,3.5,0,43654.05,7978.02,34.15,12,27.097919847174257
Commercial Street Cafe,Vancouver,V5N 4E8,49.2526261,-123.0681265,75,2,Cafes,3.5,0,39945.45,6613.93,36.01,0,133.8640046828172
The Dolar Shop - Richmond,Richmond,V6X 2C7,49.1752620984987,-123.134143498425,253,3,Hot Pot,4.1,1,29490.91,6519.45,39.95,17,167.6961929201928
The Sandbar Seafood Restaurant,Vancouver,V6H 3R9,49.271502,-123.134151,845,3,Seafood,3.7,0,53185.37,13765.48,41.32,2,361.01066746939097
Hanaya Japanese Restaurant,Surrey,V4P 1G6,49.05326,-122.80091,73,2,Japanese,4.0,1,44825.0,2830.48,22.12,2,14.07304772550091
White Lotus Cafe,Burnaby,V5B 2Y1,49.2656111504516,-122.97883607144,98,2,Vietnamese,4.5,1,39566.67,3498.82,28.95,2,151.5538498826411
Excellent Ice,Surrey,V3S 5X7,49.1016051,-122.8070208,8,4,Skating Rinks,3.3,0,46560.0,2979.6,28.08,0,422.401768059251
New Amsterdam Café,Vancouver,V6B 1H6,49.283004,-123.110008,79,1,Cafes,3.9,0,46207.14,11679.35,51.18,28,21.622189402728136
Abyssinia Ethiopian Restaurant,Burnaby,V3N 1B4,49.2224351,-122.9437792,35,2,Ethiopian,3.9,0,36028.57,6393.02,32.68,2,75.45647776421812
East Cafe,Vancouver,V5K 1Y8,49.2812767,-123.0563278,60,1,Coffee & Tea,4.3,1,41557.89,6837.83,35.47,2,15.58717448917998
Japanese Bistro Kamome,Vancouver,V5R 6C9,49.2371553,-123.0327306,51,2,Japanese,3.9,0,35156.52,9446.47,36.7,0,72.75608866226437
Mediterranean Donair House,New Westminster,V3L 3C6,49.215202,-122.9225917,18,1,Greek,3.8,0,41381.25,7339.84,27.75,10,79.57488481270633
Butchers Block BBQ,Burnaby,V5C 1R3,49.28129,-123.01453,143,2,Barbeque,3.8,0,41385.71,5259.68,27.72,9,68.4656790233383
CRAFT Beer Market False Creek,Vancouver,V5Y 0C4,49.2705604,-123.1063494,557,2,Beer Bar,3.4,0,53735.0,13077.03,49.73,1,140.21358488632504
Conte Food Importers,Burnaby,V3N 0B9,49.1930765013523,-122.971642618571,12,2,Specialty Food,4.4,1,38800.0,679.8,22.38,0,47.97831302543675
L'Artista,Burnaby,V5E 2H7,49.281231129459975,-123.0188885,60,2,Italian,4.0,1,41911.11,4951.6,27.37,6,17.0807312911245
The Taco Factory,New Westminster,V3L 3W9,49.22904,-122.89241,39,2,Mexican,3.4,0,47507.69,2863.2,33.38,5,158.65864555678365
Kokoro Tokyo Mazesoba,Vancouver,V6B 3H6,49.2833927,-123.115078,518,2,Japanese,4.1,1,48435.0,14327.25,51.32,22,48.60017658465843
The Greek Corner,Surrey,V3W 5A5,49.1343307,-122.8452682,91,2,Greek,3.6,0,34833.33,3353.82,28.13,6,10.920962155200266
Banana Leaf,Vancouver,V5Z 1J8,49.26302,-123.1225,351,2,Malaysian,3.7,0,55465.71,10228.27,39.65,5,47.78477201639204
Taverna Greka Restaurant,New Westminster,V3L 1A6,49.2049414,-122.9043168,166,2,Greek,4.1,1,45386.67,10691.55,47.19,7,53.540332482576936
Encore Suite,Vancouver,V6B 6G1,49.2776420028873,-123.109174971689,3,2,Sports Bars,4.3,1,49511.76,17934.25,49.78,15,143.18947504303492
Banh Mi Bar Restaurant,New Westminster,V3M 6V4,49.20279527932723,-122.91101334289716,133,1,Sandwiches,4.7,1,45478.26,11258.13,40.57,15,158.02475833481688
Grand Chinese Restaurant,Burnaby,V5C 3Z2,49.266893,-123.004262,68,2,Chinese,4.0,1,42618.18,6874.09,46.95,4,96.06644588915792
Steveston Pizza Company,Richmond,V7E 3A2,49.1250589553541,-123.185554660698,320,2,Pizza,4.2,1,45527.27,3850.48,16.16,3,147.60671288978
Chambar,Vancouver,V6B 2L3,49.2801460007961,-123.109925328073,1668,2,Belgian,4.2,1,48120.0,13733.22,48.82,22,32.84746246653956
Thai By Thai,Surrey,V3V 4B5,49.1698001,-122.8900551,107,2,Thai,4.1,1,34350.0,4321.08,32.51,0,25.189241732287858
Gyubee Japanese Grill,Richmond,V6X 3K2,49.1712466,-123.1351984,120,3,Japanese,4.3,1,29482.35,7175.94,36.75,13,156.18427664862682
D Original Sausage Haus,Richmond,V7E 3L9,49.1262632,-123.1825342,22,2,Delis,4.8,1,45000.0,4072.93,16.91,3,78.97265272376758
Calabash Bistro,Vancouver,V6B 2J7,49.281004479966,-123.104228199529,308,2,Caribbean,4.0,1,40006.45,10966.19,44.37,20,64.9020048252157
South Castle Korean Restaurant,Coquitlam,V3K 3P5,49.2487155457237,-122.859535957053,26,2,Korean,4.1,1,39311.11,3830.66,27.58,5,94.31851329994768
Sun Sui Wah Seafood Restaurant,Richmond,V5V 3N9,49.17807135336199,-123.13554115581708,462,2,Seafood,3.5,0,29514.29,5540.4,40.65,20,78.39514730154531
Roundel Cafe,Vancouver,V5K 1Y8,49.28129402513607,-123.055357,175,2,Breakfast & Brunch,3.5,0,42000.0,6562.69,35.54,2,43.014309093927125
New Mandarin Seafood Restaurant,Vancouver,V5N 5A2,49.2430789410403,-123.062085096174,282,2,Dim Sum,4.1,1,34761.11,7531.35,33.7,0,59.61777506768253
Basant Sweet House,Surrey,V3W 1R1,49.1509914,-122.8677853,7,2,Restaurants,4.1,1,30200.0,1142.8,33.97,3,10.058865532387712
El Comal,Burnaby,V5A 2H4,49.247876818077,-122.940112248954,53,1,Mexican,3.9,0,42800.0,844.53,22.86,0,351.8964206451858
Big Way Hot Pot,Burnaby,V5H 1Z8,49.2310987,-123.0083309711633,105,2,Hot Pot,4.0,1,34411.11,8326.47,37.23,7,38.16132017237322
JOEY Burrard,Vancouver,V6Z 1X9,49.282606,-123.1231879,687,2,Canadian (New),4.1,1,46740.28,20371.01,50.19,19,54.55291244483032
Starbucks,Surrey,V3W 3K3,49.1043053,-122.7393799,4,1,Cafes,4.5,1,42057.14,2721.72,28.62,3,15.941621268478526
Safari Snack House And Grill,Burnaby,V5E 3N1,49.239118670642895,-122.96287338465577,45,2,African,3.9,0,44600.0,2071.61,28.33,2,81.58289124261282
Anh and Chi,Vancouver,V5V 3M7,49.2550314422938,-123.100882202153,796,3,Vietnamese,4.0,1,51346.34,8329.22,40.74,3,7.911230767375117
Linh Cafe,Vancouver,V6Z 1N2,49.2746716,-123.12989802,366,2,Vietnamese,3.9,0,50539.29,21215.01,44.7,9,89.95986943766403
Ramen DANBO,Vancouver,V6M 2A3,49.23480431478797,-123.15913584083316,31,2,Ramen,4.4,1,41843.48,4513.72,24.43,1,78.16618982107713
Siam Le Bien,Burnaby,V5C 2J5,49.2813,-123.01068,106,2,Thai,4.3,1,40544.0,5347.52,26.59,8,104.92701602967324
Hee Rae Deung,Coquitlam,V3K 3V9,49.2475518179184,-122.891984134912,70,2,Korean,4.0,1,37257.14,5940.56,35.89,7,117.6303877635317
Cabizerra Bistro,Surrey,V3R 1V8,49.1987463,-122.8134292,12,1,Filipino,4.8,1,35141.18,5250.95,29.44,2,26.01090412680602
ChongQing Restaurant,Surrey,V3W 3N4,49.15272034339086,-122.88974194707586,64,2,Chinese,3.1,0,34600.0,6083.1,32.38,0,37.11506452338074
Breka Bakery & Cafe,Vancouver,V6E 1Y4,49.2857242811844,-123.1271553452,395,1,Cafes,3.9,0,45197.33,22271.77,48.26,13,38.03449187077022
Shanghai Fortune Cuisine,Burnaby,V5H 2A9,49.22954179328731,-123.0046759319506,32,1,Chinese,3.9,0,33954.29,12329.57,39.62,13,75.49461618849132
Sal y Limon,Surrey,V3S 9H7,49.0469347453396,-122.77867790858,111,2,Mexican,3.8,0,42577.78,4505.6,24.13,2,104.33948874815447
Creme de la Crumb Bakeshop & Catering,Vancouver,V5L 3K6,49.2738565,-123.0775108,16,1,Bakeries,3.3,0,43614.81,5094.65,36.22,0,10.75885635244102
Sushi Heaven,New Westminster,V3L 3X6,49.2306827,-122.8929216,64,1,Sushi Bars,3.8,0,47485.71,2842.66,32.88,5,31.69647263728694
Vault Restaurant,Surrey,V3S 4C8,49.10711,-122.73478,173,2,Steakhouses,3.9,0,41200.0,2752.94,28.74,4,71.0733066058437
50's Burgers,Burnaby,V3N 1B9,49.22481,-122.94043,130,2,Burgers,3.6,0,36036.36,5838.79,30.11,3,60.98780764611987
Barcelos Flame Grilled Chicken,Burnaby,V5J 1P8,49.19813330438935,-122.97878590283268,49,2,Portuguese,3.8,0,42400.0,151.96,24.57,2,107.36670258915599
Chan's Garden,New Westminster,V3L 3X4,49.2298584,-122.8930588,81,2,Chinese,3.7,0,47485.71,2842.66,32.88,5,72.89361572416944
Steve's Poké Bar,Surrey,V3R 4G5,49.18376,-122.80127,102,2,Hawaiian,4.5,1,36428.57,5919.43,27.62,4,25.68900302697269
Whole Food Market,Vancouver,V5Z 1C6,49.2640495,-123.1150513,17,1,Coffee & Tea,3.9,0,55909.68,9895.18,42.86,5,47.80106632351413
Double Double Restaurant 老油条,Richmond,V6X 2C2,49.18038,-123.13547,193,2,Cantonese,3.4,0,29750.0,4620.35,43.33,24,83.10803300529624
Cafe 106,Burnaby,V5H 2G1,49.2237644468902,-122.988622382664,52,1,Coffee & Tea,4.3,1,33828.57,7022.97,41.54,4,106.68317373902099
Social Corner,Vancouver,V6B 5S3,49.2785831916346,-123.118480343303,335,3,Pizza,3.6,0,49698.15,20336.11,50.2,20,172.82426498816096
S2 Cafe House,Vancouver,V6A,49.2807503,-123.0853195,12,1,Cafes,3.8,0,33600.0,4230.74,31.81,1,45.29023209249803
Kiki's Restaurant,Surrey,V4A 9E3,49.03728,-122.80147,48,2,Mediterranean,3.8,0,39152.94,4433.64,15.86,1,59.00322663261534
Lido Restaurant,Richmond,V6X 3L7,49.18254316529722,-123.13415835841272,394,2,Hong Kong Style Cafe,3.6,0,30700.0,3407.08,48.72,25,191.2759770412239
Score on Davie,Vancouver,V6J 5L1,49.2823221457395,-123.134614739512,382,2,Sports Bars,4.3,1,45461.04,22773.07,48.79,2,30.701075416589315
Sabai Thai Restaurant,Surrey,V3R 4B1,49.1909867,-122.8065349,110,2,Thai,4.0,1,35350.0,7115.56,29.37,2,3.4867025411144517
North Noodle House,New Westminster,V3M 0G3,49.200992,-122.913094,127,2,Chinese,3.9,0,44968.42,13227.66,41.0,15,7.728358847031394
Minami,Vancouver,V6B 2T9,49.2752733,-123.1207029,846,3,Japanese,4.1,1,51796.0,20869.79,47.75,15,118.4290638563887
Black Frog Eatery,Vancouver,V6B 2M8,49.284598,-123.108687,240,2,Pubs,3.8,0,43339.13,9906.17,48.62,22,117.65674858536151
Chen,Burnaby,V5C 2J6,49.28086095595619,-123.0091730738817,28,2,Vietnamese,4.1,1,39917.24,5180.7,26.93,9,30.217364830944643
Osteria Savio Volpe,Vancouver,V5T 3K5,49.2574913,-123.0909344,500,3,Italian,4.2,1,46455.77,9111.05,42.93,2,72.80815574264885
Thai New West,New Westminster,V3L 3W9,49.229001,-122.89251,95,2,Thai,3.8,0,47485.71,2842.66,32.88,5,155.3501471362809
Marulilu Cafe,Vancouver,V5Y 1R4,49.26338,-123.11415,303,2,Cafes,4.0,1,56120.0,9816.14,42.82,5,31.853446860580696
Kojima Sushi,New Westminster,V3L 3B1,49.2106056213379,-122.917495727539,54,1,Sushi Bars,2.8,0,43427.03,7872.3,33.18,12,53.27672035922984
75 West Coast Grill,Richmond,V6X 1A3,49.170509,-123.140563,80,2,Lounges,3.8,0,29633.33,7928.77,37.0,7,39.687317622345624
Redbud Cafe,Richmond,V6Y 1P3,49.1622807256808,-123.131702194383,35,2,Hong Kong Style Cafe,3.1,0,32077.42,11848.27,28.7,5,93.03636848235514
Lahori Sweets & Restaurant,Surrey,V3W 0E6,49.1484413,-122.8649063,49,2,Halal,4.0,1,29900.0,1815.89,34.93,3,213.79057899616294
Sapporo Kitchen,Surrey,V4A 4N3,49.03159912001535,-122.80144046744888,102,2,Japanese,3.9,0,41216.67,6358.39,14.01,3,35.85461605959343
Earls Kitchen + Bar,Vancouver,V6Z 1V3,49.281536,-123.12368,334,2,Canadian (New),3.7,0,47422.37,23280.93,48.55,18,94.75953933089058
Saku,Vancouver,V6G 2G5,49.28923400821203,-123.13230361739016,525,2,Japanese,4.5,1,45545.45,22153.3,43.79,10,19.06277491233838
Dutch Anchor Restaurant,New Westminster,V3M 5B3,49.19446139999999,-122.9279768,56,2,Greek,3.3,0,48480.0,4484.7,31.15,0,54.159124524398
Salmon n' Bannock,Vancouver,V6H 1G5,49.2631378,-123.1296705,270,2,Canadian (New),4.5,1,54507.5,10940.23,40.47,3,49.78713961415875
Maruhachi Ra-men,Vancouver,V6G 2J6,49.2905691,-123.1333951,809,2,Ramen,4.3,1,45147.54,23765.56,44.18,9,41.804372836499724
Oddfish,Vancouver,V6J 5B8,49.2708136,-123.1475237,108,3,Seafood,4.1,1,54839.47,8712.44,41.68,3,173.35448344019647
R & H Chinese Food,Richmond,V6X 2X9,49.17571487673434,-123.13191884109996,222,2,Food Court,4.0,1,29550.0,5670.48,39.41,17,211.86796066008083
Bamboo Grove,Richmond,V6X 1A5,49.163311,-123.13637,32,2,Seafood,3.4,0,31987.5,11456.1,28.24,5,27.201542233233756
Zhous Chinese Restaurant,Coquitlam,V3J 3R3,49.2626492660541,-122.839037613753,28,1,Chinese,3.3,0,45422.22,2021.37,20.45,1,121.30973745267033
Anny's Dairy Bar,New Westminster,V3L 3C5,49.214855,-122.922433,141,1,Canadian (New),4.2,1,41381.25,7339.84,27.75,11,112.96958682518371
European Breads,Vancouver,V5V 4G3,49.2463202,-123.0899976,26,1,Bakeries,3.7,0,44147.37,6678.9,30.92,1,22.59492681620373
Omega Pizza & Wings,Surrey,V3W 5A8,49.14043655771575,-122.8459367,35,1,Pizza,2.6,0,32690.91,3485.68,31.75,2,40.70095858415448
Tasty Donair,Surrey,V3W 2P2,49.133938,-122.842573,55,1,Donairs,4.3,1,35371.43,3494.2,28.85,5,59.6569772786451
The Dirty Apron Delicatessen,Vancouver,V6B 2L3,49.2805632,-123.1091772,74,2,Cafes,4.5,1,47288.24,13234.57,49.32,24,96.99520847529543
Hangang Korean Restaurant,Coquitlam,V3K 3P5,49.24868041062316,-122.85874128895492,12,2,Korean,4.1,1,39311.11,3830.66,27.58,5,41.69154945596007
Red Robin Gourmet Burgers and Brews,Surrey,V3R 4G6,49.18838300274452,-122.80139260276438,116,2,Burgers,3.6,0,35895.24,6986.41,28.96,7,23.050767764459728
Garden Cafe at VanDusen Garden,Vancouver,V6M 4H1,49.2383826,-123.1281484,54,2,Cafes,3.1,0,41246.15,2852.86,29.98,0,55.98331628563189
Crispy Falafel,Coquitlam,V3K 6P9,49.2352018438231,-122.855761778291,25,2,Falafel,3.7,0,42280.0,2925.93,28.22,3,280.3625552961604
La Forêt,Burnaby,V5J 4B3,49.2212819390063,-122.995836958493,590,2,Coffee & Tea,3.7,0,33271.43,8714.52,42.14,0,188.95211046517792
Browns Socialhouse Panorama,Surrey,V3S 5K7,49.10397,-122.798523,56,2,Pubs,3.3,0,47100.0,4730.17,27.24,2,103.93007896071293
Jam Cafe on Beatty,Vancouver,V6B 2L3,49.2802586,-123.1096376,1573,2,Breakfast & Brunch,4.4,1,48429.41,13454.61,48.95,24,53.63485047752803
The Flying Pig - Yaletown,Vancouver,V6B 2S2,49.27501,-123.122,1436,2,Canadian (New),4.0,1,51596.0,20042.06,46.94,15,41.17995688192717
Cactus Club Cafe,Burnaby,V5C 3Y6,49.26671212,-123.01085799,176,2,Canadian (New),3.7,0,42150.0,6435.25,47.48,3,103.3283398411765
Crossroads Cafe,Vancouver,V6Z 1S4,49.28288,-123.12191,2,1,Cafes,4.5,1,46825.76,20316.14,50.94,24,81.01823623100877
Parker Place Aberdeen Meat & B.B.Q,Richmond,V6X 3V7,49.1819617,-123.1364551,186,2,Meat Shops,4.2,1,29900.0,3402.03,46.29,21,51.99928989970097
C Market Coffee,Coquitlam,V3K 6V9,49.2338639121429,-122.8530460160252,104,2,Coffee Roasteries,4.0,1,42240.0,700.41,25.67,3,108.84860144791992
Sushi Mori,Surrey,V4A 2H9,49.0457580108793,-122.7973473,73,2,Japanese,3.4,0,39072.73,3339.77,18.5,0,54.13853932152376
Chopsticks On Pho,Surrey,V3S 0X9,49.1044634,-122.7986729,108,2,Vietnamese,3.8,0,47100.0,4730.17,27.24,2,88.47096150956462
The Taste of Africa,Surrey,V3T 2X6,49.196348,-122.845649,35,1,African,4.4,1,36675.0,5392.19,43.98,1,185.61909069440645
Red Dot Cafe,Richmond,V6V 2H7,49.1861496,-123.0807571,14,2,Cafes,3.7,0,34285.71,4352.54,25.19,0,93.00178526910592
Boston Pizza,Burnaby,V5H 4L7,49.2267071,-123.0039352,76,2,Pizza,2.5,0,33622.22,11232.38,39.76,12,66.49535819504955
No.1 Beef Noodle House,Burnaby,V5G 3H5,49.2425291,-123.004037333135,215,2,Taiwanese,3.4,0,38830.77,2617.73,27.29,0,40.11108531161049
Ole Ole Mexican Deli,New Westminster,V3M 4K4,49.21157,-122.93511,53,2,Mexican,3.5,0,39986.67,6841.06,29.8,3,97.54441368414045
Lunch Lady,Vancouver,V5L 3W9,49.27497,-123.06915,368,2,Vietnamese,4.2,1,45062.86,6833.43,36.64,1,26.65637435986467
Faubourg,Vancouver,V6M 1Z1,49.2344771,-123.1574179,206,2,Bakeries,3.5,0,41700.0,4110.37,24.06,1,52.44115269111073
