store_name,city,latitude,longitude,target_rating,target_is_successful,median_income,pop_density_sqkm,pct_age_20_39,competitor_count_500m,nearest_transit_distance_m
Nana's Green Tea,Vancouver,49.267587,-123.1086543,4.2,1,54575.0,10968.48,46.58,3,178.42535179216435
The Keg Steakhouse + Bar,Vancouver,49.28602851408301,-123.12446573128037,4.1,1,45022.22,18315.58,47.96,31,82.37466953270008
Xin Chào,Vancouver,49.2626123961945,-123.11515357347383,4.1,1,55262.5,8301.71,39.31,21,23.014529264933575
Landmark Hotpot House,Vancouver,49.2498660758194,-123.11556053834,3.9,0,51336.0,5343.97,33.1,0,55.13900154827208
Pizzeria Ludica,Vancouver,49.2800427277576,-123.108486811639,4.0,1,45027.78,13441.93,48.16,41,91.1827877740829
A.Bento,Vancouver,49.263164,-123.118857,3.9,0,56009.09,8141.12,38.18,27,59.231475012495146
Italian Kitchen,Vancouver,49.2825685,-123.1236112,3.8,0,47012.16,20529.05,49.81,46,37.65176997702649
Whole Food Market,Vancouver,49.2640495,-123.1150513,3.9,0,55909.68,9895.18,42.86,20,47.80106632351413
Le Marché St. George,Vancouver,49.2456344,-123.0941734,4.1,1,45500.0,5641.75,30.57,3,290.3267117542322
Cafe & Life Co.,Vancouver,49.265218,-123.116184,4.5,1,57748.28,10835.6,40.79,20,80.51223806682377
Perfecto Cafe,Vancouver,49.28871769896423,-123.1314811,4.9,1,45513.04,22528.33,44.49,26,67.48825242440192
New Amsterdam Café,Vancouver,49.283004,-123.110008,3.9,0,46207.14,11679.35,51.18,52,21.622189402728136
Breka Bakery & Cafe,Vancouver,49.2857242811844,-123.1271553452,3.9,0,45197.33,22271.77,48.26,28,38.03449187077022
Trafiq Cafe & Bakery,Vancouver,49.2474862,-123.1011218,4.4,1,48990.62,6065.56,31.94,6,109.07476380875701
Caffe Di Beppe,Vancouver,49.28235624721356,-123.1045101,4.3,1,40528.57,11038.37,44.97,39,13.103100949256625
Bread x Butter Cafe,Vancouver,49.2841611,-123.1199654,4.0,1,46815.09,18828.57,51.3,58,53.83437557798638
Terra Breads,Vancouver,49.27144458615277,-123.1067987907931,3.9,0,52291.3,13849.82,48.92,2,231.27163287249448
Mercato Di Luigi,Vancouver,49.259654006064046,-123.0913247,4.5,1,47051.06,9906.13,45.47,9,166.15979196441452
The Flying Whale Waterfront Cafe,Vancouver,49.2892871686,-123.110275449,4.4,1,42636.36,7461.07,42.61,13,300.3398140374412
Crackle Creme,Vancouver,49.27776,-123.0981399,4.3,1,38103.45,9891.2,41.78,13,92.61955974144102
Broye Cafe & Bakery,Vancouver,49.285311,-123.117205,4.3,1,46900.0,15793.03,50.46,52,65.9391971442138
Their There,Vancouver,49.2679649501648,-123.151158941154,4.2,1,55439.58,9783.32,41.05,13,27.532232653138315
Aiyaohno Cafe,Vancouver,49.28108,-123.1049,4.6,1,40960.0,11371.41,45.88,40,42.08049998408069
Cafe Kitsune,Vancouver,49.2843189,-123.10811606730482,4.1,1,42692.31,9881.52,48.8,45,126.01318692826405
Nonna's Cucina,Vancouver,49.280915,-123.060235,4.5,1,42356.76,5769.66,36.65,4,38.363346951684704
Hunnybee,Vancouver,49.2778557236571,-123.097276474569,4.0,1,37620.0,10014.45,41.21,13,58.177246037886434
Café Portrait,Vancouver,49.2881056129168,-123.140413686633,4.3,1,45482.76,24653.96,43.57,10,54.35843505071338
Marché Mon Pitou,Vancouver,49.2654349,-123.1357134,4.2,1,54719.51,10589.63,40.54,4,192.7447407540763
The Golden Horn Turkish Bakery & Cafe,Vancouver,49.25981092848732,-123.11540668,4.7,1,55188.89,7906.37,39.92,23,38.62103190357008
Cowdog Coffee,Vancouver,49.2682421476335,-123.1486199,4.1,1,54951.06,9544.92,41.08,13,88.47572774588312
Honeybrew,Vancouver,49.27770339765184,-123.1269430835161,4.1,1,49326.47,24027.21,47.8,37,17.1768403322199
7 Days Coffee,Vancouver,49.2762673787726,-123.11571355470014,4.6,1,52020.0,20733.57,50.39,34,59.133156707870604
To Live For Bakery,Vancouver,49.27121199258215,-123.0565958,4.6,1,42724.32,6058.1,31.87,0,146.33019450738036
Dutch Wooden Shoe Cafe,Vancouver,49.2560017,-123.114899418709,3.8,0,54883.78,7844.58,37.64,7,63.34546632142724
Convivial Cafe and Bakery,Vancouver,49.2675426,-123.1196639,4.7,1,56671.43,12729.41,40.74,7,142.76806319664792
Truck Stop Cafe,Vancouver,49.2754522,-123.0771151,4.3,1,43616.0,4994.09,35.98,2,20.432294854874304
Saunter Coffee,Vancouver,49.2825165,-123.1112558,4.5,1,47712.5,12542.43,51.69,53,9.648950234817377
Sio Bread,Vancouver,49.2788451,-123.09957643313524,4.4,1,38703.23,12103.31,42.17,15,13.844576099776946
Caffe Mira,Vancouver,49.2787456,-123.129878,4.3,1,48665.79,26385.38,48.14,27,25.469735034824225
Mishmish,Vancouver,49.25398,-123.09019,4.5,1,45881.4,7510.25,36.83,6,14.729684762512884
JJ Bean Coffee Roasters,Vancouver,49.287471,-123.116865,3.8,0,46193.1,12201.88,48.28,42,110.38428584974305
Greenhorn Cafe,Vancouver,49.2866689,-123.1341521,4.1,1,45333.33,24243.11,44.86,26,320.22547462333034
Annabelle's,Vancouver,49.27908159282256,-123.10187134891748,4.8,1,38873.33,12425.85,43.12,27,143.41276618006808
Caffe Mira,Vancouver,49.2568399,-123.10088,4.2,1,50754.55,8463.47,42.64,10,17.820810163324396
Halfday Tea + Flower,Vancouver,49.2635709085802,-123.124036450926,4.1,1,55141.03,10809.15,38.93,15,86.65648717447714
Catfe,Vancouver,49.28029,-123.10675,3.5,0,42812.5,12649.65,47.28,41,68.91756015947936
Chez Nous,Vancouver,49.27446660098396,-123.12415938465575,4.2,1,51034.62,22041.28,45.68,28,126.76996194603973
Nīzu Cafe,Vancouver,49.28529078349641,-123.11634502209048,4.1,1,47255.0,15754.82,50.77,54,26.99639486240032
Wren Cafe,Vancouver,49.2763871,-123.1188171,4.3,1,51645.83,21151.02,48.57,45,56.16012002371709
Propaganda Coffee,Vancouver,49.2804927884879,-123.09908829727,4.0,1,38806.25,9252.92,42.34,25,22.037457179485838
Mah Milk Bar,Vancouver,49.271091,-123.065523,4.4,1,45038.1,7151.59,35.54,4,292.8593285370431
C Market Coffee,Vancouver,49.23830235993891,-123.1019412,3.7,0,43366.67,3852.36,31.0,0,44.74941794777198
Artigiano- Cambie,Vancouver,49.26423028055726,-123.11449449509382,4.3,1,55974.07,9542.23,42.62,19,44.76584690979027
Waffleland Cafe,Vancouver,49.2834917,-123.1050237,4.1,1,40148.15,10727.83,45.68,33,120.09531353368529
Thierry - Mount Pleasant,Vancouver,49.262040137647766,-123.09941897473132,4.0,1,51134.21,8607.22,46.31,14,13.25683656310414
JJ's Fine Dining,Vancouver,49.2813,-123.11124,4.5,1,48109.09,13371.47,50.82,55,55.13118494679265
LOT185 Cafe + Wine Bar,Vancouver,49.28971,-123.11607,4.5,1,45220.0,9636.86,44.98,25,350.0989032272931
Sneaky Pete's Pool Cafe,Vancouver,49.280892171875216,-123.07399213314056,4.5,1,43440.0,4497.5,37.97,4,53.107983174913024
93 Coffee,Vancouver,49.28853156299956,-123.1392191,4.2,1,45413.33,25153.23,43.96,18,32.49257446206352
Hello Kitty Cafe,Vancouver,49.28660343734038,-123.1281965598464,3.8,0,45256.34,21628.92,46.99,24,81.37071706793131
Legato Tea and Coffee,Vancouver,49.234794,-123.1595431,4.3,1,41843.48,4513.72,24.43,6,58.642033951675394
The Belgian Chocolate Cafe,Vancouver,49.27486,-123.112955,3.8,0,52597.5,20168.86,48.82,15,199.98271509131308
Matchstick Coffee,Vancouver,49.257302653286,-123.090361582581,3.9,0,46328.57,9001.95,42.61,6,32.16977667939816
Prado Cafe,Vancouver,49.2818961,-123.1074141,3.9,0,42937.5,12267.04,47.81,42,43.337178998586076
Rocanini Coffee Roasters,Vancouver,49.27719779103568,-123.11522535767266,4.2,1,51655.56,20846.63,50.26,37,90.0279762232616
Ele Cafe,Vancouver,49.263563,-123.124043,4.3,1,55141.03,10809.15,38.93,15,86.97871326167123
Lumine Coffee,Vancouver,49.26821520893845,-123.1496446218722,4.3,1,55180.43,9403.09,41.67,12,23.1441666566892
C41 Coffee,Vancouver,49.2682375,-123.1708713,4.7,1,52511.11,7806.01,38.77,3,147.78227390664122
Knight Street Cafe,Vancouver,49.2496779,-123.07631192270182,4.3,1,40810.0,7256.51,34.28,2,5.828708800699024
Social Crust,Vancouver,49.2826504,-123.1114627,4.6,1,47712.5,12542.43,51.69,50,20.945798372998013
Breka Bakery and Cafe,Vancouver,49.2914,-123.13592,3.9,0,45418.87,26560.89,43.04,23,17.796508754758495
Elysian Coffee Broadway,Vancouver,49.263083,-123.117317,4.0,1,56474.19,8686.31,38.34,25,64.50180952460778
Cafe Lokal,Vancouver,49.2683300473659,-123.16486839205,4.4,1,53602.5,9428.5,41.72,2,10.41032566998696
Continental Coffee House,Vancouver,49.2472882191904,-123.101281828922,4.0,1,48990.62,6065.56,31.94,6,131.11832959958338
Honolulu Coffee,Vancouver,49.2344233,-123.154854,3.9,0,42226.09,4148.81,24.29,6,28.0418677725457
Cafe Algarve,Vancouver,49.2597049,-123.0700568,3.8,0,44087.18,6894.88,39.0,0,38.81284387315877
JOY Cafe,Vancouver,49.2098293,-123.1182943,3.5,0,35190.48,4255.0,38.44,0,52.8674066374034
Ellipsis,Vancouver,49.269369644600665,-123.1401449,3.5,0,55294.74,9085.86,38.11,14,30.397664378871315
Pallet Coffee Roasters,Vancouver,49.28691488337768,-123.1223509,5.0,1,45223.53,17323.34,47.68,41,72.4494295588742
Wicked Cafe,Vancouver,49.26544874408263,-123.135842,3.8,0,54719.51,10589.63,40.54,5,183.29465352618442
Mink - A Chocolate Café,Vancouver,49.2864696,-123.1156543,3.6,0,46700.0,14218.14,50.58,45,121.71131913664377
Cafe Algan,Vancouver,49.21776115384755,-123.1184714888478,4.7,1,35568.42,4558.62,34.16,0,145.17350864465786
Charisma Cafe & Dessert House,Vancouver,49.27998259460614,-123.1087145,3.9,0,45367.57,13394.77,47.65,39,73.36852621854904
Livni Café & Bakery,Vancouver,49.2640185,-123.1557477,4.8,1,53075.0,10332.53,41.45,2,6.513638809895835
Breka Bakery & Café,Vancouver,49.24383730986246,-123.10114614665508,3.9,0,47051.85,4312.25,30.54,4,32.11319148193541
Peaked Pies,Vancouver,49.263195928516275,-123.12079366441708,4.0,1,56488.24,8450.08,39.11,24,36.43138605784375
Mitchie Matcha,Vancouver,49.2462951,-123.1015338,3.9,0,49355.17,5981.59,31.91,6,48.061595773839194
Chau Cafe,Vancouver,49.2385534,-123.0652551,4.4,1,33442.42,7554.04,32.82,1,95.1461266761492
Matcha Corner,Vancouver,49.25241038000087,-123.08104379663044,3.7,0,42570.0,7399.28,35.88,1,33.151408616184604
Yaletown Gelato,Vancouver,49.27492,-123.12321,4.1,1,51157.69,20357.6,46.5,31,50.385098080986516
The Lion's Den Cafe,Vancouver,49.257273,-123.089984,3.8,0,46181.63,8943.99,42.35,6,32.54598066853203
Feast & Fallow,Vancouver,49.233715,-123.112521,4.2,1,38220.0,4023.73,33.76,1,91.43728263708657
Railtown Cafe,Vancouver,49.2850022,-123.0955516,4.1,1,34113.04,7189.79,35.21,5,245.26408221095272
AM Cafe,Vancouver,49.26214,-123.09476,4.6,1,48030.0,8213.59,47.28,9,65.51846489414568
Deville Coffee,Vancouver,49.2853546768392,-123.11246584304324,3.9,0,47370.37,12348.73,51.35,43,39.31694022382584
Foglifter Coffee Roasters,Vancouver,49.2531365,-123.1007951,3.8,0,50306.98,7714.65,38.11,7,10.221013384466822
Cloud & Shine Cafe,Vancouver,49.2637371,-123.1574019,4.8,1,52243.14,9610.01,41.14,2,17.00939102244014
Amberdo Cafe,Vancouver,49.26815163219932,-123.16559608218212,4.4,1,53417.95,9207.72,41.37,2,53.716867308273685
Aidan’s Coffee And Food,Vancouver,49.26384116132019,-123.1222828,4.0,1,55740.0,10668.37,39.17,20,45.457285797265854
Comma Cafe,Vancouver,49.256915,-123.126921,4.4,1,53627.03,8256.2,41.1,2,29.727139946035
Stega Eatery,Vancouver,49.28369,-123.10914,4.5,1,44600.0,11001.1,50.4,50,32.79920398766056
Aidan's,Vancouver,49.28776,-123.11833,4.1,1,46348.39,14620.07,48.49,39,105.33422066830254
Sula Cafe,Vancouver,49.26617077297887,-123.0992835,4.4,1,51780.77,8691.27,50.46,8,117.13562350905393
Japanese Bistro Kamome,Vancouver,49.2371553,-123.0327306,3.9,0,35156.52,9446.47,36.7,6,72.75608866226437
Aphrodite's Organic  Pie Shop,Vancouver,49.2684732,-123.1834864,3.3,0,49950.0,5598.9,35.79,0,102.75872567118338
The Garden Strathcona,Vancouver,49.28076,-123.08563,4.7,1,33600.0,4230.74,31.81,3,51.893595904604524
CHAU Veggie Express,Vancouver,49.2726237,-123.1356235,4.2,1,53797.62,13319.17,41.38,12,366.86505866204004
Off the Tracks Espresso Bar and Bistro,Vancouver,49.2704079,-123.1340809,3.7,0,53758.97,12660.0,40.12,11,307.3134237483426
Creme de la Crumb Bakeshop & Catering,Vancouver,49.2738565,-123.0775108,3.3,0,43614.81,5094.65,36.22,1,10.75885635244102
The Narcissus,Vancouver,49.28423,-123.06998,4.3,1,42876.19,4827.1,42.81,1,39.7397354793259
La La Island,Vancouver,49.26435443750349,-123.171443449561,4.6,1,49588.24,6490.37,36.63,1,24.43486543106615
Sciué Italian Bakery Caffé,Vancouver,49.28691,-123.1224397,3.1,0,45223.53,17323.34,47.68,41,76.04142578623117
49th Parallel Coffee,Vancouver,49.2591330651218,-123.10088478104,4.1,1,51388.1,8164.82,45.11,14,39.76258334234562
Elaichi Chai,Vancouver,49.22763434326447,-123.0909828,4.6,1,35680.0,6708.27,32.1,1,28.089251918802386
Provisions Kitsilano,Vancouver,49.268062,-123.157371,4.0,1,53936.96,10192.59,41.99,4,112.37351810699106
Gigi Blin,Vancouver,49.20844,-123.13811,4.4,1,36592.59,4908.38,31.45,4,53.431371918469
Amberdo Cafe,Vancouver,49.28265,-123.13193,4.8,1,45922.62,24828.72,48.29,12,138.92674442710987
Cafe Marie,Vancouver,49.282039,-123.113726,4.6,1,48450.0,13929.61,50.19,63,111.26585894403473
Flamingo Cafe,Vancouver,49.279491,-123.123094,4.9,1,48877.14,23249.57,48.36,55,100.95083316960367
Wicked Cafe & Bakery,Vancouver,49.258148357899415,-123.18436469882728,4.3,1,43896.3,5032.93,28.52,0,11.902638192190581
Giovane Caffè,Vancouver,49.28072628962966,-123.1156954,3.8,0,48682.98,17257.65,50.06,54,26.241034303229675
D'oro Gelato e Caffè,Vancouver,49.2861418,-123.1274473,4.1,1,45221.92,22052.17,47.42,27,10.066012029071256
East Cafe,Vancouver,49.2812767,-123.0563278,4.3,1,41557.89,6837.83,35.47,5,15.58717448917998
Prospect Point,Vancouver,49.3128081868922,-123.142869863626,3.5,0,,,,0,1493.935818677331
Guffo Cafe,Vancouver,49.27807236813407,-123.1144042533513,4.3,1,50953.33,20066.65,50.62,44,32.815633173729836
My Island Café,Vancouver,49.27031,-123.13626,4.7,1,54410.0,11796.38,40.91,11,159.32403803932027
Commercial Street Cafe,Vancouver,49.2526261,-123.0681265,3.5,0,39945.45,6613.93,36.01,0,133.8640046828172
Finch's Market,Vancouver,49.2785699636665,-123.093410391164,4.0,1,35550.0,6360.24,34.6,10,212.1796460069918
Harvest Community Foods,Vancouver,49.277781,-123.0980624,3.6,0,38103.45,9891.2,41.78,13,88.93634845230285
TV Dinner Market & Café,Vancouver,49.2687123,-123.1451282,4.8,1,54454.55,9208.11,41.8,16,51.87962774754754
Holts Café - Vancouver,Vancouver,49.2839108,-123.1165955,3.6,0,47888.89,16170.81,50.47,61,77.90309723903366
Tastes On Tenth,Vancouver,49.2618164,-123.1180584,4.0,1,56305.71,8401.11,38.16,27,171.66454155340492
Élysées,Vancouver,49.22885,-123.116879,4.1,1,36266.67,4063.42,32.58,0,67.59861097636858
Ciclo Espresso & Cocteles,Vancouver,49.2809421846657,-123.11498706471671,4.5,1,49002.13,15022.03,50.04,56,36.630322369658266
Faubourg,Vancouver,49.2830902204043,-123.121585475241,3.4,0,46814.06,20110.23,51.28,51,68.87210267199418
TurF,Vancouver,49.2682200041763,-123.151621297002,3.8,0,55439.58,9783.32,41.05,12,49.468694480831275
Loafe Cafe,Vancouver,49.2660042,-123.2492292,3.7,0,34940.0,3031.61,39.31,2,82.69973399832145
Trees Organic Coffee,Vancouver,49.2848880197924,-123.114343569975,3.6,0,47606.06,13979.53,51.02,54,21.820724564554972
Broyé Cafe & Bakery,Vancouver,49.22632,-123.09036,4.0,1,35315.15,6713.46,32.08,1,64.93961432875903
Oidé Coffee,Vancouver,49.2695665,-123.14023192883664,4.2,1,55384.62,9140.79,38.38,15,14.487836148071317
Railtown Cafe,Vancouver,49.2800358888925,-123.123520255129,3.0,0,48736.11,23425.71,48.51,48,77.13915093954412
Forecast Coffee,Vancouver,49.25859804273446,-123.10083769261838,3.4,0,51260.0,8086.88,44.44,10,23.21600808381041
Railtown Cafe,Vancouver,49.2852667967034,-123.114296054582,3.6,0,48234.48,13074.38,51.66,53,7.774923575455888
The Paper Crane,Vancouver,49.2626112,-123.0922038,4.0,1,46592.11,7801.87,46.88,7,32.36984929588161
Market Veranda,Vancouver,49.28939289664475,-123.13270285767328,4.0,1,45532.31,22492.52,43.62,25,35.35048506282626
Hiel Cafe,Burnaby,49.2190187,-122.92795,4.3,1,38866.67,5978.42,25.91,6,34.729896975814555
S2 Cafe House,Vancouver,49.2807503,-123.0853195,3.8,0,33600.0,4230.74,31.81,3,45.29023209249803
Olivier’s Cafe,Vancouver,49.282016354956944,-123.12312188381296,3.8,0,47196.05,21375.74,49.52,40,75.40683995037354
Eden Cafe,Vancouver,49.2812949,-123.0904826,4.3,1,33991.3,5184.18,32.54,6,42.67093656643834
Oriole Cafe,Vancouver,49.2040408407995,-123.13420927686,4.4,1,36622.22,6087.65,34.47,2,124.5728270740184
Matchstick Café,Vancouver,49.28318,-123.13494,3.7,0,45354.43,25183.99,47.22,7,23.381782790411073
Great Dane Coffee,Vancouver,49.2700488028238,-123.250755445288,4.2,1,31440.0,2199.77,41.7,2,255.30204676892214
The Corner Store Cafe,Vancouver,49.26953,-123.13896,4.0,1,56047.06,9298.15,37.43,13,43.64553234164255
Faubourg,Vancouver,49.2344771,-123.1574179,3.5,0,41700.0,4110.37,24.06,6,52.44115269111073
Agora Cafe,Vancouver,49.28573972263773,-123.12224768834332,4.2,1,45842.11,18080.44,49.22,43,80.69147291251024
Il Mondo Caffe,Vancouver,49.26798192279789,-123.0693353,3.9,0,44457.89,7084.76,37.66,3,15.674579501822475
Faubourg,Vancouver,49.27454566704508,-123.12247809022664,3.4,0,51596.0,20764.12,47.01,28,27.136859285085826
Sooyo Cafe,Vancouver,49.2755254,-123.03652636706828,4.4,1,35933.33,5437.25,29.03,0,204.95726274923697
Be Fresh Local Market,Vancouver,49.2706288656713,-123.1479684636,3.5,0,55017.5,8686.78,41.17,12,198.68560831741866
Toña Bakery & Café,Vancouver,49.24785726737812,-123.18550822883616,4.8,1,43373.91,3704.35,23.11,1,14.386055710580084
Cafe Ami,Vancouver,49.260803,-123.123994,3.6,0,53817.95,9712.11,40.89,14,36.22437805609541
Tru Cafe,Vancouver,49.26950704325791,-123.13869,3.8,0,55942.86,9414.64,38.07,14,23.905317540436965
El Cafecito,Vancouver,49.271632,-123.134929,4.0,1,53341.46,13198.94,40.87,12,328.3526235833641
KITS Eyecare,Vancouver,49.27241,-123.15464,3.7,0,54574.29,9397.58,43.15,1,13.72772526413229
Taf's Café,Vancouver,49.2810768,-123.1202897,2.4,0,47913.24,19614.69,50.19,52,108.51125999526452
Wick's Café,Vancouver,49.20407,-123.13521,4.0,1,36622.22,6087.65,34.47,2,64.85948001492835
Waves Coffee House,Vancouver,49.263615784527,-123.128756644037,3.3,0,54489.74,10911.86,40.42,9,45.226757809485854
AT Cafe,Vancouver,49.20790022032179,-123.14030170440672,4.9,1,36472.73,5716.9,31.13,3,37.791502168865215
Yar Cafe,Vancouver,49.26333512440653,-123.129898,4.6,1,54507.5,10940.23,40.47,8,44.637254922700535
B&K Bakery & Cafe,Vancouver,49.263643,-123.118152,0.0,0,56961.76,8145.91,37.5,25,31.711189505902592
Cathy's Cafe,Vancouver,49.235056444677504,-123.1615736517406,4.5,1,41784.62,4434.81,24.53,4,69.20957223359534
Aperture Coffee Bar,Vancouver,49.248561,-123.1008891,3.3,0,49073.53,6282.15,33.3,6,24.523186517350737
Butter Baked Goods & Cafe,Vancouver,49.24213957138887,-123.1704097,3.4,0,41824.0,3566.22,23.26,0,13.246413467953955
Cafe Eggstatic,Vancouver,49.242612,-123.059285,4.7,1,33828.57,7227.76,34.05,1,15.572243159662765
Homeslice Cafe & Bakery,Vancouver,49.23799,-123.155624,4.5,1,41391.3,4465.37,24.44,4,6.863484624612759
Day Plus Cafe & Bistro,Vancouver,49.2908403,-123.13416895950718,4.7,1,45147.54,24598.78,44.21,23,77.812433584026
Velo Star Cafe,Vancouver,49.2571627,-123.1202562,3.5,0,55428.57,8809.67,39.43,8,18.26291203589063
Ciclo Espresso- Coal Harbour,Vancouver,49.287774688966984,-123.117245,4.7,1,46180.65,12293.88,48.33,40,119.22358741125244
Doughgirls,Vancouver,49.254644,-123.235875,4.2,1,36646.15,4896.14,36.35,0,52.423547401943374
Swiss Coffee Cup Cafe,Vancouver,49.2853124,-123.1120535,4.5,1,46940.74,11889.84,50.93,43,31.903134303783734
Jack’s Spot,Vancouver,49.230027988596106,-123.0257748648885,4.1,1,36412.12,7252.33,36.54,4,256.7769008051076
The Little Coffee House,Vancouver,49.20993,-123.10956,5.0,1,35000.0,4213.65,40.21,1,253.02657532646424
Garden Cafe at VanDusen Garden,Vancouver,49.2383826,-123.1281484,3.1,0,41246.15,2852.86,29.98,0,55.98331628563189
Laughing Bean Coffee Company,Vancouver,49.281419607212,-123.049625348003,3.5,0,40680.0,6474.1,34.5,4,77.67654953730992
Yuki Cafe Sushi & More,Vancouver,49.232021,-123.026155,4.8,1,35935.14,7452.38,36.55,5,103.9834793082362
Crossroads Cafe,Vancouver,49.28288,-123.12191,4.5,1,46825.76,20316.14,50.94,51,81.01823623100877
Second Cup,Vancouver,49.2450981314324,-123.12436663912466,3.0,0,49125.0,3076.33,32.8,0,228.0777277203267
Unscripted Coffee,Vancouver,49.285041,-123.114865,5.0,1,48200.0,15002.48,51.01,54,37.01134237204388
Angus T Bakery,Vancouver,49.20539421938929,-123.03085358154756,4.2,1,45400.0,4401.3,37.09,0,52.792051982013376
La Cuisson Cafe,Vancouver,49.2344325,-123.1535583,3.4,0,42052.17,4471.03,24.88,4,51.00560625595176
The Bee’s Knees,Vancouver,49.2880706676331,-123.12142680015012,4.0,1,45627.91,16204.37,48.04,38,138.73389042987793
Art Bite Cafe,Vancouver,49.28996,-123.12805,5.0,1,44981.82,23221.63,44.56,22,32.655675152010495
Aquarium Cafe,Vancouver,49.3012428,-123.1294403,3.9,0,47600.0,281.8,35.75,0,322.83294122471887
Cafe Episode,Vancouver,49.25860001208422,-123.04467625916004,4.1,1,33792.0,4920.7,30.51,1,46.466731476953825
Roundel Cafe,Vancouver,49.28129402513607,-123.055357,3.5,0,42000.0,6562.69,35.54,5,43.014309093927125
Octave Cafe,Vancouver,49.2743472,-123.1262105,4.0,1,51226.92,22515.29,45.33,22,114.33669111246967
Milk & Sugar BBQ Bar,Vancouver,49.2382463072985,-123.032146990299,3.2,0,35293.62,9271.87,36.62,3,26.08546856467537
Liquids And Solids,Vancouver,49.28135,-123.08461,3.6,0,33389.47,3939.03,31.09,4,51.17243182599908
Pampanga's Best Cafeteria,Vancouver,49.2468726732466,-123.090463243425,3.4,0,44475.68,6695.8,31.14,4,64.12038380589128
Deville Coffee,Vancouver,49.2853396,-123.1242487,3.4,0,45381.82,19308.48,49.28,33,159.96214250327267
Cafe Ami,Vancouver,49.2836799,-123.11965,4.0,1,47072.22,19142.01,51.6,59,83.03229034739076
Just Another,Vancouver,49.26664,-123.10773,4.0,1,54769.57,11491.92,46.73,3,302.8012441197847
Grandmama's Cafe,Vancouver,49.23504,-123.16162,3.1,0,41784.62,4434.81,24.53,4,70.14874978508934
Bistro Olé,Vancouver,49.28835,-123.12217,5.0,1,45109.09,16333.9,47.8,34,113.08704699927758
Honey Cafe,Vancouver,49.256019758392426,-123.08784984856638,4.0,1,45193.48,8489.45,41.03,6,87.48616498308917
Mon Paris Patisserie,Vancouver,49.269995,-123.106861,3.3,0,54819.05,12325.18,47.4,3,70.23411411839693
Sprouts,Vancouver,49.267585874444904,-123.25039128042668,4.4,1,30371.43,2411.22,43.21,2,135.6414749070408
River Road Cafe,Richmond,49.1967308,-123.0942652,3.8,0,37600.0,918.67,37.81,1,407.2683664676199
JJ Bean Coffee Roasters,Vancouver,49.2463493555895,-123.089983463287,3.7,0,44281.08,6628.97,30.97,4,24.06854959778968
Little Umbrella,Vancouver,49.263556,-123.205023,5.0,1,45952.94,3693.39,27.52,1,43.10672108376241
Prado Cafe,Vancouver,49.24616,-123.185233,4.0,1,43872.73,3582.16,22.63,1,26.77947595822626
Metro Coffee Bar & Billiards,Vancouver,49.2353253,-123.0381433,4.1,1,34881.82,9062.69,34.39,5,11.806252533237908
Mink Chocolates Factory and Cafe,Vancouver,49.2071160461357,-123.106154166162,4.0,1,34025.0,3455.07,44.02,1,531.234844213267
VT's Cafe,Vancouver,49.262352,-123.09712,4.0,1,49382.5,7098.41,47.1,15,69.45930567510054
Timber Bistro and Books,Vancouver,49.26114,-123.04893,4.2,1,34992.59,4798.84,31.57,1,87.87426290380544
Nok Nok Cafe,Vancouver,49.280960519788586,-123.0525317,4.6,1,41018.18,6463.83,34.48,4,91.30043471870336
PAUL Le Cafe,Vancouver,49.28169759028251,-123.1176061,3.5,0,48118.18,17832.76,49.67,62,24.87575911089829
Yasser’s Cafe,Burnaby,49.249928600037144,-123.01896657748732,4.7,1,37600.0,3123.19,28.27,1,55.92158149892166
Cafe & Life Co,Richmond,49.16367265363718,-123.13465985287418,4.3,1,32012.12,12091.87,29.0,20,15.761511650391682
Ki Cafe,Burnaby,49.2208272,-122.9884543,3.9,0,34466.67,6205.02,40.29,10,79.7557636888559
Sciué Italian Bakery Caffé,Vancouver,49.28378,-123.1195,2.8,0,46730.77,18670.74,51.33,60,89.00435727825354
Waves Coffee House,Vancouver,49.28061734280294,-123.12252486101922,2.8,0,48447.22,23940.8,48.4,47,164.04907839927617
Cilantro Cafe,Vancouver,49.28116,-123.12157,5.0,1,47710.0,21279.7,49.29,48,78.37979393584168
Blaze Cafe,Vancouver,49.26086,-123.11629,0.0,0,55462.86,8096.84,38.4,24,65.93216321964988
CHOCHO Hot Pot,Burnaby,49.2313,-123.00683,4.5,1,34339.39,8301.13,37.72,28,58.413877004917204
John 3:16 Malaysian Delights,Burnaby,49.22494698851795,-122.9900406,4.5,1,33391.67,7172.09,40.64,16,51.856580734801156
Saku,Burnaby,49.26543,-123.005428,4.5,1,43350.0,6948.55,48.74,23,164.0637985831454
Atlas Steak + Fish,Burnaby,49.256747,-123.006931,4.0,1,38457.14,1059.86,24.93,5,325.48711452036963
White Lotus Cafe,Burnaby,49.2656111504516,-122.97883607144,4.5,1,39566.67,3498.82,28.95,3,151.5538498826411
The Meat Up,Burnaby,49.2254546362785,-122.98992646931154,4.1,1,32742.86,7153.16,41.13,15,27.306429523704438
Wild Thyme,New Westminster,49.2092291,-122.932308,4.4,1,40412.5,6519.26,30.84,12,7.210249857936038
Safari Snack House And Grill,Burnaby,49.239118670642895,-122.96287338465577,3.9,0,44600.0,2071.61,28.33,3,81.58289124261282
