store_name,city,latitude,longitude,target_rating,target_is_successful
Sooyo Cafe,Vancouver,49.2755254,-123.03652636706828,4.4,1
Be Fresh Local Market,Vancouver,49.2706288656713,-123.1479684636,3.5,0
Toña Bakery & Café,Vancouver,49.24785726737812,-123.18550822883617,4.8,1
Cafe Ami,Vancouver,49.260803,-123.123994,3.6,0
Tru Cafe,Vancouver,49.26950704325791,-123.13869,3.8,0
El Cafecito,Vancouver,49.271632,-123.134929,4.0,1
KITS Eyecare,Vancouver,49.27241,-123.15464,3.7,0
Taf's Café,Vancouver,49.2810768,-123.1202897,2.4,0
Wick's Café,Vancouver,49.20407,-123.13521,4.0,1
Waves Coffee House,Vancouver,49.263615784527,-123.128756644037,3.3,0
AT Cafe,Vancouver,49.20790022032179,-123.14030170440672,4.9,1
Yar Cafe,Vancouver,49.26333512440653,-123.129898,4.6,1
B&K Bakery & Cafe,Vancouver,49.263643,-123.118152,0.0,0
Cathy's Cafe,Vancouver,49.235056444677504,-123.1615736517406,4.5,1
Aperture Coffee Bar,Vancouver,49.248561,-123.1008891,3.3,0
Butter Baked Goods & Cafe,Vancouver,49.24213957138887,-123.1704097,3.4,0
Cafe Eggstatic,Vancouver,49.242612,-123.059285,4.7,1
Homeslice Cafe & Bakery,Vancouver,49.23799,-123.155624,4.5,1
Day Plus Cafe & Bistro,Vancouver,49.2908403,-123.13416895950718,4.7,1
Velo Star Cafe,Vancouver,49.2571627,-123.1202562,3.5,0
Ciclo Espresso- Coal Harbour,Vancouver,49.287774688966984,-123.117245,4.7,1
Doughgirls,Vancouver,49.254644,-123.235875,4.2,1
Swiss Coffee Cup Cafe,Vancouver,49.2853124,-123.1120535,4.5,1
Jack’s Spot,Vancouver,49.230027988596106,-123.0257748648885,4.1,1
The Little Coffee House,Vancouver,49.20993,-123.10956,5.0,1
Garden Cafe at VanDusen Garden,Vancouver,49.2383826,-123.1281484,3.1,0
Laughing Bean Coffee Company,Vancouver,49.281419607212,-123.049625348003,3.5,0
Yuki Cafe Sushi & More,Vancouver,49.232021,-123.026155,4.8,1
Crossroads Cafe,Vancouver,49.28288,-123.12191,4.5,1
Second Cup,Vancouver,49.2450981314324,-123.12436663912466,3.0,0
Unscripted Coffee,Vancouver,49.285041,-123.114865,5.0,1
Angus T Bakery,Vancouver,49.20539421938929,-123.03085358154756,4.2,1
La Cuisson Cafe,Vancouver,49.2344325,-123.1535583,3.4,0
The Bee’s Knees,Vancouver,49.2880706676331,-123.12142680015013,4.0,1
Art Bite Cafe,Vancouver,49.28996,-123.12805,5.0,1
Aquarium Cafe,Vancouver,49.3012428,-123.1294403,3.9,0
Cafe Episode,Vancouver,49.25860001208422,-123.04467625916004,4.1,1
Roundel Cafe,Vancouver,49.28129402513607,-123.055357,3.5,0
Octave Cafe,Vancouver,49.2743472,-123.1262105,4.0,1
Milk & Sugar BBQ Bar,Vancouver,49.2382463072985,-123.032146990299,3.2,0
Liquids And Solids,Vancouver,49.28135,-123.08461,3.6,0
Pampanga's Best Cafeteria,Vancouver,49.2468726732466,-123.090463243425,3.4,0
Deville Coffee,Vancouver,49.2853396,-123.1242487,3.4,0
Cafe Ami,Vancouver,49.2836799,-123.11965,4.0,1
Just Another,Vancouver,49.26664,-123.10773,4.0,1
Grandmama's Cafe,Vancouver,49.23504,-123.16162,3.1,0
Bistro Olé,Vancouver,49.28835,-123.12217,5.0,1
Honey Cafe,Vancouver,49.256019758392426,-123.08784984856638,4.0,1
Mon Paris Patisserie,Vancouver,49.269995,-123.106861,3.3,0
Sprouts,Vancouver,49.267585874444904,-123.25039128042667,4.4,1
River Road Cafe,Richmond,49.1967308,-123.0942652,3.8,0
JJ Bean Coffee Roasters,Vancouver,49.2463493555895,-123.089983463287,3.7,0
Little Umbrella,Vancouver,49.263556,-123.205023,5.0,1
Prado Cafe,Vancouver,49.24616,-123.185233,4.0,1
Metro Coffee Bar & Billiards,Vancouver,49.2353253,-123.0381433,4.1,1
Mink Chocolates Factory and Cafe,Vancouver,49.2071160461357,-123.106154166162,4.0,1
VT's Cafe,Vancouver,49.262352,-123.09712,4.0,1
Timber Bistro and Books,Vancouver,49.26114,-123.04893,4.2,1
Nok Nok Cafe,Vancouver,49.280960519788586,-123.0525317,4.6,1
PAUL Le Cafe,Vancouver,49.28169759028251,-123.1176061,3.5,0
Yasser’s Cafe,Burnaby,49.249928600037144,-123.01896657748732,4.7,1
Cafe & Life Co,Richmond,49.16367265363718,-123.13465985287418,4.3,1
Ki Cafe,Burnaby,49.2208272,-122.9884543,3.9,0
Sciué Italian Bakery Caffé,Vancouver,49.28378,-123.1195,2.8,0
Waves Coffee House,Vancouver,49.28061734280294,-123.12252486101922,2.8,0
Cilantro Cafe,Vancouver,49.28116,-123.12157,5.0,1
Blaze Cafe,Vancouver,49.26086,-123.11629,0.0,0
CHOCHO Hot Pot,Burnaby,49.2313,-123.00683,4.5,1
John 3:16 Malaysian Delights,Burnaby,49.22494698851795,-122.9900406,4.5,1
Saku,Burnaby,49.26543,-123.005428,4.5,1
Atlas Steak + Fish,Burnaby,49.256747,-123.006931,4.0,1
White Lotus Cafe,Burnaby,49.2656111504516,-122.97883607144,4.5,1
The Meat Up,Burnaby,49.2254546362785,-122.98992646931154,4.1,1
Wild Thyme,New Westminster,49.2092291,-122.932308,4.4,1
Safari Snack House And Grill,Burnaby,49.239118670642895,-122.96287338465577,3.9,0
22's Grill,Burnaby,49.2430980643898,-122.969388433881,4.4,1
Haidilao Hotpot Brentwood,Burnaby,49.267417,-123.00189,4.6,1
Takara Sushi,Burnaby,49.2545851,-123.0220016,4.4,1
Wild Flour Pizza,Burnaby,49.2584540319258,-122.955439905848,4.7,1
Shanghai Dimsum House,Burnaby,49.2294464,-123.0044077,4.0,1
Gokudo Shabu Shabu,Burnaby,49.230168460812294,-123.0038528105504,4.4,1
Green & Oak Malaysian Restaurant,Burnaby,49.28081,-123.02185,3.9,0
Korea Noodle House,Burnaby,49.229066,-123.004751,4.2,1
STEM Japanese Eatery,Burnaby,49.21497276456137,-122.98816101534423,4.2,1
Siam Le Bien,Burnaby,49.2813,-123.01068,4.3,1
Singapore Hawker,Burnaby,49.218768,-122.96447913871704,4.1,1
Burnaby Mountain Clubhouse,Burnaby,49.265138,-122.943048,4.1,1
Birdies,Burnaby,49.2655537242762,-123.01959240000002,4.0,1
Jovo the Butcher,Burnaby,49.22185,-122.94565,5.0,1
Masita Korean Cuisine,Burnaby,49.218978345984,-122.969008660356,3.9,0
Grand Chinese Restaurant,Burnaby,49.266893,-123.004262,4.0,1
OEB Breakfast,Burnaby,49.267442,-123.002595,4.1,1
Kokoro Tokyo Mazesoba,Burnaby,49.228287011321385,-123.00315331667662,4.0,1
Little Minh's,Burnaby,49.1990675,-122.9799962,4.3,1
Riverway Clubhouse Restaurant,Burnaby,49.200617,-122.990237,3.5,0
Sooda Korean BBQ,Burnaby,49.2680924,-123.0003773,4.1,1
The Dolar Shop - Station Square,Burnaby,49.2277884925998,-123.00316795158997,4.3,1
The Viet Noodle Guy,Burnaby,49.26721987665755,-123.00572763320035,4.1,1
Living Room Lounge,Burnaby,49.2551,-123.02032,4.5,1
Chao Shou Wang,Burnaby,49.2290734,-123.0048795,4.1,1
Cactus Club Cafe,Burnaby,49.22775581945971,-123.00329214418927,3.9,0
Horin Ramen,Burnaby,49.22901506843291,-123.00505047055158,4.5,1
Portobello Restaurant,Burnaby,49.280764,-123.013394,4.6,1
Trattoria by Italian Kitchen,Burnaby,49.23020501851105,-123.0039327,3.2,0
Burnt Orange,Burnaby,49.280836,-123.007658,4.5,1
JOEY Burnaby,Burnaby,49.2669122,-123.0066466,3.7,0
The Keg Steakhouse + Bar,Burnaby,49.2596278,-123.0019108,3.9,0
Claudio's,Burnaby,49.265511702879046,-123.00492429325409,3.8,0
Sushi Taku,Vancouver,49.23982721439047,-123.03001648836062,4.3,1
Chen,Burnaby,49.28086095595619,-123.0091730738817,4.1,1
Chad Thai,Burnaby,49.2809351,-123.0160318,4.1,1
Blue Coast,Vancouver,49.23466,-123.0246,4.5,1
SOCRATES in the Heights,Burnaby,49.2811430405355,-122.998363226652,4.5,1
La Forêt - Royal Oak,Burnaby,49.2203,-122.98637,4.3,1
NamPo,Burnaby,49.22620549734934,-122.9917955,4.4,1
Chettinad Dosa Palace,Burnaby,49.23933,-122.96364,3.2,0
Kokoro Tokyo Mazesoba,Burnaby,49.266952192668484,-123.00631798803806,4.3,1
Big Way Hot Pot,Burnaby,49.2310987,-123.0083309711633,4.0,1
Cockney Kings Fish & Chips,Burnaby,49.28005299920758,-122.96652586933914,4.0,1
Tenen,Burnaby,49.21549,-122.98895,4.2,1
Tendon Kohaku,Burnaby,49.2278910406839,-123.00348046083376,3.7,0
B&D Authentic Viet Cuisine,Burnaby,49.21818434432872,-122.9578841,3.8,0
Sushi Bar Kilala,Burnaby,49.2811517065771,-122.995635763696,4.3,1
Green Leaf Cafe,Burnaby,49.2533051,-122.8982928,4.1,1
Argo Greek Cuisine Pizza Pasta,Burnaby,49.2544359,-123.02071005595984,4.2,1
The One Restaurant,Burnaby,49.2211721,-122.9774371,3.4,0
Chào Mámi,Burnaby,49.2808832078838,-123.014717570458,4.0,1
MYST Asian Fusion,Burnaby,49.21936313246308,-122.9706842,3.6,0
El Inka Latin Deli,Burnaby,49.24941,-123.01912,4.4,1
Marble House Eatery,Burnaby,49.2294464,-123.0044077,3.8,0
Earls Kitchen + Bar,Burnaby,49.2279486,-123.0027748,3.9,0
Hart House Restaurant,Burnaby,49.23804,-122.96671,3.6,0
Anatolia's Gate Restaurant,Burnaby,49.2183151,-122.9579254,3.8,0
Agra Tandoori Restaurant,Burnaby,49.25443,-123.02066,3.9,0
Golden Pita Lebanese Restaurant,Burnaby,49.2531819933441,-122.897602039217,4.2,1
Saffron Indian Cuisine,Burnaby,49.2311623,-123.0085405,3.8,0
Gaon  Korean Cuisine,Burnaby,49.223246,-122.982823,4.1,1
Bow & Stern,Burnaby,49.2681023,-123.0000943,3.7,0
Adam's Crepes,Burnaby,49.2149649,-122.9880349,4.6,1
Mongo Bongo,New Westminster,49.2135179,-122.9193884,3.9,0
Kimbap Cheonguk,Coquitlam,49.2446982,-122.8918313,4.4,1
Fraser Park Restaurant,Burnaby,49.1941802,-122.9979206,4.2,1
Viva Sue Pizza,Burnaby,49.2391579,-122.9625575,4.2,1
Aroma Eatery,Burnaby,49.228417734136464,-123.00491628393937,4.4,1
The Hungry Tiger,Burnaby,49.266921290169684,-123.00645179117197,4.5,1
Shanghai Fortune Cuisine,Burnaby,49.22954179328731,-123.00467593195059,3.9,0
Balkan House,Burnaby,49.22219,-122.94393,3.4,0
Chicko Chicken Korean Style,Burnaby,49.2191861,-122.9505083,4.1,1
L'Artista,Burnaby,49.281231129459975,-123.0188885,4.0,1
The Bao Place,Burnaby,49.21942124951652,-122.9500496,4.3,1
Butchers Block BBQ,Burnaby,49.28129,-123.01453,3.8,0
Cazba Persian Grill,Burnaby,49.2681624665858,-123.00058007240295,3.3,0
Sushi U,Burnaby,49.2654624429451,-122.978147623681,4.5,1
Olove Greek Kitchen,Burnaby,49.2804849,-122.9779067,4.0,1
La Forêt,Burnaby,49.2212819390063,-122.995836958493,3.7,0
Cayenne Bistro & Grill,Burnaby,49.2213856,-122.9309353,4.8,1
Tap & Barrel - Brentwood,Burnaby,49.26741280132382,-123.00188253558166,4.2,1
Afghan Turkish Cuisine,Burnaby,49.2807738,-123.0028986,4.0,1
Pearl Hot Pot,Burnaby,49.2188387,-122.964481,3.3,0
Big Way Hot Pot,Burnaby,49.23150769999999,-123.0094545,3.6,0
Nén,Burnaby,49.224096740087546,-122.9416219,4.2,1
Taku Japanese Kitchen,Burnaby,49.21462,-122.98827,4.7,1
Hello Nori,Burnaby,49.26780681630291,-123.00235434393312,4.1,1
Kozak Ukranian Eatery,New Westminster,49.2114757572234,-122.918422905028,4.4,1
Barcelos Flame Grilled Chicken,Burnaby,49.19813330438935,-122.97878590283268,3.8,0
Maruhachi Ra-men,Burnaby,49.2244919,-122.9878563,4.0,1
Patsara Thai Restaurant,New Westminster,49.204305,-122.908055,4.0,1
Indian Wok,Burnaby,49.2248408,-122.9884673,4.2,1
Sushi Garden Japanese Restaurant,Burnaby,49.2291877,-123.0013312,3.4,0
Gyubee Japanese Grill,Richmond,49.1712466,-123.1351984,4.3,1
Hooray Cafe & Coffee Lab,Burnaby,49.24362,-122.969446,5.0,1
Kimshaker,Burnaby,49.2332,-123.013747,4.5,1
#CHIBOP,Burnaby,49.2677387,-123.0064866,4.5,1
Pinoy Cravings,Burnaby,49.21947050000001,-122.9499774,4.4,1
Chongqing,Burnaby,49.22671131459038,-122.99363543518693,3.4,0
Zaaki Cuisine,New Westminster,49.2131145,-122.9200483,4.6,1
El Comal,Burnaby,49.247876818077,-122.940112248954,3.9,0
H&P Noodle House,Burnaby,49.281271,-123.015823,3.7,0
BIN 4 Burger Lounge,Burnaby,49.2641572,-123.022698,4.0,1
Simba’s Grill,Burnaby,49.2545127,-123.0231251,4.0,1
Pho Hong Vietnamese Restaurant,Burnaby,49.2213203,-122.9769818,2.9,0
No.1 Beef Noodle House,Burnaby,49.2425291,-123.004037333135,3.4,0
Porker Face,Burnaby,49.266783,-123.004713,4.4,1
Taverna Greka Restaurant,New Westminster,49.2049414,-122.9043168,4.1,1
Sushi Modo,Burnaby,49.225836,-122.937422,4.3,1
Manjal South Indian Kitchen,Burnaby,49.2232674,-122.9428279,4.4,1
Pizza Garden,Burnaby,49.2252262,-123.0037541,4.0,1
X-Site Grill & Bistro,Burnaby,49.2811349,-122.9993576,3.8,0
Galbi Korean BBQ Kingsway,Burnaby,49.23111096061143,-123.00824046134947,4.2,1
The Gray Olive Cafeteria,Burnaby,49.2807699,-123.01164,4.1,1
Amay’s House,Vancouver,49.23446,-123.036137,4.3,1
WhataFood Brazilian Street Food,New Westminster,49.2010175,-122.9131833,4.5,1
Eggbomb+,Burnaby,49.249826470737425,-122.8948839,3.7,0
Cioffi's Meat Market & Deli,Burnaby,49.280911944717026,-123.012598,3.7,0
Just Waffles,Vancouver,49.28128196346295,-123.02744138985871,4.5,1
CM Chicken,Burnaby,49.22732659553047,-122.99451665152054,4.3,1
Neptune Palace Seafood Restaurant,Burnaby,49.266865847917686,-123.00155484261121,3.4,0
The Ramen Butcher,Burnaby,49.28095998860335,-123.002488217313,3.3,0
Cactus Club Cafe,Burnaby,49.26671212,-123.01085799,3.7,0
Toyo Sushi,Burnaby,49.2809392,-123.0168779,4.2,1
2025 Cafe,Burnaby,49.226765,-122.993594,4.3,1
Fung May,Burnaby,49.2288939318384,-123.004783375498,3.4,0
Anton's Pasta Bar,Burnaby,49.28072,-123.00984,3.5,0
La Forchetta,Burnaby,49.2804691698666,-122.982101999223,3.8,0
Sushi On,Burnaby,49.22336826591775,-122.9432077,4.2,1
Onggi Korean Cusine,Burnaby,49.24377273960674,-122.8933061286807,4.1,1
Happy Lamb Hot Pot,Burnaby,49.2280567,-122.9973696,3.4,0
Sushi Yoi,Burnaby,49.2678773,-123.0061449,3.3,0
Joy Sushi,Burnaby,49.2643086657704,-123.010636587766,3.9,0
Big Star Sandwich,Burnaby,49.2545219768061,-123.02208635956,4.1,1
Sopra Sotto Pizzeria,Burnaby,49.280939601557584,-123.0155725,3.9,0
Afghan Kabul Kebab Donair,Burnaby,49.2808,-123.01483,4.9,1
Sushi Garden,Burnaby,49.2191,-122.96725,3.4,0
Hanwoori Korean Restaurant,Burnaby,49.22153,-122.9806,3.4,0
Pokerrito,Burnaby,49.22800794065202,-123.00332564860584,4.4,1
Joyful Seafood Restaurant,Burnaby,49.2227211,-122.981444,3.7,0
Sushimoto,Burnaby,49.26404,-122.98135,3.8,0
John 3:16 Malaysian Delights,Richmond,49.1641317,-123.1362195,4.1,1
50's Burgers,Burnaby,49.22481,-122.94043,3.6,0
Kim's Korean Waffles and Pancakes,Burnaby,49.24391068955245,-122.89353297814627,4.6,1
New Mandarin Seafood Restaurant,Vancouver,49.2430789410403,-123.062085096174,4.1,1
Paramount BBQ,Vancouver,49.2356958673,-123.0388355,4.3,1
1003 Brunch & Dessert,Burnaby,49.22447173359129,-122.9899072,4.1,1
Crema Ice Cream,Burnaby,49.2806828,-123.0027499,4.6,1
Earls Kitchen + Bar,Burnaby,49.266914,-123.00164,3.7,0
Grand Neptune,Burnaby,49.25664639970632,-123.00692304419927,3.6,0
Jejudo,Burnaby,49.2439366,-122.8942123,3.5,0
Mumbaiyaa Street Foods,Burnaby,49.28087,-123.012439,4.7,1
Desi Turka Indian Cuisine,Burnaby,49.220269,-122.929508,3.9,0
Zhengxin Chicken,Burnaby,49.22568597280459,-122.99036927116394,4.4,1
Burnaby Palace Restaurant,Burnaby,49.25629080307701,-123.02312393097921,3.4,0
Arbab Kabab House,Burnaby,49.2225463822872,-122.948696562034,4.5,1
Fish With You,Burnaby,49.2290085,-123.0050498,4.5,1
Kinton Ramen,Burnaby,49.265162712058604,-123.01395302883246,4.6,1
Obanhmi,Burnaby,49.22666302506524,-122.992865704,4.4,1
K Chicken,Burnaby,49.2598,-122.98352,4.4,1
Green Leaf Sushi,Vancouver,49.231545,-123.030967,3.8,0
A Fang Little Basket Bao,Burnaby,49.2540264,-122.8939025,4.3,1
Motonobu Udon,Vancouver,49.2813968,-123.0280718,4.2,1
Pelicana Chicken,Burnaby,49.2526660046984,-122.898108288646,4.5,1
Suren,Burnaby,49.28077012720069,-122.9993509501219,4.0,1
Pho 68,Burnaby,49.219094551206716,-122.95016380289319,3.6,0
Cafe 106,Burnaby,49.2237644468902,-122.988622382664,4.3,1
Sizzle Pan Korean BBQ,Burnaby,49.22334,-122.9428956,4.5,1
My Greek Taverna,Coquitlam,49.23707629280225,-122.86929574290268,4.0,1
Sushi S Japanese Restaurant,Burnaby,49.2425418,-123.0036195,3.9,0
Bastion Coffee Kitchen,Burnaby,49.251504797126124,-122.96734118404275,4.7,1
Five Loaves Two Fish,Burnaby,49.243660551091,-122.892771530688,5.0,1
Waves Coffee House,Burnaby,49.218691,-122.95177,3.9,0
Watashi Sushi & Kitchen,Burnaby,49.21917086397983,-122.9505995,4.4,1
Queen's Meat & Deli,New Westminster,49.2135565,-122.9106876,5.0,1
The Auntie Bakery & Deli,Burnaby,49.21454989740626,-122.9881238,4.5,1
Rens Cafe & Bistro,Burnaby,49.28118134,-123.0184021,4.1,1
KnChicken,Burnaby,49.2240572,-122.9412991,4.1,1
The Sobu Social,Burnaby,49.22476479128216,-123.00252165352516,4.3,1
Old Farmhouse Kitchen,Burnaby,49.1890394,-122.9801939,4.7,1
Pho Den,Burnaby,49.21985466539446,-122.970256331213,3.9,0
A Kabul Shawarma Donair,Burnaby,49.219092,-122.95063,4.7,1
Cactus Club Cafe,Burnaby,49.2020089718037,-122.981729507446,3.7,0
Cup & Bun Cafe,Burnaby,49.28131,-123.01927,4.5,1
L’Onore Pizza,New Westminster,49.21402,-122.89781,4.6,1
La Querida,Burnaby,49.22946626623539,-123.0052947,4.5,1
Kiss Yo Mama Jamaican Soul Food,Burnaby,49.2218051,-122.993553,4.5,1
Fior di Latte,Burnaby,49.2811681929463,-123.010165952146,4.4,1
Canffle,Vancouver,49.2322894,-123.0268249,4.2,1
Mr Beggar Grill,Burnaby,49.22673152328965,-122.9930263,4.8,1
Noon & Reyhoon,Burnaby,49.2805071,-122.9656995,5.0,1
Nadri,Burnaby,49.24422521917205,-122.89498981978466,4.1,1
DooBoo,Burnaby,49.2185949,-122.9607043,4.0,1
Ramies Greek Restaurant,Burnaby,49.231676,-123.0088067,3.4,0
Dumpling King,Vancouver,49.23125,-123.02943,4.4,1
Govinda's Dining,Burnaby,49.2062073,-122.9848175,4.6,1
The Spud Shack Fry,New Westminster,49.20095020309591,-122.91302027887068,4.0,1
Peaked Pies,Burnaby,49.28077,-123.01351,4.1,1
The Tannenbaum Restaurant,New Westminster,49.201090932901955,-122.91771603691119,4.0,1
Pho Mr Do,Burnaby,49.2808770975745,-123.0018146,4.4,1
Old Xian's Food,Coquitlam,49.24940624116793,-122.89219435304402,4.6,1
The Old Bavaria Haus,New Westminster,49.208524,-122.914146,3.2,0
Take Sushi,Burnaby,49.2808697,-123.0019918,3.9,0
Vadapav Mirchi By Geeta,New Westminster,49.20864846389665,-122.94274322034968,4.5,1
May Rice Roll & Congee,Burnaby,49.28088365265892,-123.0018964,3.9,0
Bliss Cafe,Burnaby,49.23131,-123.00558,4.1,1
Gaya Korean Restaurant,Burnaby,49.2147215,-122.9873304,3.8,0
Mui Garden - Kingsway,Burnaby,49.2281613,-122.998205,3.8,0
Conte Food Importers,Burnaby,49.1930765013523,-122.971642618571,4.4,1
Yummy Bao,Burnaby,49.2296962,-123.0043174,4.3,1
Taste of Splendour,Burnaby,49.25518,-123.0087,4.1,1
Park Crest Diner,Burnaby,49.26536,-122.97789,3.8,0
Boba Time Cafe,Burnaby,49.221257,-122.988502,3.9,0
Juillet Cafe,Burnaby,49.2448537809919,-122.89281354352,3.9,0
Ambit Cafe,Burnaby,49.2801451,-122.9681537,3.9,0
Kamini's Corner Cafe,New Westminster,49.21256260644152,-122.93630497238739,4.4,1
Ricky's Café,Burnaby,49.265735924672,-123.00574472331364,3.5,0
Presso Cafe,Burnaby,49.2808974,-123.0112123,4.6,1
GARDENWORKS at Mandeville,Burnaby,49.20673806,-122.99827474,3.5,0
Nemesis Coffee,Coquitlam,49.27395738471851,-122.79641453824804,4.4,1
Jim's Cafe,New Westminster,49.2120564,-122.9192509,3.9,0
Tera’s Bean,Burnaby,49.26761369497343,-123.0034919,4.1,1
You N Me' Cafe,New Westminster,49.2130212951451,-122.9370087,5.0,1
Waves Coffee House,Burnaby,49.231581,-123.009732,3.3,0
Flavor Balance Espresso Bar,New Westminster,49.21223,-122.9205,4.3,1
La Foret,Coquitlam,49.249287974841025,-122.85944733251489,4.2,1
Ruex Cafe & Bar,Surrey,49.1808237,-122.8448423,4.0,1
Coasters Coffee,New Westminster,49.20435909515937,-122.90900417238339,4.3,1
The Cafe,Burnaby,49.2582184,-122.9219579,5.0,1
Cafe Hashtag,Coquitlam,49.2433539231417,-122.891021765672,4.3,1
Kabayan Cafe,New Westminster,49.213377495665156,-122.9375284,5.0,1
Chef's Catering & Cafe,Burnaby,49.2467841,-122.9416052,3.4,0
Trees Organic Coffee,Vancouver,49.2385014,-123.031401,3.5,0
Kory's Coffee,Burnaby,49.28010067001491,-122.9820175,4.0,1
Cafe Ricotta,Burnaby,49.24317080943199,-122.89305265992881,4.6,1
The Between Cafe,Burnaby,49.259088521715,-123.007713093253,5.0,1
Kids Play Cafe & Cafe Artistico,Surrey,49.111984,-122.810317,3.8,0
Prado Cafe,Burnaby,49.259823,-123.009807,3.5,0
Caffe Mira,New Westminster,49.21425325526439,-122.89784533568698,4.1,1
LIMA Cafe,Burnaby,49.26461644634673,-123.007993362844,4.0,1
Le Miel,Burnaby,49.24390825324487,-122.8940027,5.0,1
Passion8 Dessert Cafe,Coquitlam,49.246229030299254,-122.89227044221734,4.0,1
A and B Cafe,Burnaby,49.2449869820384,-122.9731382849,3.0,0
Brisk Cafe,Coquitlam,49.28335,-122.7933949,4.6,1
Ek Chai Kahani,Surrey,49.11885835789898,-122.8240515212801,5.0,1
Paradise Donair and Coffee Mania,New Westminster,49.2102203,-122.9331284,3.4,0
Bjornbar Bakery,Coquitlam,49.26285,-122.88897,3.6,0
Cafe Delitzi,Coquitlam,49.28293,-122.79819,4.4,1
The Southside Cafe,Richmond,49.180771428271,-123.165193538618,4.7,1
Take Five Cafe,Burnaby,49.25513,-122.99468,5.0,1
Sun Century Cafe,Richmond,49.18621,-123.13344,3.9,0
The Mill Cafe,Burnaby,49.2234617,-122.9874456,0.0,0
Java Hut Cafe,Surrey,49.14277,-122.86767,4.5,1
Illo Kimbap Cafe,Coquitlam,49.2618485,-122.8904397,4.3,1
Paanwala Of Surrey,Surrey,49.19148636,-122.84919739,4.8,1
Oneway Cafe,Burnaby,49.254198,-122.9147789,3.8,0
The Venti,Richmond,49.1698598,-123.1367534,4.0,1
Ice Baby Bubble Tea,Burnaby,49.2300224,-123.0046844,2.5,0
Combine Cafe & Bar,Surrey,49.18170954562757,-122.8457860865099,3.7,0
Waves Coffee House,New Westminster,49.2131508,-122.9200801,3.4,0
Fluffle Cafe,Richmond,49.1842803,-123.1147434,4.6,1
Bread x Butter Cafe,Burnaby,49.228813980925075,-122.9998331,3.0,0
Blue Duck Cafe,Richmond,49.1682913993656,-122.993983620033,4.6,1
Origin Cafe,Richmond,49.18412,-123.1263,4.6,1
Cafe Dorothy,Coquitlam,49.28083,-122.79272,4.3,1
The Concert Music Garden Cafe,Burnaby,49.2442726,-122.8927549,3.5,0
Mad Hatter Bistro,Vancouver,49.28098,-123.02539,4.0,1
Big Shots Cafe,Burnaby,49.2809388,-123.0168383,3.4,0
Benzx Lounge,Burnaby,49.2811740409802,-123.0049691084986,0.0,0
Delicia Cafe & Bakery,New Westminster,49.20208,-122.90914,3.8,0
Riverside Cafe,Richmond,49.11923995426843,-123.16411098265552,4.2,1
Cup Full Dessert Cafe,Coquitlam,49.28083,-122.79272,3.7,0
El Santo,New Westminster,49.2022405,-122.9093807,3.7,0
Han Lin Noodle House,New Westminster,49.210381277082135,-122.91715603819993,3.5,0
Columbia Street Sandwich,New Westminster,49.2034109,-122.9071758,4.6,1
Taqueria Playa Tropical,New Westminster,49.2097840906051,-122.91639733055,3.7,0
The Old Spaghetti Factory,New Westminster,49.201925687134,-122.91260507829,3.5,0
Cockney Kings Fish & Chips,New Westminster,49.2008661133601,-122.916763893224,4.0,1
Piva Modern Italian,New Westminster,49.201547,-122.911386,4.0,1
Longtail Kitchen,New Westminster,49.1997723,-122.9124427,4.0,1
6th Ave Bread & Deli,New Westminster,49.2120019089755,-122.922128466349,4.4,1
Artusi Restaurant,New Westminster,49.2105935011629,-122.917292262862,4.0,1
Banette,New Westminster,49.212666374930784,-122.9200253,4.5,1
Angelina's,New Westminster,49.200022,-122.91173,3.9,0
Amelia Restaurant,New Westminster,49.20876,-122.93227,4.3,1
Burger Heaven,New Westminster,49.20138,-122.91604,3.6,0
Jokim Kitchen,New Westminster,49.2123946,-122.92115999999676,4.1,1
The Hide Out Cafe,New Westminster,49.2029257,-122.9108691,4.2,1
Yianni's Greek Taverna,New Westminster,49.2124240808659,-122.919168452339,3.7,0
Ikoi Sushi,New Westminster,49.23018,-122.89239,4.4,1
Sushi Well,New Westminster,49.2126787,-122.9200936,4.0,1
Sixth Street Grill,New Westminster,49.2108238069653,-122.917073781025,3.7,0
North Noodle House,New Westminster,49.200992,-122.913094,3.9,0
Sanjo Sushi Asian Cuisine,New Westminster,49.212860664254805,-122.92019516255847,4.4,1
Sushi Simagoya,New Westminster,49.1849621482515,-122.949424850882,4.6,1
Massawa Restaurant,New Westminster,49.21062,-122.91767,3.9,0
Big Star Sandwiches,New Westminster,49.2021828,-122.9094816,3.9,0
IT Char Burger,New Westminster,49.222413,-122.9122126,4.5,1
Sushi Yen,New Westminster,49.2038975160565,-122.908591367304,3.8,0
Banh Mi Bar Restaurant,New Westminster,49.20279527932723,-122.91101334289715,4.7,1
Anny's Dairy Bar,New Westminster,49.214855,-122.922433,4.2,1
Re-Up BBQ,New Westminster,49.2000834965815,-122.911374465514,3.8,0
Chaiiwala,New Westminster,49.21238,-122.920151,4.2,1
Thai New West,New Westminster,49.229001,-122.89251,3.8,0
Kushi Mura Japanese Izakaya,New Westminster,49.2018489,-122.9127047,3.2,0
Arvind's Curry & Cocktail,New Westminster,49.2107666,-122.917511,3.1,0
Dine Kanadiyan,New Westminster,49.211978688049804,-122.9211672344025,3.7,0
Epic Grill Silogs + Sans Rival,New Westminster,49.190376,-122.9364904,4.1,1
